ticker,date,pattern,status,rs_1m_pct,rs_3m_pct,rs_6m_pct
TDW,2015-11-04,DT,OK,-23.749246534056656,-27.047289504036907,-56.97278911564625
CMCM,2015-08-18,DT,OK,-15.259984928409942,-25.133155792276952,15.987622485817422
VIPS,2015-11-18,DT,OK,-32.77896995708155,-34.05263157894737,-50.84346802667713
CLLS,2015-11-17,DT,OK,33.75919473480449,5.4317973756484506,10.666239590006409
KMI,2016-01-21,DT,OK,-21.86076772934288,-62.1374527112232,-66.48995535714286
ANF,2015-11-20,DT SW,OK,-7.805108798486293,18.480243161094222,-6.388088376561008
CMPR,2016-01-28,UDS,OK,-14.000000000000002,-7.186101605685713,-10.734177215189877
CRUS,2016-01-28,UDS,OK,-12.075471698113205,-3.652653342522394,-18.293395675043833
FCX,2016-01-26,DT,OK,-38.62928348909658,-67.22129783693845,-67.94141578519121
GFI,2015-11-19,DT,OK,-24.913494809688586,-38.87323943661972,-38.70056497175142
MSTR,2016-01-28,DT,OK,-19.82996452902426,-27.448282890043817,-29.513390426216525
MUR,2016-01-28,DT,OK,-22.31263383297645,-34.77166486875224,-46.83470105509965
CNX,2016-01-29,DT,OK,-14.23125794155019,-3.2951289398280847,-59.53237410071943
ABG,2016-02-04,DT,OK,-32.050511124473836,-43.485871467866964,-46.216087577344126
PTEN,2016-02-04,DT SW,OK,-14.03162055335968,-16.71984684109763,-22.597864768683262
STX,2016-01-29,DT,OK,-27.177463255307575,-31.74744897959184,-45.861999190611094
MTW,2016-01-29,DT,OK,-5.5293324342548855,-4.6938775510204085,-19.34369602763386
MXL,2016-02-09,UDS,OK,-9.23076923076922,-18.055555555555546,22.03237410071943
FTNT,2016-01-29,DT,OK,-17.080843032400118,-22.057953873447666,-44.3412162162162
NHTC,2016-02-03,DT,OK,-32.56784968684761,-54.100690215184734,-28.085241730279908
CRTO,2016-02-10,DT,OK,-23.725834797891043,-29.239130434782602,-43.843001940910064
CSTE,2016-02-10,DT SW,OK,-12.799339388934762,-21.213628450634168,-41.9567607182118
PAYC,2016-02-10,DT,OK,-32.35117257967528,-49.86631016042781,-40.39735099337748
HUBS,2016-02-11,DT,OK,-46.132442960489705,-45.155807365439095,-39.29765886287626
GRPN,2016-02-12,DT,OK,-14.828897338403046,-17.34317343173433,-47.54098360655738
WYNN,2016-02-12,DT SW,OK,7.317511686443723,-11.241635687732343,-38.74807593637763
TSLA,2016-02-11,DT,OK,-30.878203324023758,-36.240181067767274,-39.474366022736604
NBR,2016-02-17,DT,OK,-5.970149253731338,-31.670281995661608,-42.413162705667276
KGC,2016-02-11,DT U,OK,49.41860465116279,40.43715846994533,24.154589371980673
TRIP,2016-02-11,DT,OK,-29.36972059779077,-29.525414937759344,-27.213070845051558
TK,2016-02-18,DT SW,OK,8.252427184466038,-76.68989547038328,-81.05889014722537
P,2016-02-12,DT,OK,-16.27680311890838,-34.0752110514198,-55.675954592363254
SHOP,2016-02-17,DT,OK,-0.6782945736434232,-28.967428967428976,-40.682870370370374
CLDX,2016-02-25,DT,OK,-35.73433115060804,-57.56639901173563,-46.78543764523625
TREE,2016-02-25,DT SW,OK,-0.299358517462589,-30.697582243361076,-32.879078694817665
NXST,2016-02-25,DT,OK,-13.721764830061222,-32.21098026206668,-8.424826349988813
PANW,2016-02-26,UTU,OK,-5.382065984938311,-18.4454133240321,-11.432954545454542
CPA,2016-02-18,DT SW,OK,15.178188063546582,7.947686116700181,-11.94813720663056
ANET,2016-02-19,SW,OK,-7.107987220447287,-14.333529758397168,-27.202804206309462
HALO,2016-03-01,DT,OK,-5.023364485981308,-53.93767705382435,-54.933481152993345
WDAY,2016-03-01,DT U,OK,-2.5471546026116343,-27.474505098980195,-19.795674671620013
PODD,2016-02-26,DT SW,OK,-10.84848484848484,-15.386827725050335,3.774250440917104
EXEL,2016-03-01,DT,OK,-12.91866028708133,-33.697632058287795,-40.22988505747126
SUPN,2016-03-03,DT U,OK,18.633540372670797,-17.264851485148526,-26.336088154269977
