ticker,date,pattern,status,price_vs_sma200_pct,sma200_slope_pct,sma200_slope_negative,price_vs_sma50_pct,sma50_slope_pct,sma50_slope_negative
HL,2026-02-18,DT SW,OK,72.07994750103295,18.777876681021,False,-4.2207792207792245,22.654867256637168,False
SEDG,2026-02-18,UDS,OK,25.092964826236862,7.722744429120998,False,14.853996535511005,-2.7653290182089285,True
FUN,2026-02-19,DT SW,OK,-31.52101865651162,-6.180658705167041,True,0.6965569475657629,6.61909741987583,False
WING,2026-02-18,DT SW,OK,-12.441547351698468,1.2264921242774784,False,-2.8252390387965898,2.7060302782375922,False
RSI,2026-02-18,UDS,OK,-2.4918119600066735,3.439057355331543,False,-8.299590758504216,-0.47303485803565914,True
TROX,2026-02-19,UT,OK,61.591309515121814,3.7510951510497215,False,36.85325799046444,33.41657635584034,False
DASH,2026-02-19,DT,OK,-24.55441063844601,0.4806331196336,False,-17.902532340852694,-2.015887133704408,True
FIG,2026-02-19,DT U,OK,-40.18572197329553,0.7908643190322584,False,-24.118850144923897,-14.630632367669815,True
APPN,2026-02-19,DT,OK,-24.32605844443817,-0.5363553178010738,True,-24.711330850830805,-15.697198963790704,True
LMND,2026-02-19,DT,OK,15.322162540561468,9.764157710924914,False,-16.540751933161502,2.701426868739043,False
WK,2026-02-20,DT,OK,-24.39277227564869,0.2334512418762147,False,-26.642618583704913,-8.953962257346127,True
INDI,2026-02-20,DT,OK,-13.023633228522158,5.618233313023513,False,-14.121181772658975,1.5071034640506076,False
TNDM,2026-02-20,DT SW,OK,5.385200833635628,1.1511702364935372,False,-11.17591198165967,0.05758654778245109,False
AXTI,2026-02-20,UT,OK,202.71630993776574,33.9541022693405,False,24.518868713915154,29.20611109984932,False
AMN,2026-02-20,DT SW,OK,-9.905917377261153,0.09080211141003769,False,-2.2834458657075785,7.164153779027482,False
IBRX,2026-02-23,DT,OK,191.7602870652939,15.495821753991844,False,100.05058750488631,68.56201550387595,False
VIR,2026-02-24,UDS,OK,30.29715818916763,3.1292246341099395,False,9.852741143769572,9.880755109334904,False
OPEN,2026-02-20,DT,OK,-0.009762487705489153,10.005879417650231,False,-21.68948618198352,-13.651796532402505,True
ETSY,2026-02-19,DT,OK,-24.251315391814575,1.6499173861420857,False,-21.035271509597685,-1.392905374352127,True
SGHC,2026-02-24,DT U,OK,-11.789128826895245,1.474359859839125,False,-6.2915758826138095,-8.21845081140392,True
RNG,2026-02-20,U,OK,4.045526555682422,1.3456060160302874,False,3.645032514705693,-0.4598524259848191,True
CLVT,2026-02-24,DT,OK,-54.947103071910334,-3.843476018566272,True,-41.344878150967126,-16.202457577530705,True
CCC,2026-02-25,DT,insufficient_history,,,,,,
BEAM,2026-02-24,SW,OK,24.294181909120027,4.453289155605056,False,-0.7027566989712741,5.755865029264906,False
CAVA,2026-02-25,DT U,OK,-1.7683863718849002,-3.431903734883368,True,6.343266024424432,11.099532640251475,False
FWRD,2026-02-24,UTU,OK,1.6180299648577812,5.6107141227276225,False,-6.6469719350073735,8.779484542708381,False
IOVA,2026-02-24,DT SW,OK,25.071678189273715,-2.647960312193909,True,12.233009708737864,5.046301962224131,False
ECG,2026-02-25,UT,OK,30.385632932100236,7.748654396424759,False,12.311718096617597,3.5784453811530836,False
CRCL,2026-02-25,DT,insufficient_history,,,,,,
RXRX,2026-02-25,DT,OK,-27.57897328320622,-2.93334262656636,True,-16.627302786962684,-5.169324493818317,True
AXON,2026-02-25,DT SW,OK,-34.22811789205955,-1.9247910146827696,True,-18.108176931196862,-6.080414028237813,True
CBZ,2026-02-26,DT,OK,-52.560853139495954,-6.474009873816488,True,-37.40908486024881,-13.920905650837767,True
TARS,2026-02-24,UTU,OK,16.628923017620444,2.861325772317058,False,-4.481242141904184,-6.825762226314702,True
JOBY,2026-02-26,DT,OK,-27.210463310589684,3.1426081239153136,False,-23.463025314877186,-11.191095852483512,True
BLMN,2026-02-25,DT SW,OK,-21.951349231147653,-1.8008519527998534,True,-13.578611074304714,-1.205783104491509,True
ACHC,2026-02-25,DT SW,OK,-13.781740258077303,-4.233599984611647,True,19.479218131336708,-1.7589554279464181,True
SDGR,2026-02-26,DT,OK,-38.42541256278129,-6.08364320238175,True,-24.89529895489898,-10.768199734202655,True
IONQ,2026-02-26,DT,OK,-29.247493699361872,1.6578838614079716,False,-22.143724677588338,-11.084823029458645,True
CHYM,2026-02-26,DT,insufficient_history,,,,,,
SNOW,2026-02-26,DT,OK,-22.543250995388565,1.0251777476518509,False,-16.125879089613093,-11.59185047161464,True
LB,2026-02-26,DT U,OK,9.462568382756164,-1.7322834645669305,True,16.521200558134264,0.5475902450197578,False
RXT,2026-02-26,DT,OK,12.301834055323212,-4.6774833667762135,True,50.94018967032427,-11.526903163646661,True
PENN,2026-02-26,DT,OK,-23.120781298854187,-1.3594499307575392,True,-9.022316375983063,-3.6973897490358065,True
BFLY,2026-02-26,U,OK,23.11358220810167,4.249901670565337,False,-17.311283008802334,7.022552098201507,False
VECO,2026-02-26,UDS,OK,7.2483046967295905,4.712786663365209,False,-8.441052895720592,1.458367333616195,False
SEZL,2026-02-26,DT SW,OK,-32.23730254253496,1.7403395740227756,False,-7.791351058441021,2.3940268442208756,False
MNKD,2026-02-26,DT,OK,-29.017603634298684,1.7961104917626702,False,-38.45396356474644,1.6044309451492378,False
PHAT,2026-02-26,DT U,OK,6.442262416463995,8.266354866997938,False,-14.616989278610582,-5.65947681222908,True
IBP,2026-02-26,UDS,OK,22.941806018973132,6.665137603677795,False,1.5897509000661447,8.098659437542155,False
MARA,2026-02-27,DT,OK,-41.69719801563482,-3.6062924307598054,True,-10.200958564915686,-12.730695750561093,True
QBTS,2026-02-26,UDS,OK,-11.605142646357603,6.139481807395453,False,-19.597702090050596,-6.379620762306049,True
RLAY,2026-02-27,UT,OK,63.14390414405109,11.378525413726258,False,10.000960707080386,6.797311855537913,False
CAI,2026-02-27,DT,insufficient_history,,,,,,
BWIN,2026-02-27,DT,OK,-38.54728643395621,-7.189044003050715,True,-16.991398351500354,-12.250043333701012,True
REAL,2026-02-27,DT U,OK,21.994747038131955,6.969598028321844,False,-14.851212975053263,-4.069039174061507,True
AAOI,2026-02-27,UT,OK,85.28024542989485,13.378589209994773,False,33.362809436989885,26.525763313795416,False
NIQ,2026-02-27,DT U,insufficient_history,,,,,,
VG,2026-03-02,U,OK,-14.191974425843345,0.6923762817654833,False,15.165200855716643,14.243041412084189,False
XERS,2026-03-02,DT,OK,-10.27116581507357,3.745645924280905,False,-15.11082753072378,-0.33730542729960566,True
KOS,2026-03-02,U,OK,43.89328923076068,0.38436371222194676,False,71.72480988663214,22.25582120376062,False
ASTH,2026-03-02,SW,OK,-21.477292917120504,-4.189883922202798,True,-13.271618105029647,-3.480960537584843,True
GLDG,2026-03-02,DT SW,OK,45.460051438417025,6.869302928954757,False,12.278397898883764,4.889807162534443,False
OUST,2026-03-03,UDS,OK,-17.089578057603305,4.742677882584512,False,-8.965033581787607,-6.443418208124085,True
TREE,2026-03-03,DT U,OK,-27.827485890359537,-0.7274856987455669,True,-26.27639125474689,-9.094589843125721,True
PDYN,2026-03-05,DT SW,OK,-0.35873537399000455,1.1263002291929558,False,16.744968024763107,12.100822574110959,False
PLUG,2026-03-03,UDS,OK,-7.966678853030906,5.730541491092334,False,-14.630695217432322,-3.359314462828733,True
BW,2026-03-04,UDS,OK,97.0365460223247,27.33679688945918,False,-1.839598633025541,18.987743330930094,False
ANAB,2026-03-04,UT,OK,57.70561171373876,10.774599216951962,False,6.074113338473408,9.071079896720956,False
CBRL,2026-03-05,DT SW,OK,-30.40691612521983,-3.0041009604547586,True,0.12261914493583159,6.592288200870633,False
DNTH,2026-03-09,UT,OK,92.11191992586608,10.555504883022437,False,34.946062969310155,8.958798457479155,False
AMPX,2026-03-05,UTU,OK,40.07165418484995,10.606752669588282,False,18.943816817044514,0.677467987252145,False
IOT,2026-03-06,DT U,OK,-19.85922533293778,-3.739196428105729,True,-3.55018781302171,-14.086258866241597,True
BBW,2026-03-12,DT,OK,-21.992010862643863,1.8232060848418552,False,-23.392367068406084,-3.826619638615858,True
UMAC,2026-03-09,SW,OK,44.9939622574987,7.483373439187546,False,14.686894320732868,11.851586138057947,False
TSSI,2026-03-11,DT SW,OK,-27.905709802539935,0.11022009728762772,False,19.900173611111093,2.8915931673551443,False
SERV,2026-03-11,DT SW,OK,-15.68649676086179,1.745195666396815,False,-14.021516848937477,-5.333860799447843,True
EQPT,2026-03-19,DT,insufficient_history,,,,,,
CTMX,2026-03-16,UDS,OK,34.31679246907555,11.512462380986154,False,-8.98129059862307,9.348815448088143,False
TRVI,2026-03-18,UDS,OK,16.53731094581119,5.676402936288705,False,-0.08393306784291177,-4.08680609081411,True
SLS,2026-03-20,CPH,OK,105.79999802115383,15.783986894410651,False,17.46899496238734,26.91590928639007,False
FLY,2026-03-20,DT SW,insufficient_history,,,,,,
YSS,2026-03-20,DT,insufficient_history,,,,,,
PL,2026-03-20,UDS,OK,91.29589487240435,17.953750355702102,False,8.579207242909748,12.370340870005991,False
UAMY,2026-03-20,DT SW,OK,41.859433029422966,11.597980693202658,False,3.1733448096219474,20.559803386127818,False
PGEN,2026-03-26,UDS,OK,-9.628236803171763,6.384908820245627,False,-24.166442427652346,-7.37316747105341,True
NAVN,2026-03-26,DT,insufficient_history,,,,,,
BRZE,2026-03-25,DT SW,OK,-32.71763623091816,-5.889411673758815,True,-11.347256045064324,-22.53708989607588,True
LGN,2026-03-27,UT,insufficient_history,,,,,,
RZLV,2026-03-30,DT SW,OK,-30.814378451139458,1.5014507657839848,False,-11.827639636980724,-5.580326041521566,True
AGX,2026-03-27,UT,OK,34.20172755530413,8.949354306329727,False,-0.5967341242689495,14.70311859104758,False
SGML,2026-03-30,UDS,OK,19.22367832402969,7.013542235246395,False,-15.621344734400843,-6.900332699976708,True
PLAY,2026-04-01,DT,OK,-46.80746561886051,-4.906582159942352,True,-30.61028351753964,-10.22691323229128,True
ANNX,2026-03-31,UDS,OK,28.73587084885212,9.185328978597118,False,-12.108163663104909,0.8921228590839103,False
NCNO,2026-04-01,DT,OK,-39.32305511252879,-4.292992679931896,True,-14.173417823052848,-18.556263269639082,True
AEHR,2026-04-08,UT,OK,94.93253006907013,12.277473314219822,False,44.20469318119857,18.919610680353816,False
LAES,2026-04-01,DT,OK,-35.668422280333445,-0.4235967212513625,True,-31.332721792687725,-8.474860871233892,True
MXL,2026-04-24,UT,OK,98.49319037960014,5.480331326221832,False,75.6500333350428,8.618634343074238,False
GSHD,2026-04-23,DT SW,OK,-34.15644993766676,-8.050146592411334,True,-0.4905610122978743,-17.087912187369326,True
BBNX,2026-04-22,DT,OK,-36.227025552068916,-3.0840138774328008,True,5.022596548890723,-14.573386076643546,True
AXGN,2026-04-28,UT,OK,56.25976251610352,10.763973183439468,False,18.68890790536224,1.676450043504385,False
CVLT,2026-04-28,DT SW,OK,-33.78560984775222,-6.305991639377117,True,3.779299075952225,-5.4286938586110445,True
SEI,2026-04-28,UT,OK,51.568963019791106,7.685046211724678,False,21.845608175714347,6.400928053803656,False
FICO,2026-04-29,DT SW,OK,-31.705437882699606,-4.818421850811516,True,-13.138033592930698,-12.427504692002023,True
NEO,2026-04-29,DT SW,OK,-3.86869871043376,0.9445735433341929,False,5.241051010407416,-15.585234211874088,True
PRCH,2026-04-29,DT SW,OK,-24.7692280744776,-3.495664226913897,True,12.32575777388394,-1.1274015462984566,True
CLVT,2026-04-29,DT SW,OK,-24.4180794362974,-5.211930926216635,True,3.864934205081516,0.3571428571428559,False
COCO,2026-04-29,DT SW,OK,10.59528775820695,2.8668995750578574,False,-1.1782810418485057,-4.733980285110995,True
CWH,2026-04-30,DT SW,OK,-44.372200549053616,-8.241663137348754,True,-7.91187179419034,-25.053281545662777,True
BE,2026-04-29,UT,OK,104.94708604301017,17.621332083850284,False,35.14772099043451,10.220113577289824,False
FTAI,2026-04-30,DT,OK,6.399191683678218,6.718495977600569,False,-16.865261335500215,-4.786120340157152,True
FMC,2026-04-30,DT SW,OK,-35.93135689951501,-10.217936309433828,True,-4.712968142260598,2.830504166833858,False
PRCT,2026-04-30,DT,OK,-35.461671263276095,-9.238342629460572,True,-14.15850823224255,-7.360385638200451,True
CCC,2026-04-30,DT,insufficient_history,,,,,,
TTMI,2026-04-30,UT,OK,83.61830894882193,11.984267923836978,False,27.448399618859764,9.742323200677049,False
FORM,2026-04-30,UT,OK,111.91794102010823,17.245463095196612,False,24.78891861880499,20.765865841155893,False
VISN,2026-04-30,DT U,insufficient_history,,,,,,
VIAV,2026-04-30,UT,OK,122.25747794144564,18.565710994903807,False,28.079261174233384,25.815539581585824,False
BAND,2026-04-30,UT,OK,55.07924581502315,3.6309180893434823,False,37.52344149570948,18.961344492367594,False
TEAM,2026-05-01,DT SW,OK,-49.17386221959573,-9.072640348427342,True,-3.6746593714627407,-18.633117365420006,True
