ticker,chart_symbol,former_symbols,windows,n_windows,start,end,days,mktcap_bucket,best_rank,num_flagpoles,hh_dates,resistances,latest_resistance,is_valid_flag,notes
SEDG,SEDG,,1M+3M+6M,3,2022-11-17,2022-11-21,4,large_plus,1.0,2.0,2022-11-23; 2022-12-14,311.48; 341.675,341.675,,
SEDG,SEDG,,3M+6M,2,2023-02-03,2023-03-16,41,large_plus,1.0,3.0,2023-02-02; 2023-02-15; 2023-04-18,338.35; 345.8; 322.19,322.19,,
SEDG,SEDG,,3M,1,2025-02-25,2025-04-01,35,small,15.0,2.0,2025-03-24; 2025-05-12,17.97; 21.35,21.35,,
SEDG,SEDG,,1M+3M+6M,3,2025-08-25,2025-09-09,15,mid,9.0,4.0,2025-08-29; 2025-09-23; 2025-09-29; 2025-10-09,34.67; 39.068; 40.5; 41.92,41.92,,
SEDG,SEDG,,6M,1,2025-10-31,2025-11-12,12,mid,11.0,2.0,2025-11-10; 2025-12-22,48.5999; 31.94,31.94,,
SEDG,SEDG,,1M+3M,2,2026-03-20,2026-04-01,12,mid,9.0,3.0,2026-03-20; 2026-04-01; 2026-04-27,53.28; 53.75; 48.95,48.95,,
SEDG,SEDG,,1M,1,2026-05-21,2026-06-12,22,mid,6.0,2.0,2026-05-29; 2026-07-15,81.25; 58.05,58.05,,
SEED,SEED,,1M,1,2007-10-12,2007-10-24,12,small,12.0,2.0,2007-10-11; 2007-12-05,149.9; 77.2,77.2,,
SEED,SEED,,1M+3M+6M,3,2008-01-07,2008-02-27,51,small,1.0,4.0,2008-01-14; 2008-02-04; 2008-02-26; 2008-03-25,120.9; 89.5; 103.5; 70.7,70.7,,
SEED,SEED,,1M+3M+6M,3,2009-11-23,2010-01-25,63,small,1.0,5.0,2009-11-24; 2009-12-01; 2010-01-06; 2010-01-12; 2010-03-08,120.4; 145.7; 136.0; 150.2; 119.5,119.5,,
SEED,SEED,,6M,1,2010-03-18,2010-03-25,7,small,4.0,1.0,2010-04-09,108.3,108.3,,
SEED,SEED,,1M,1,2021-07-30,2021-08-10,11,small,6.0,1.0,2021-08-09,14.35,14.35,,
SEELQ,SEELQ,SEEL,1M+3M+6M,3,2021-03-16,2021-05-11,56,small,1.0,3.0,2021-03-12; 2021-04-07; 2021-04-27,22617.6; 23654.4; 25344.0,25344.0,,
SEER,SEER,,1M,1,2021-04-16,2021-04-26,10,mid,12.0,1.0,2021-06-04,35.78,35.78,,
SEER,SEER,,1M+3M,2,2021-08-30,2021-09-15,16,mid,3.0,2.0,2021-09-07; 2021-10-21,45.85; 35.81,35.81,,
SEI,SEI,,1M+3M+6M,3,2024-12-06,2025-03-07,91,small,4.0,5.0,2024-12-05; 2024-12-11; 2025-01-06; 2025-01-24; 2025-02-21,29.19; 32.61; 32.09; 36.52; 39.025,39.025,,
SEI,SEI,,3M,1,2025-07-08,2025-07-09,1,mid,16.0,2.0,2025-07-08; 2025-07-24,33.16; 36.4,36.4,,
SEI,SEI,,1M,1,2025-10-03,2025-10-24,21,mid,14.0,3.0,2025-10-16; 2025-11-03; 2025-12-04,56.14; 57.165; 56.51,56.51,,
SEI,SEI,,3M+6M,2,2025-11-03,2025-11-13,10,mid,10.0,2.0,2025-11-03; 2025-12-04,57.165; 56.51,56.51,,
SEMG.1^19,SEMG,,1M+3M+6M,3,2016-04-12,2016-07-07,86,small,5.0,5.0,2016-04-13; 2016-04-22; 2016-04-28; 2016-06-08; 2016-07-01,26.42; 29.96; 32.33; 35.835; 34.28,34.28,,
SEND^19,SEND,,1M+3M+6M,3,2018-08-15,2018-08-17,2,small,11.0,2.0,2018-08-13; 2018-09-11,33.85; 38.66,38.66,,
SEND^19,SEND,,1M+3M+6M,3,2018-11-08,2019-01-23,76,small,1.0,4.0,2018-11-08; 2018-12-03; 2018-12-12; 2019-01-18,47.72; 47.12; 48.41; 51.07,51.07,,
SENS,SENS,,1M+6M,2,2018-06-26,2018-07-06,10,small,7.0,2.0,2018-06-22; 2018-08-08,105.8; 86.2,86.2,,
SENS,SENS,,1M+3M+6M,3,2021-01-19,2021-03-03,43,small,2.0,2.0,2021-01-20; 2021-02-17,78.0; 111.2,111.2,,
SENS,SENS,,1M+6M,2,2021-06-07,2021-07-06,29,small,3.0,1.0,2021-06-14,91.6,91.6,,
SENS,SENS,,3M,1,2021-08-25,2021-09-01,7,small,11.0,2.0,2021-08-27; 2021-09-02,81.8; 83.4,83.4,,
SENS,SENS,,6M,1,2021-11-10,2021-11-16,6,small,12.0,1.0,2021-11-10,85.6,85.6,,
SENS,SENS,,1M+6M,2,2022-02-08,2022-02-10,2,small,6.0,1.0,2022-02-10,77.8,77.8,,
SENS,SENS,,1M+3M+6M,3,2025-01-27,2025-02-21,25,small,2.0,3.0,2025-01-27; 2025-02-13; 2025-03-24,24.0; 28.0; 15.6,15.6,,
SEPN,SEPN,,1M,1,2025-05-14,2025-05-15,1,small,13.0,2.0,2025-05-14; 2025-06-23,11.36; 11.35,11.35,,
SEPN,SEPN,,3M,1,2026-08-11,2026-08-13,2,small,8.0,1.0,2026-08-12,51.1,51.1,,
SEPR^09,SEPR,,1M+6M,2,2009-01-27,2009-02-26,30,small,5.0,2.0,2009-02-13; 2009-04-02,17.49; 15.3,15.3,,
SEP^18,SEP,,1M+3M+6M,3,2016-01-11,2016-02-29,49,large_plus,1.0,4.0,2016-02-08; 2016-02-17; 2016-02-23; 2016-03-18,47.0499; 48.05; 49.6999; 50.48,50.48,,
SER,SER,,1M,1,2020-10-12,2020-10-29,17,small,4.0,1.0,2020-10-28,69.9883,69.9883,,
SERA,SERA,,1M+3M+6M,3,2023-12-06,2024-01-09,34,small,1.0,2.0,2023-12-06; 2024-02-16,9.86; 9.97,9.97,,
SERV,SERV,,1M+3M,2,2024-07-22,2024-08-15,24,small,1.0,1.0,2024-07-30,24.09,24.09,,
SERV,SERV,,3M,1,2024-10-16,2024-10-17,1,small,3.0,1.0,2024-10-28,12.84,12.84,,
SERV,SERV,,1M+3M+6M,3,2024-10-18,2025-02-13,118,small,1.0,6.0,2024-10-28; 2024-12-11; 2024-12-17; 2024-12-27; 2025-01-06; 2025-02-13,12.84; 14.99; 17.6; 18.428; 24.35; 23.1,23.1,,
SERV,SERV,,1M,1,2025-05-15,2025-06-06,22,small,10.0,3.0,2025-05-16; 2025-05-29; 2025-07-17,10.87; 14.27; 12.4,12.4,,
SES,SES,,1M,1,2024-12-30,2025-01-17,18,small,4.0,1.0,2025-01-06,2.53,2.53,,
SES,SES,,1M+6M,2,2025-04-28,2025-05-02,4,small,5.0,2.0,2025-04-25; 2025-05-20,1.25; 1.02,1.02,,
SES,SES,,3M+6M,2,2025-06-09,2025-06-13,4,small,10.0,1.0,2025-07-21,1.3,1.3,,
SES,SES,,1M+3M+6M,3,2025-10-06,2025-10-17,11,small,8.0,2.0,2025-10-15; 2025-11-06,3.73; 2.62,2.62,,
SEZL,SEZL,,1M+3M+6M,3,2024-08-29,2024-12-06,99,small,1.0,7.0,2024-08-29; 2024-09-13; 2024-09-25; 2024-10-18; 2024-10-30; 2024-11-08; 2024-11-22,23.3933; 25.795; 30.863; 38.67; 39.3267; 75.6933; 79.5875,79.5875,,
SEZL,SEZL,,6M,1,2025-02-26,2025-03-04,6,small,9.0,1.0,2025-03-25,43.8325,43.8325,,
SEZL,SEZL,,1M+3M+6M,3,2025-04-29,2025-07-15,77,small,1.0,7.0,2025-05-05; 2025-05-29; 2025-06-09; 2025-06-17; 2025-07-08; 2025-07-25; 2025-07-31,56.9078; 115.84; 134.99; 152.1; 186.74; 156.86; 160.48,160.48,,
SEZL,SEZL,,1M,1,2025-12-17,2025-12-19,2,mid,11.0,2.0,2026-01-12; 2026-01-29,81.3516; 71.46,71.46,,
SEZL,SEZL,,1M+3M+6M,3,2026-05-12,2026-07-23,72,mid,1.0,4.0,2026-06-01; 2026-06-18; 2026-07-06; 2026-07-16,123.045; 164.38; 185.0; 195.71,195.71,,
SF,SF,,3M+6M,2,2008-07-29,2008-08-11,13,small,10.0,4.0,2008-08-11; 2008-09-02; 2008-09-08; 2008-09-19,13.0697; 12.4059; 12.803; 17.9585,17.9585,,
SF,SF,,1M+3M+6M,3,2008-09-19,2008-10-09,20,small,2.0,1.0,2008-10-20,14.0741,14.0741,,
SF,SF,,6M,1,2008-12-19,2009-01-08,20,small,10.0,3.0,2008-12-19; 2009-01-06; 2009-02-09,14.1185; 14.3437; 11.8341,11.8341,,
SFD.4^13,SFD,,1M,1,2008-12-22,2009-01-16,25,small,2.0,2.0,2009-01-06; 2009-01-28,15.15; 13.38,13.38,,
SFD.4^13,SFD,,1M,1,2009-04-08,2009-04-09,1,small,16.0,3.0,2009-04-13; 2009-05-05; 2009-05-20,11.828; 12.84; 13.76,13.76,,
SFIX,SFIX,,1M+3M+6M,3,2018-03-14,2018-09-27,197,mid,1.0,9.0,2018-04-13; 2018-05-10; 2018-06-11; 2018-06-22; 2018-07-10; 2018-07-18; 2018-09-10; 2018-09-18; 2018-11-07,23.99; 24.79; 25.75; 30.82; 34.71; 35.45; 46.71; 52.4447; 28.76,28.76,,
SFIX,SFIX,,6M,1,2018-12-06,2018-12-07,1,mid,11.0,1.0,2018-12-07,28.9,28.9,,
SFIX,SFIX,,1M+3M+6M,3,2019-03-11,2019-03-28,17,mid,8.0,2.0,2019-03-12; 2019-05-03,37.72; 27.83,27.83,,
SFIX,SFIX,,1M+3M+6M,3,2019-06-17,2019-06-21,4,mid,3.0,2.0,2019-06-20; 2019-07-01,32.0; 32.34,32.34,,
SFIX,SFIX,,1M+3M+6M,3,2019-10-11,2019-10-23,12,small,1.0,4.0,2019-10-11; 2019-10-18; 2019-10-28; 2019-11-27,22.2; 23.67; 24.45; 24.15,24.15,,
SFIX,SFIX,,1M,1,2020-06-02,2020-06-04,2,mid,9.0,2.0,2020-06-05; 2020-07-07,26.17; 30.44,30.44,,
SFIX,SFIX,,1M+3M+6M,3,2020-09-09,2021-01-05,118,mid,2.0,7.0,2020-09-08; 2020-09-22; 2020-10-21; 2020-10-29; 2020-11-30; 2020-12-22; 2021-01-27,29.76; 31.6; 36.29; 39.18; 42.38; 72.24; 113.7594,113.7594,,
SFIX,SFIX,,1M,1,2021-06-10,2021-06-11,1,mid,13.0,1.0,2021-06-08,69.2,69.2,,
SFIX,SFIX,,1M,1,2023-01-24,2023-02-03,10,small,15.0,3.0,2023-01-23; 2023-02-02; 2023-03-09,4.895; 6.03; 5.26,5.26,,
SFIX,SFIX,,1M+3M+6M,3,2023-03-03,2023-03-31,28,small,7.0,2.0,2023-03-09; 2023-03-22,5.26; 5.48,5.48,,
SFIX,SFIX,,3M,1,2024-07-05,2024-07-18,13,small,7.0,1.0,2024-07-16,5.045,5.045,,
SFLY^19,SFLY,,3M+6M,2,2007-08-21,2007-09-10,20,small,9.0,3.0,2007-08-31; 2007-09-20; 2007-10-05,28.7; 33.55; 36.45,36.45,,
SFLY^19,SFLY,,1M+3M+6M,3,2011-05-11,2011-06-09,29,small,3.0,3.0,2011-05-19; 2011-06-01; 2011-07-13,59.48; 62.75; 64.45,64.45,,
SFLY^19,SFLY,,1M,1,2011-09-19,2011-09-21,2,small,12.0,1.0,2011-10-24,49.53,49.53,,
SFLY^19,SFLY,,1M,1,2012-02-15,2012-03-06,20,small,13.0,2.0,2012-03-02; 2012-03-13,32.5; 33.91,33.91,,
SFLY^19,SFLY,,1M+3M+6M,3,2012-08-02,2012-08-03,1,small,5.0,1.0,2012-09-10,32.31,32.31,,
SFM,SFM,,1M+3M+6M,3,2020-03-10,2020-04-09,30,mid,4.0,3.0,2020-03-17; 2020-04-27; 2020-05-12,20.41; 22.01; 26.835,26.835,,
SFSF^12,SFSF,,1M+3M+6M,3,2010-05-26,2010-05-28,2,small,9.0,1.0,2010-06-15,23.45,23.45,,
SFSF^12,SFSF,,1M+3M+6M,3,2011-10-12,2011-11-22,41,small,6.0,4.0,2011-10-18; 2011-10-27; 2011-12-12; 2012-01-03,27.5; 27.75; 39.92; 39.93,39.93,,
SFUNY,SFUNY,,1M+3M+6M,3,2013-05-09,2013-05-13,4,small,6.0,2.0,2013-05-08; 2013-05-28,273.1; 278.0,278.0,,
SFUNY,SFUNY,,1M+3M+6M,3,2013-07-29,2014-01-28,183,mid,1.0,10.0,2013-07-26; 2013-08-12; 2013-09-10; 2013-10-03; 2013-10-18; 2013-11-18; 2013-12-03; 2014-01-07; 2014-01-22; 2014-03-06,364.3; 421.5; 537.7; 536.4; 595.0; 716.2; 774.5; 934.9; 953.9; 997.2,997.2,,
SFUNY,SFUNY,,1M+3M+6M,3,2014-03-12,2014-03-21,9,mid,7.0,1.0,2014-04-22,732.0,732.0,,
SFUNY,SFUNY,,1M+3M+6M,3,2014-07-24,2014-08-26,33,mid,1.0,3.0,2014-07-24; 2014-08-12; 2014-09-05,635.0; 639.5; 632.0,632.0,,
SFUNY,SFUNY,,1M+3M+6M,3,2015-04-14,2015-06-30,77,mid,1.0,3.0,2015-04-24; 2015-06-12; 2015-08-07,435.5; 500.5; 393.0,393.0,,
SFUNY,SFUNY,,1M+3M+6M,3,2015-10-07,2015-11-18,42,mid,2.0,5.0,2015-10-12; 2015-11-04; 2015-11-13; 2015-12-02; 2015-12-29,386.5; 390.0; 408.5; 369.5; 376.0,376.0,,
SFUNY,SFUNY,,1M,1,2017-01-12,2017-01-19,7,small,3.0,1.0,2017-01-11,197.5,197.5,,
SFUNY,SFUNY,,3M+6M,2,2017-09-18,2017-09-29,11,small,9.0,2.0,2017-10-17; 2017-11-08,229.5; 251.5,251.5,,
SFUNY,SFUNY,,1M+3M+6M,3,2017-11-17,2017-11-22,5,small,4.0,2.0,2017-11-17; 2017-12-29,263.5; 279.0,279.0,,
SG,SG,,1M,1,2022-03-18,2022-04-01,14,mid,6.0,1.0,2022-03-18,40.1,40.1,,
SG,SG,,3M,1,2022-10-07,2022-10-13,6,small,13.0,2.0,2022-10-06; 2022-10-18,19.9; 20.0,20.0,,
SG,SG,,3M,1,2023-06-13,2023-06-23,10,small,15.0,2.0,2023-07-13; 2023-07-27,16.05; 16.58,16.58,,
SG,SG,,1M+3M+6M,3,2024-03-15,2024-06-21,98,mid,1.0,3.0,2024-04-01; 2024-05-10; 2024-06-07,26.45; 34.45; 36.72,36.72,,
SG,SG,,1M+3M+6M,3,2024-08-15,2024-11-05,82,mid,3.0,6.0,2024-08-16; 2024-08-23; 2024-10-11; 2024-10-28; 2024-11-07; 2024-11-25,37.88; 38.53; 39.75; 40.2; 42.77; 45.12,45.12,,
SG,SG,,1M,1,2026-09-09,2026-09-14,5,small,12.0,1.0,2026-09-08,7.36,7.36,,
SGEN^23,SGEN,,1M+3M+6M,3,2010-05-21,2010-06-07,17,small,5.0,1.0,2010-06-16,13.68,13.68,,
SGEN^23,SGEN,,1M+3M+6M,3,2011-09-09,2011-10-19,40,small,1.0,3.0,2011-09-21; 2011-10-07; 2011-11-03,20.57; 22.37; 22.4,22.4,,
SGEN^23,SGEN,,1M+3M+6M,3,2015-11-11,2015-11-24,13,mid,6.0,2.0,2015-11-11; 2015-12-30,46.74; 45.68,45.68,,
SGEN^23,SGEN,,1M+3M+6M,3,2016-04-04,2016-04-12,8,mid,8.0,3.0,2016-04-06; 2016-04-25; 2016-05-25,37.96; 40.05; 41.53,41.53,,
SGEN^23,SGEN,,1M+3M+6M,3,2016-11-14,2016-12-01,17,mid,1.0,2.0,2016-11-10; 2016-12-09,75.36; 68.8,68.8,,
SGFY^23,SGFY,,1M,1,2022-03-22,2022-03-24,2,mid,14.0,2.0,2022-03-18; 2022-04-01,18.7; 19.0,19.0,,
SGFY^23,SGFY,,1M+6M,2,2022-06-27,2022-08-04,38,mid,7.0,5.0,2022-06-27; 2022-07-08; 2022-07-18; 2022-08-11; 2022-08-22,15.49; 16.63; 17.16; 23.5; 29.88,29.88,,
SGI,SGI,,1M+3M+6M,3,2007-08-08,2007-08-09,1,mid,4.0,1.0,2007-09-19,9.08,9.08,,
SGI,SGI,,1M+3M,2,2008-08-29,2008-09-30,32,small,12.0,2.0,2008-09-02; 2008-09-23,2.9925; 3.875,3.875,,
SGI,SGI,,3M,1,2009-04-23,2009-04-24,1,small,7.0,2.0,2009-05-07; 2009-05-20,3.685; 5.25,5.25,,
SGI,SGI,,1M+3M+6M,3,2009-06-25,2009-07-21,26,small,11.0,4.0,2009-07-17; 2009-08-04; 2009-08-12; 2009-08-21,5.09; 5.33; 5.5099; 5.95,5.95,,
SGI,SGI,,1M,1,2009-10-05,2009-11-02,28,small,7.0,2.0,2009-11-17; 2009-12-07,6.5899; 6.65,6.65,,
SGI,SGI,,1M+3M+6M,3,2012-07-30,2012-08-08,9,small,2.0,3.0,2012-08-13; 2012-08-17; 2012-09-14,9.27; 9.4; 9.8,9.8,,
SGI,SGI,,1M+3M+6M,3,2025-04-23,2025-04-25,2,large_plus,7.0,3.0,2025-04-23; 2025-05-16; 2025-05-29,64.45; 66.84; 66.87,66.87,,
SGI.1^16,SGI,TPX,1M+3M+6M,3,2006-01-12,2006-04-19,97,small,2.0,3.0,2006-03-24; 2006-04-06; 2006-04-21,3.6325; 4.0; 4.0225,4.0225,,
SGI.1^16,SGI,TPX,1M+3M+6M,3,2011-03-15,2011-05-12,58,small,1.0,4.0,2011-03-31; 2011-04-21; 2011-05-09; 2011-06-22,21.72; 19.0; 22.95; 16.65,16.65,,
SGI.1^16,SGI,TPX,1M,1,2011-09-12,2011-09-14,2,small,8.0,1.0,2011-09-20,16.47,16.47,,
SGLY,SGLY,,1M,1,2021-02-19,2021-02-24,5,small,13.0,1.0,2021-03-18,11.46,11.46,,
SGLY,SGLY,,1M+3M+6M,3,2022-04-06,2022-04-18,12,small,1.0,3.0,2022-04-07; 2022-05-04; 2022-05-17,2780.4; 956.2; 697.2,697.2,,
SGMA^25,SGMA,,1M+3M+6M,3,2021-12-14,2021-12-17,3,small,1.0,1.0,2021-12-13,17.3,17.3,,
SGML,SGML,,1M+3M+6M,3,2022-08-31,2022-11-10,71,mid,1.0,4.0,2022-09-15; 2022-10-04; 2022-10-31; 2022-12-09,29.5; 30.49; 39.93; 38.19,38.19,,
SGML,SGML,,1M+3M+6M,3,2023-02-07,2023-04-21,73,mid,4.0,3.0,2023-02-28; 2023-04-03; 2023-05-17,38.0; 40.3; 42.79,42.79,,
SGML,SGML,,1M+3M+6M,3,2023-09-28,2023-09-29,1,mid,3.0,1.0,2023-10-16,29.57,29.57,,
SGML,SGML,,1M+3M+6M,3,2025-11-24,2026-01-15,52,small,2.0,6.0,2025-11-20; 2025-12-10; 2025-12-26; 2026-01-06; 2026-01-14; 2026-02-11,11.715; 12.36; 14.63; 16.6; 16.87; 13.7499,13.7499,,
SGML,SGML,,1M+3M+6M,3,2026-04-16,2026-05-14,28,small,3.0,3.0,2026-04-21; 2026-05-07; 2026-05-29,22.3187; 24.48; 17.57,17.57,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2007-11-05,2007-11-14,9,small,1.0,1.0,2007-12-06,16.19,16.19,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2014-01-13,2014-03-26,72,small,5.0,4.0,2014-01-16; 2014-01-30; 2014-02-25; 2014-03-19,20.33; 20.74; 20.88; 24.69,24.69,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2014-06-11,2014-06-27,16,small,6.0,2.0,2014-06-12; 2014-06-17,16.81; 16.96,16.96,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2014-12-16,2015-01-12,27,small,4.0,3.0,2014-12-12; 2015-01-12; 2015-02-23,16.93; 16.43; 17.7955,17.7955,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2015-02-26,2015-03-23,25,small,5.0,3.0,2015-03-05; 2015-03-20; 2015-04-23,18.88; 19.25; 16.097,16.097,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2017-05-15,2017-10-19,157,small,1.0,6.0,2017-05-24; 2017-06-26; 2017-08-14; 2017-09-01; 2017-10-05; 2017-11-22,8.5; 9.65; 12.05; 15.05; 17.055; 15.65,15.65,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2017-12-01,2018-03-16,105,small,2.0,7.0,2017-12-04; 2018-01-03; 2018-01-16; 2018-01-29; 2018-02-08; 2018-02-22; 2018-04-16,18.4; 18.695; 19.5; 21.9; 22.85; 27.5; 20.55,20.55,,
SGMOQ,SGMOQ,SGMO,1M,1,2019-04-04,2019-04-22,18,small,9.0,1.0,2019-04-02,13.91,13.91,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2019-07-12,2019-07-25,13,small,3.0,1.0,2019-07-31,12.49,12.49,,
SGMOQ,SGMOQ,SGMO,1M,1,2020-12-24,2021-01-11,18,mid,7.0,2.0,2020-12-28; 2021-02-09,19.43; 15.4543,15.4543,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2024-08-12,2024-08-16,4,small,2.0,2.0,2024-09-10; 2024-09-20,0.928; 1.0,1.0,,
SGMOQ,SGMOQ,SGMO,1M+3M+6M,3,2024-10-29,2024-12-30,62,small,2.0,4.0,2024-10-29; 2024-11-08; 2024-12-17; 2025-02-06,2.3; 3.179; 2.84; 1.4,1.4,,
SGMT,SGMT,,1M+3M,2,2024-01-22,2024-02-05,14,small,2.0,1.0,2024-01-22,20.71,20.71,,
SGMT,SGMT,,1M+3M+6M,3,2025-06-13,2025-07-29,46,small,5.0,5.0,2025-06-13; 2025-06-24; 2025-07-25; 2025-08-13; 2025-08-27,9.6; 10.425; 11.41; 10.0624; 7.86,7.86,,
SGMT,SGMT,,1M,1,2026-04-27,2026-04-29,2,small,12.0,1.0,2026-04-27,9.3699,9.3699,,
SGMT,SGMT,,1M,1,2026-08-19,2026-09-02,14,small,7.0,1.0,2026-08-17,11.15,11.15,,
SGP.1^09,SGP,,1M+3M+6M,3,2008-11-24,2009-02-02,70,large_plus,3.0,5.0,2008-11-28; 2008-12-17; 2009-01-09; 2009-02-09; 2009-03-13,17.11; 17.94; 18.65; 20.15; 24.34,24.34,,
SGRY,SGRY,,1M+3M+6M,3,2021-03-31,2021-04-23,23,mid,4.0,4.0,2021-03-29; 2021-04-09; 2021-04-29; 2021-05-06,44.98; 47.015; 52.42; 52.71,52.71,,
SGRY,SGRY,,1M+3M+6M,3,2021-12-14,2022-01-11,28,mid,4.0,3.0,2022-01-04; 2022-02-03; 2022-02-10,56.68; 47.03; 52.16,52.16,,
SGRY,SGRY,,1M,1,2023-01-12,2023-01-23,11,mid,11.0,4.0,2023-01-18; 2023-01-23; 2023-02-03; 2023-03-01,33.58; 34.46; 36.32; 36.225,36.225,,
SGRY,SGRY,,1M,1,2024-07-25,2024-08-09,15,mid,7.0,2.0,2024-07-29; 2024-08-26,32.52; 33.97,33.97,,
SHAK,SHAK,,1M+3M,2,2015-04-27,2015-06-09,43,small,2.0,3.0,2015-04-27; 2015-05-06; 2015-05-22,71.67; 79.5; 96.749,96.749,,
SHAK,SHAK,,1M+3M+6M,3,2015-08-11,2015-08-18,7,small,7.0,2.0,2015-08-11; 2015-09-11,75.9; 56.69,56.69,,
SHAZ,SHAZ,,1M+3M+6M,3,2026-04-30,2026-07-09,70,small,1.0,5.0,2026-05-11; 2026-06-03; 2026-06-17; 2026-07-09; 2026-08-17,59.76; 86.94; 97.48; 84.585; 80.0,80.0,,
SHC,SHC,,1M+3M,2,2022-12-05,2023-01-31,57,mid,1.0,3.0,2022-12-13; 2023-01-11; 2023-02-02,9.3157; 18.67; 19.02,19.02,,
SHEN,SHEN,,1M+3M+6M,3,2020-04-07,2020-04-21,14,mid,2.0,3.0,2020-04-07; 2020-04-29; 2020-05-28,53.51; 59.93; 55.95,55.95,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2008-02-13,2008-02-14,1,large_plus,5.0,1.0,2008-03-24,112.8,112.8,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2008-08-05,2008-10-01,57,large_plus,1.0,3.0,2008-08-12; 2008-09-02; 2008-09-19,95.6; 95.96; 108.75,108.75,,
SHLDQ^22,SHLDQ,SHLD,1M,1,2009-01-26,2009-01-29,3,mid,14.0,2.0,2009-02-26; 2009-03-11,39.5; 40.19,40.19,,
SHLDQ^22,SHLDQ,SHLD,1M,1,2009-04-20,2009-04-21,1,mid,10.0,2.0,2009-04-17; 2009-05-06,63.57; 63.84,63.84,,
SHLDQ^22,SHLDQ,SHLD,1M,1,2009-06-10,2009-06-22,12,mid,4.0,1.0,2009-06-10,71.99,71.99,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2011-10-06,2011-10-20,14,mid,1.0,2.0,2011-10-20; 2011-10-27,76.83; 83.25,83.25,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2012-02-07,2012-03-28,50,mid,1.0,4.0,2012-02-17; 2012-02-27; 2012-03-09; 2012-03-16,56.74; 72.86; 81.5; 85.9,85.9,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2013-09-11,2013-10-15,34,mid,1.0,4.0,2013-09-17; 2013-10-01; 2013-11-15; 2013-11-25,63.9; 66.0; 65.7; 67.5,67.5,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2014-03-03,2014-05-14,72,mid,1.0,4.0,2014-03-04; 2014-03-11; 2014-03-20; 2014-04-02,48.09; 48.68; 49.71; 51.06,51.06,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2014-10-28,2014-11-28,31,mid,1.0,4.0,2014-10-24; 2014-11-07; 2014-11-25; 2014-12-23,40.78; 48.25; 40.33; 34.73,34.73,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2015-08-27,2015-09-11,15,mid,2.0,1.0,2015-08-27,28.31,28.31,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2016-06-23,2016-07-07,14,small,9.0,3.0,2016-07-12; 2016-07-25; 2016-08-15,14.89; 16.09; 18.1799,18.1799,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2017-03-13,2017-04-28,46,small,2.0,4.0,2017-03-13; 2017-03-29; 2017-04-12; 2017-04-19,9.5099; 12.67; 13.93; 14.32,14.32,,
SHLDQ^22,SHLDQ,SHLD,1M+3M+6M,3,2017-07-20,2017-08-22,33,small,5.0,2.0,2017-07-20; 2017-08-24,10.76; 9.63,9.63,,
SHLS,SHLS,,1M,1,2022-03-17,2022-03-28,11,mid,2.0,2.0,2022-03-24; 2022-05-04,23.0; 14.21,14.21,,
SHLS,SHLS,,1M+3M+6M,3,2022-05-27,2022-09-19,115,mid,1.0,8.0,2022-05-31; 2022-06-08; 2022-06-21; 2022-07-22; 2022-07-29; 2022-08-18; 2022-08-24; 2022-09-08,16.46; 19.79; 21.27; 19.435; 24.02; 27.57; 27.7; 28.47,28.47,,
SHLS,SHLS,,1M+6M,2,2022-11-15,2023-01-25,71,mid,4.0,5.0,2022-11-21; 2022-12-15; 2023-01-18; 2023-01-24; 2023-02-15,32.43; 28.9; 29.35; 30.0997; 28.21,28.21,,
SHLS,SHLS,,1M,1,2025-05-06,2025-05-14,8,small,13.0,1.0,2025-05-13,6.455,6.455,,
SHLX^22,SHLX,,1M,1,2015-01-13,2015-01-20,7,mid,10.0,1.0,2015-02-18,42.79,42.79,,
SHLX^22,SHLX,,1M+3M+6M,3,2015-12-18,2016-01-13,26,mid,1.0,3.0,2015-12-23; 2016-01-04; 2016-02-22,41.86; 42.29; 38.035,38.035,,
SHO,SHO,,1M+3M+6M,3,2009-10-30,2009-12-10,41,small,9.0,5.0,2009-11-17; 2009-12-03; 2009-12-28; 2010-01-04; 2010-01-14,8.35; 8.6; 9.14; 9.39; 9.84,9.84,,
