ticker,chart_symbol,former_symbols,windows,n_windows,start,end,days,mktcap_bucket,best_rank,num_flagpoles,hh_dates,resistances,latest_resistance,is_valid_flag,notes
AA,AA,,1M,1,2020-06-12,2020-06-23,11,mid,7.0,2.0,2020-06-23; 2020-07-17,12.31; 13.86,13.86,,
AA,AA,,3M,1,2020-08-12,2020-08-24,12,mid,11.0,1.0,2020-08-19,15.95,15.95,,
AA,AA,,1M+3M+6M,3,2021-03-03,2021-05-21,79,mid,2.0,5.0,2021-03-11; 2021-03-31; 2021-04-19; 2021-04-27; 2021-05-10,32.8717; 34.29; 36.54; 37.7; 44.42,44.42,,
AA,AA,,6M,1,2021-08-19,2021-09-21,33,mid,8.0,3.0,2021-09-07; 2021-09-28; 2021-10-18,48.39; 52.45; 57.57,57.57,,
AA,AA,,1M+3M+6M,3,2022-01-21,2022-04-11,80,large_plus,1.0,3.0,2022-02-22; 2022-03-07; 2022-03-25,80.08; 92.32; 98.09,98.09,,
AA,AA,,1M+3M+6M,3,2026-02-19,2026-03-23,32,large_plus,2.0,3.0,2026-02-25; 2026-03-04; 2026-04-09,66.22; 68.4; 75.6999,75.6999,,
AAAP.1^18,AAAP,,1M+3M+6M,3,2017-09-27,2017-10-02,5,mid,1.0,3.0,2017-10-02; 2017-10-09; 2017-11-01,68.0; 71.0; 81.5,81.5,,
AACG,AACG,,3M+6M,2,2019-04-15,2019-05-21,36,small,1.0,2.0,2019-06-20; 2019-06-28,2.9332; 3.24,3.24,,
AACG,AACG,,1M,1,2021-02-08,2021-02-26,18,small,3.0,2.0,2021-02-04; 2021-03-22,19.75; 6.06,6.06,,
AAI^11,AAI,,1M,1,2008-02-05,2008-02-08,3,small,7.0,2.0,2008-02-01; 2008-02-11,9.1; 9.13,9.13,,
AAI^11,AAI,,1M,1,2008-08-05,2008-08-20,15,small,7.0,2.0,2008-08-11; 2008-09-16,3.69; 3.21,3.21,,
AAI^11,AAI,,1M+3M+6M,3,2008-11-04,2008-11-18,14,small,2.0,2.0,2008-11-03; 2008-12-09,4.42; 3.95,3.95,,
AAI^11,AAI,,1M+6M,2,2009-03-31,2009-05-04,34,small,1.0,4.0,2009-03-27; 2009-04-14; 2009-04-23; 2009-05-05,4.93; 5.67; 7.64; 8.68,8.68,,
AAI^11,AAI,,1M,1,2009-07-13,2009-07-16,3,small,7.0,3.0,2009-07-16; 2009-07-30; 2009-08-26,6.66; 7.47; 7.07,7.07,,
AAL,AAL,,1M,1,2020-06-05,2020-06-23,18,mid,3.0,1.0,2020-06-05,22.8,22.8,,
AAL,AAL,,1M,1,2020-12-14,2020-12-17,3,large_plus,9.0,1.0,2021-01-14,16.6,16.6,,
AAL,AAL,,1M+3M+6M,3,2021-03-04,2021-03-31,27,large_plus,2.0,1.0,2021-03-18,26.09,26.09,,
AAOI,AAOI,,3M+6M,2,2015-09-11,2015-09-16,5,small,7.0,2.0,2015-09-09; 2015-10-28,22.4; 21.59,21.59,,
AAOI,AAOI,,3M+6M,2,2016-11-22,2016-11-28,6,small,3.0,1.0,2016-11-21,27.28,27.28,,
AAOI,AAOI,,1M+3M+6M,3,2017-01-20,2017-08-08,200,small,1.0,12.0,2017-01-18; 2017-02-06; 2017-02-14; 2017-02-21; 2017-03-07; 2017-03-27; 2017-05-01; 2017-05-12; 2017-05-23; 2017-06-06; 2017-07-27; 2017-09-19,31.61; 32.79; 36.7; 38.89; 56.14; 60.19; 52.1; 67.01; 71.7; 75.59; 103.41; 71.29,71.29,,
AAOI,AAOI,,1M+3M+6M,3,2018-04-24,2018-07-23,90,small,3.0,6.0,2018-04-27; 2018-05-08; 2018-06-04; 2018-07-13; 2018-08-08; 2018-08-29,34.52; 35.7399; 49.75; 50.3; 46.0; 43.95,43.95,,
AAOI,AAOI,,1M+3M,2,2022-09-16,2022-10-27,41,small,6.0,4.0,2022-09-20; 2022-10-06; 2022-10-27; 2022-12-05,4.0; 3.115; 3.0; 2.44,2.44,,
AAOI,AAOI,,1M+3M+6M,3,2023-07-06,2023-09-05,61,small,1.0,4.0,2023-07-13; 2023-08-15; 2023-08-24; 2023-10-02,11.48; 15.9; 16.26; 11.68,11.68,,
AAOI,AAOI,,1M+3M+6M,3,2023-11-16,2024-01-03,48,small,1.0,3.0,2023-11-20; 2023-12-19; 2024-02-06,14.63; 24.08; 20.64,20.64,,
AAOI,AAOI,,1M+3M+6M,3,2024-09-04,2024-12-16,103,small,4.0,4.0,2024-10-18; 2024-11-25; 2024-12-04; 2024-12-26,20.34; 39.61; 44.5; 41.27,41.27,,
AAOI,AAOI,,1M,1,2025-05-19,2025-05-20,1,small,16.0,1.0,2025-06-26,28.01,28.01,,
AAOI,AAOI,,1M+3M+6M,3,2025-12-22,2026-06-17,177,mid,1.0,10.0,2025-12-23; 2026-01-22; 2026-02-02; 2026-02-11; 2026-03-11; 2026-04-13; 2026-04-21; 2026-05-01; 2026-05-13; 2026-06-04,41.96; 41.39; 49.11; 50.8; 128.96; 155.4; 173.4099; 191.87; 233.67; 209.64,209.64,,
AAON,AAON,,1M,1,2026-05-08,2026-06-05,28,mid,12.0,3.0,2026-05-07; 2026-05-27; 2026-06-03,149.0; 145.87; 150.4599,150.4599,,
AAP,AAP,,1M+3M+6M,3,2025-05-29,2025-06-11,13,mid,6.0,3.0,2025-05-29; 2025-06-11; 2025-07-11,53.1299; 53.5999; 63.26,63.26,,
AAP,AAP,,3M,1,2025-07-29,2025-07-30,1,mid,16.0,1.0,2025-09-08,61.55,61.55,,
AAP,AAP,,1M,1,2026-02-12,2026-02-20,8,mid,10.0,3.0,2026-02-13; 2026-03-12; 2026-04-01,65.1999; 54.56; 54.49,54.49,,
AAWW^23,AAWW,,1M+3M+6M,3,2011-12-01,2011-12-12,11,small,7.0,3.0,2011-11-30; 2012-01-03; 2012-01-11,42.27; 39.87; 41.99,41.99,,
AAWW^23,AAWW,,6M,1,2016-05-10,2016-05-24,14,small,9.0,1.0,2016-06-09,47.24,47.24,,
ABAT,ABAT,,1M+3M+6M,3,2021-01-04,2021-02-19,46,small,1.0,1.0,2021-01-25,4.9,4.9,,
ABAT,ABAT,,1M,1,2024-12-26,2025-01-16,21,small,9.0,1.0,2024-12-27,4.11,4.11,,
ABAT,ABAT,,1M,1,2025-07-24,2025-07-29,5,small,5.0,2.0,2025-07-25; 2025-08-15,3.89; 2.87,2.87,,
ABAT,ABAT,,1M+3M+6M,3,2025-09-22,2025-10-24,32,small,4.0,1.0,2025-10-15,11.49,11.49,,
ABBNY,ABBNY,,1M,1,2008-12-18,2008-12-19,1,large_plus,7.0,1.0,2009-01-28,13.62,13.62,,
ABBV,ABBV,,1M+3M+6M,3,2018-02-09,2018-02-14,5,large_plus,3.0,2.0,2018-02-20; 2018-02-27,121.55; 122.0,122.0,,
ABCL,ABCL,,1M,1,2021-09-22,2021-09-24,2,mid,13.0,1.0,2021-11-03,17.93,17.93,,
ABCL,ABCL,,1M+3M,2,2022-06-13,2022-08-15,63,mid,2.0,4.0,2022-06-09; 2022-06-23; 2022-07-13; 2022-08-11,9.1; 10.8; 12.0; 14.5,14.5,,
ABCL,ABCL,,1M+6M,2,2022-11-02,2022-12-02,30,mid,6.0,1.0,2022-11-15,14.97,14.97,,
ABCL,ABCL,,3M,1,2026-07-02,2026-07-09,7,mid,13.0,2.0,2026-07-07; 2026-08-19,8.44; 12.15,12.15,,
ABCL,ABCL,,1M+3M+6M,3,2026-08-14,2026-09-09,26,mid,1.0,2.0,2026-08-19; 2026-08-27,12.15; 12.5799,12.5799,,
ABEO,ABEO,,1M+3M+6M,3,2015-05-05,2015-06-02,28,small,1.0,2.0,2015-05-20; 2015-06-23,10.85; 178.75,178.75,,
ABEO,ABEO,,1M+3M+6M,3,2017-09-07,2017-10-31,54,small,1.0,5.0,2017-09-05; 2017-09-18; 2017-09-29; 2017-10-11; 2017-11-29,381.125; 447.5; 472.5; 568.75; 442.375,442.375,,
ABEO,ABEO,,6M,1,2018-01-04,2018-01-05,1,small,14.0,1.0,2018-01-29,461.25,461.25,,
ABEO,ABEO,,1M+3M+6M,3,2018-03-21,2018-05-22,62,small,3.0,1.0,2018-04-23,550.0,550.0,,
ABEO,ABEO,,1M,1,2025-05-02,2025-05-05,3,small,13.0,2.0,2025-04-30; 2025-05-21,7.3236; 7.17,7.17,,
ABG,ABG,,1M+3M,2,2022-05-10,2022-05-20,10,mid,3.0,1.0,2022-06-09,190.74,190.74,,
ABLE,ABLE,,1M+3M+6M,3,2005-06-06,2005-06-10,4,small,1.0,1.0,2005-06-06,22.98,22.98,,
ABMD^22,ABMD,,1M+6M,2,2012-02-09,2012-02-23,14,small,4.0,3.0,2012-02-13; 2012-03-13; 2012-03-26,24.74; 22.48; 23.8,23.8,,
ABMD^22,ABMD,,1M+3M+6M,3,2015-08-21,2015-08-31,10,mid,2.0,2.0,2015-09-09; 2015-09-17,98.9; 107.88,107.88,,
ABMD^22,ABMD,,1M+3M+6M,3,2018-10-10,2018-10-11,1,large_plus,1.0,1.0,2018-11-07,427.6975,427.6975,,
ABNB,ABNB,,1M,1,2021-02-08,2021-02-22,14,large_plus,10.0,2.0,2021-02-11; 2021-03-16,219.94; 215.49,215.49,,
ABNB,ABNB,,3M+6M,2,2021-11-26,2021-11-29,3,large_plus,14.0,1.0,2022-01-04,175.9,175.9,,
ABNB,ABNB,,1M+3M+6M,3,2022-02-24,2022-03-01,5,large_plus,5.0,3.0,2022-03-24; 2022-03-29; 2022-04-05,171.0; 178.88; 179.09,179.09,,
ABOS,ABOS,,1M+3M+6M,3,2022-09-30,2022-10-20,20,small,2.0,2.0,2022-09-30; 2022-11-15,10.97; 7.12,7.12,,
ABOS,ABOS,,1M+3M,2,2023-07-17,2023-08-07,21,small,7.0,1.0,2023-07-17,11.3099,11.3099,,
ABSI,ABSI,,1M,1,2025-02-03,2025-02-20,17,small,7.0,1.0,2025-02-18,6.33,6.33,,
ABSI,ABSI,,1M+3M+6M,3,2026-04-08,2026-07-17,100,small,4.0,5.0,2026-05-06; 2026-05-29; 2026-06-04; 2026-06-29; 2026-08-20,6.235; 7.34; 7.39; 12.055; 10.03,10.03,,
ABTC,ABTC,,1M+3M,2,2025-05-19,2025-06-05,17,small,2.0,1.0,2025-07-11,7.65,7.65,,
ABTC,ABTC,,3M+6M,2,2025-07-18,2025-09-23,67,small,1.0,1.0,2025-09-03,217.8,217.8,,
ABTC,ABTC,,1M,1,2026-08-25,2026-09-21,27,small,7.0,2.0,2026-08-27; 2026-09-03,9.31; 9.47,9.47,,
ABTS,ABTS,,1M+3M+6M,3,2021-04-05,2021-07-26,112,small,1.0,4.0,2021-04-05; 2021-05-27; 2021-06-24; 2021-07-12,110.7; 365.4; 398.55; 470.7,470.7,,
ABUS,ABUS,,1M+3M+6M,3,2014-08-12,2014-10-16,65,small,1.0,5.0,2014-08-11; 2014-08-28; 2014-09-23; 2014-10-03; 2014-11-18,26.05; 22.26; 25.7999; 29.93; 17.48,17.48,,
ABUS,ABUS,,1M+3M+6M,3,2015-01-13,2015-02-09,27,small,1.0,3.0,2015-01-13; 2015-01-29; 2015-03-20,25.4; 26.73; 21.37,21.37,,
ABUS,ABUS,,1M+3M,2,2020-07-23,2020-08-07,15,small,7.0,3.0,2020-07-24; 2020-08-06; 2020-09-15,9.02; 4.8853; 3.3899,3.3899,,
ABVC,ABVC,,1M,1,2021-11-02,2021-11-10,8,small,8.0,2.0,2021-11-01; 2021-12-10,116.9; 42.6,42.6,,
ABVEF,ABVEF,,6M,1,2025-07-15,2025-08-27,43,small,1.0,1.0,2025-10-08,5.9542,5.9542,,
ABVEF,ABVEF,,1M+3M+6M,3,2025-10-08,2025-10-30,22,small,1.0,2.0,2025-10-08; 2025-10-16,5.9542; 6.56,6.56,,
ABVX,ABVX,,1M+3M+6M,3,2025-08-06,2025-08-15,9,mid,1.0,1.0,2025-09-05,92.91,92.91,,
ABVX,ABVX,,1M+3M+6M,3,2025-11-13,2026-01-12,60,mid,1.0,4.0,2025-11-26; 2025-12-10; 2025-12-24; 2026-02-20,130.25; 138.4899; 148.83; 133.42,133.42,,
ACAD,ACAD,,1M+3M+6M,3,2006-02-15,2006-02-23,8,small,4.0,2.0,2006-03-06; 2006-03-17,15.67; 17.94,17.94,,
ACAD,ACAD,,1M+3M+6M,3,2007-03-20,2007-04-19,30,small,1.0,2.0,2007-03-27; 2007-04-04,16.84; 17.08,17.08,,
ACAD,ACAD,,3M+6M,2,2009-08-24,2009-08-31,7,small,4.0,1.0,2009-10-06,2.08,2.08,,
ACAD,ACAD,,1M+3M+6M,3,2012-11-28,2013-07-01,215,small,1.0,10.0,2012-11-27; 2013-01-15; 2013-01-28; 2013-03-08; 2013-03-21; 2013-04-11; 2013-05-20; 2013-06-10; 2013-07-18; 2013-08-06,6.535; 6.0; 6.88; 6.67; 8.81; 13.92; 14.75; 20.09; 20.68; 21.85,21.85,,
ACAD,ACAD,,1M+3M+6M,3,2013-12-10,2014-01-13,34,mid,3.0,2.0,2013-12-26; 2014-02-12,26.5; 25.8,25.8,,
ACAD,ACAD,,1M+3M+6M,3,2014-02-25,2014-03-17,20,mid,1.0,1.0,2014-02-28,32.0,32.0,,
ACAD,ACAD,,1M+3M+6M,3,2015-03-12,2015-03-18,6,mid,4.0,2.0,2015-03-10; 2015-04-17,46.48; 39.33,39.33,,
ACAD,ACAD,,1M,1,2015-11-10,2015-11-13,3,mid,13.0,1.0,2015-11-30,39.41,39.41,,
ACAD,ACAD,,1M+3M+6M,3,2016-03-29,2016-05-02,34,mid,1.0,5.0,2016-04-07; 2016-04-14; 2016-04-25; 2016-05-25; 2016-06-09,34.06; 35.14; 35.18; 35.7; 42.49,42.49,,
ACAD,ACAD,,1M+3M+6M,3,2016-06-21,2016-06-22,1,mid,3.0,1.0,2016-07-28,37.99,37.99,,
ACAD,ACAD,,1M+3M+6M,3,2016-10-03,2016-10-04,1,mid,7.0,1.0,2016-11-10,30.2299,30.2299,,
ACAD,ACAD,,1M+3M+6M,3,2016-11-25,2017-01-24,60,mid,3.0,7.0,2016-12-05; 2016-12-20; 2016-12-27; 2017-01-09; 2017-02-09; 2017-02-16; 2017-02-23,28.78; 30.14; 30.98; 33.3294; 39.04; 40.49; 40.83,40.83,,
ACAD,ACAD,,1M+3M+6M,3,2018-09-28,2018-10-30,32,mid,2.0,3.0,2018-09-27; 2018-11-02; 2018-11-29,22.22; 23.55; 21.03,21.03,,
ACAD,ACAD,,1M+3M+6M,3,2019-09-12,2019-10-02,20,mid,1.0,3.0,2019-09-16; 2019-10-22; 2019-11-12,44.85; 44.1; 47.79,47.79,,
ACAD,ACAD,,6M,1,2020-02-26,2020-02-28,2,mid,15.0,1.0,2020-04-07,44.72,44.72,,
ACAD,ACAD,,1M+6M,2,2020-04-16,2020-04-17,1,mid,15.0,2.0,2020-04-27; 2020-05-19,52.74; 53.1343,53.1343,,
ACAD,ACAD,,1M+3M+6M,3,2021-12-14,2022-01-06,23,mid,1.0,4.0,2021-12-20; 2022-02-02; 2022-02-10; 2022-02-16,27.19; 24.02; 27.235; 27.81,27.81,,
ACAD,ACAD,,3M+6M,2,2022-02-23,2022-03-02,7,mid,8.0,2.0,2022-03-24; 2022-04-07,27.39; 28.055,28.055,,
ACAD,ACAD,,1M+6M,2,2023-12-22,2024-01-03,12,mid,9.0,1.0,2023-12-22,32.59,32.59,,
ACAD,ACAD,,1M+3M+6M,3,2025-05-16,2025-06-05,20,mid,10.0,3.0,2025-05-16; 2025-06-04; 2025-06-20,25.23; 23.4; 23.24,23.24,,
ACAS^17,ACAS,,1M,1,2008-09-22,2008-10-01,9,mid,10.0,2.0,2008-09-23; 2008-11-04,22.3451; 12.8235,12.8235,,
ACAS^17,ACAS,,1M,1,2009-04-06,2009-04-22,16,small,1.0,3.0,2009-04-02; 2009-04-14; 2009-05-05,2.2118; 2.4235; 4.3608,4.3608,,
ACAS^17,ACAS,,1M+3M,2,2009-06-26,2009-07-15,19,small,4.0,1.0,2009-08-03,3.7,3.7,,
ACAS^17,ACAS,,1M,1,2009-10-07,2009-10-08,1,small,7.0,1.0,2009-10-19,3.4,3.4,,
ACAS^17,ACAS,,1M+3M+6M,3,2010-01-20,2010-03-16,55,small,4.0,4.0,2010-01-21; 2010-03-10; 2010-04-07; 2010-04-21,4.62; 4.93; 5.75; 6.4325,6.4325,,
ACAS^17,ACAS,,3M+6M,2,2010-04-30,2010-05-12,12,small,11.0,2.0,2010-04-30; 2010-06-16,6.65; 5.89,5.89,,
ACB,ACB,,1M+3M+6M,3,2017-11-27,2018-02-01,66,mid,1.0,1.0,2018-03-06,93.0,93.0,,
ACB,ACB,,1M+3M+6M,3,2018-06-08,2018-07-06,28,mid,6.0,2.0,2018-06-07; 2018-06-22,79.0; 80.39999999999999,80.39999999999999,,
ACB,ACB,,1M+3M+6M,3,2018-09-05,2018-10-23,48,mid,1.0,3.0,2018-09-25; 2018-10-16; 2018-10-23,104.2; 125.2; 1035.6,1035.6,,
ACB,ACB,,1M+3M+6M,3,2019-01-22,2019-04-03,71,mid,1.0,5.0,2019-02-04; 2019-03-06; 2019-03-19; 2019-04-22; 2019-04-30,1000.2; 1010.4; 1238.4; 1107.6; 1124.4,1124.4,,
ACB,ACB,,1M,1,2020-11-11,2020-12-02,21,small,11.0,3.0,2020-11-09; 2020-11-30; 2021-01-06,144.8; 125.0; 113.0,113.0,,
ACB,ACB,,3M,1,2021-01-19,2021-01-20,1,mid,15.0,3.0,2021-01-15; 2021-02-03; 2021-02-10,133.2; 141.5; 189.8,189.8,,
ACB,ACB,,1M+3M+6M,3,2024-04-03,2024-05-30,57,small,3.0,2.0,2024-04-04; 2024-04-30,8.88; 9.35,9.35,,
ACB,ACB,,6M,1,2024-08-12,2024-08-28,16,small,4.0,3.0,2024-08-15; 2024-09-17; 2024-09-30,7.2; 6.13; 6.23,6.23,,
ACCD^25,ACCD,,1M,1,2022-07-01,2022-07-25,24,small,10.0,2.0,2022-07-07; 2022-08-15,11.33; 13.8,13.8,,
ACCD^25,ACCD,,3M,1,2022-08-04,2022-08-09,5,small,5.0,2.0,2022-08-15; 2022-09-15,13.8; 13.175,13.175,,
ACCO,ACCO,,1M+3M+6M,3,2005-08-22,2005-08-31,9,small,6.0,3.0,2005-09-16; 2005-09-27; 2005-10-03,28.4; 28.52; 28.58,28.58,,
ACC^22,ACC,,6M,1,2008-10-06,2008-10-09,3,small,9.0,1.0,2008-10-03,37.0,37.0,,
ACDC,ACDC,,3M,1,2022-11-22,2022-12-01,9,mid,14.0,1.0,2022-12-27,26.23,26.23,,
ACET,ACET,,1M+3M+6M,3,2021-12-06,2022-01-13,38,small,1.0,5.0,2021-12-08; 2021-12-21; 2022-01-04; 2022-02-01; 2022-02-10,252.32; 265.36; 295.84; 215.52; 254.8,254.8,,
ACF^10,ACF,,3M,1,2008-02-21,2008-03-05,13,small,5.0,1.0,2008-03-11,16.0,16.0,,
ACF^10,ACF,,1M+6M,2,2008-05-01,2008-05-14,13,small,8.0,2.0,2008-05-05; 2008-05-12,14.7; 14.94,14.94,,
ACF^10,ACF,,1M,1,2008-08-28,2008-09-22,25,small,3.0,1.0,2008-09-19,14.9,14.9,,
ACF^10,ACF,,3M+6M,2,2009-04-24,2009-06-03,40,small,11.0,3.0,2009-04-24; 2009-05-12; 2009-06-01,10.84; 11.5; 14.4,14.4,,
ACGL,ACGL,,6M,1,2008-10-03,2008-10-06,3,mid,12.0,1.0,2008-10-29,8.1111,8.1111,,
ACGL,ACGL,,3M+6M,2,2008-12-03,2008-12-15,12,mid,11.0,2.0,2008-12-08; 2008-12-31,7.7767; 7.79,7.79,,
ACH,ACH,,1M,1,2019-01-24,2019-02-08,15,small,15.0,4.0,2019-02-05; 2019-02-27; 2019-03-06; 2019-03-21,9.54; 10.6; 10.9199; 10.07,10.07,,
ACH,ACH,,1M+3M+6M,3,2019-09-12,2019-11-06,55,small,1.0,3.0,2019-09-13; 2019-11-07; 2019-12-17,8.99; 8.33; 8.48,8.48,,
ACH,ACH,,1M+3M,2,2020-04-09,2020-04-15,6,small,9.0,1.0,2020-04-14,5.6,5.6,,
ACH,ACH,,1M,1,2020-07-23,2020-08-14,22,small,8.0,1.0,2020-08-05,7.32,7.32,,
ACH,ACH,,1M+3M,2,2020-08-25,2020-10-22,58,small,5.0,1.0,2020-11-30,9.9501,9.9501,,
ACH,ACH,,6M,1,2020-12-14,2021-01-15,32,mid,8.0,4.0,2020-12-17; 2021-01-07; 2021-02-22; 2021-02-25,9.33; 9.81; 12.94; 13.45,13.45,,
ACH,ACH,,1M,1,2021-03-18,2021-03-25,7,mid,6.0,1.0,2021-04-08,12.34,12.34,,
ACH,ACH,,3M,1,2021-06-07,2021-06-15,8,mid,12.0,4.0,2021-06-25; 2021-07-09; 2021-07-19; 2021-07-22,15.1; 15.14; 15.38; 16.0,16.0,,
ACH,ACH,,1M+3M+6M,3,2022-01-14,2022-01-25,11,mid,4.0,4.0,2022-01-12; 2022-02-10; 2022-02-22; 2022-03-07,15.84; 16.76; 17.75; 18.95,18.95,,
ACHC,ACHC,,1M+3M+6M,3,2018-10-29,2018-11-14,16,mid,2.0,1.0,2018-11-02,45.35,45.35,,
ACHC,ACHC,,1M+3M,2,2026-02-13,2026-03-23,38,small,5.0,5.0,2026-02-13; 2026-03-06; 2026-04-09; 2026-04-21; 2026-05-04,17.11; 25.75; 27.99; 28.27; 30.1991,30.1991,,
ACHC,ACHC,,3M,1,2026-04-30,2026-05-05,5,mid,6.0,2.0,2026-05-04; 2026-06-04,30.1991; 26.835,26.835,,
ACHC,ACHC,,6M,1,2026-07-15,2026-07-31,16,mid,6.0,2.0,2026-07-22; 2026-08-26,35.83; 32.865,32.865,,
ACHN.1^20,ACHN,,1M+3M+6M,3,2011-06-30,2011-07-27,27,small,3.0,1.0,2011-06-28,8.95,8.95,,
ACHN.1^20,ACHN,,1M+3M+6M,3,2012-01-11,2012-03-22,71,small,2.0,2.0,2012-01-13; 2012-03-09,12.95; 11.25,11.25,,
ACHN.1^20,ACHN,,1M+3M+6M,3,2014-06-11,2014-07-07,26,small,1.0,3.0,2014-06-10; 2014-06-20; 2014-07-11,7.81; 8.61; 7.96,7.96,,
ACHN.1^20,ACHN,,1M+3M+6M,3,2014-08-20,2014-09-19,30,small,1.0,4.0,2014-08-20; 2014-09-04; 2014-10-09; 2014-10-28,10.18; 13.8; 10.99; 12.62,12.62,,
ACHN.1^20,ACHN,,1M+3M+6M,3,2014-11-06,2015-02-04,90,small,1.0,5.0,2014-11-13; 2014-12-08; 2014-12-22; 2015-01-26; 2015-02-26,15.0; 15.31; 16.87; 16.54; 12.94,12.94,,
ACHN.1^20,ACHN,,1M+3M+6M,3,2015-09-29,2015-11-19,51,small,6.0,4.0,2015-10-22; 2015-11-10; 2015-11-30; 2015-12-17,8.59; 10.63; 10.49; 10.0262,10.0262,,
ACHR,ACHR,,1M,1,2021-12-13,2021-12-16,3,small,7.0,1.0,2021-12-16,7.8099,7.8099,,
ACHR,ACHR,,1M+3M+6M,3,2023-06-14,2023-09-13,91,small,2.0,5.0,2023-06-14; 2023-07-18; 2023-08-01; 2023-08-23; 2023-10-11,4.875; 5.58; 7.1; 7.49; 5.61,5.61,,
ACHR,ACHR,,1M+3M+6M,3,2023-11-15,2023-12-26,41,small,2.0,2.0,2023-11-20; 2023-12-14,6.65; 7.015,7.015,,
ACHR,ACHR,,1M,1,2024-07-10,2024-07-19,9,small,13.0,1.0,2024-07-16,5.465,5.465,,
ACHR,ACHR,,1M+3M+6M,3,2024-11-25,2025-01-15,51,mid,2.0,5.0,2024-11-29; 2024-12-18; 2024-12-27; 2025-01-07; 2025-02-18,9.84; 10.58; 11.69; 12.475; 11.84,11.84,,
ACHR,ACHR,,1M+3M+6M,3,2025-05-05,2025-07-18,74,mid,1.0,5.0,2025-05-02; 2025-05-16; 2025-06-11; 2025-06-30; 2025-07-18,9.61; 13.92; 12.52; 11.0599; 13.73,13.73,,
ACHR,ACHR,,1M,1,2026-08-11,2026-08-17,6,mid,6.0,1.0,2026-08-14,7.29,7.29,,
ACI,ACI,,1M+3M+6M,3,2021-09-15,2021-09-20,5,large_plus,5.0,2.0,2021-09-29; 2021-10-25,32.4; 31.42,31.42,,
ACIA^21,ACIA,,1M+3M,2,2016-07-11,2016-09-20,71,small,1.0,3.0,2016-08-01; 2016-08-18; 2016-09-07,66.43; 124.9; 128.73,128.73,,
ACIA^21,ACIA,,1M+3M+6M,3,2017-08-09,2017-09-12,34,small,12.0,3.0,2017-08-24; 2017-09-19; 2017-10-09,50.1; 50.08; 48.9,48.9,,
ACLI^10,ACLI,,1M+3M+6M,3,2007-12-14,2007-12-17,3,mid,4.0,1.0,2008-01-17,73.0,73.0,,
ACLI^10,ACLI,,1M+3M+6M,3,2008-01-31,2008-02-15,15,mid,2.0,3.0,2008-01-31; 2008-02-19; 2008-03-24,82.68; 81.2; 69.8,69.8,,
ACLS,ACLS,,1M+3M,2,2006-01-30,2006-03-01,30,small,7.0,1.0,2006-02-16,8.2,8.2,,
ACLS,ACLS,,1M+6M,2,2006-05-22,2006-05-24,2,small,9.0,2.0,2006-06-02; 2006-06-30,6.89; 6.15,6.15,,
ACLS,ACLS,,1M+3M+6M,3,2017-06-15,2017-06-21,6,small,4.0,2.0,2017-07-19; 2017-07-27,23.75; 23.9,23.9,,
ACLS,ACLS,,1M+3M+6M,3,2021-12-13,2022-01-14,32,mid,2.0,3.0,2022-01-04; 2022-02-02; 2022-02-10,77.6; 65.19; 75.0,75.0,,
ACLS,ACLS,,6M,1,2022-02-28,2022-03-29,29,mid,11.0,3.0,2022-03-03; 2022-03-24; 2022-05-05,72.83; 83.735; 60.99,60.99,,
ACLS,ACLS,,6M,1,2022-06-01,2022-06-02,1,mid,15.0,1.0,2022-06-08,64.85,64.85,,
ACLS,ACLS,,3M+6M,2,2023-03-16,2023-03-21,5,mid,3.0,1.0,2023-03-23,136.375,136.375,,
ACLS,ACLS,,3M,1,2026-05-07,2026-06-22,46,mid,12.0,5.0,2026-05-06; 2026-06-04; 2026-06-15; 2026-06-30; 2026-07-15,171.61; 167.51; 193.78; 191.2049; 149.99,149.99,,
ACLX^26,ACLX,,6M,1,2022-10-13,2022-10-27,14,small,7.0,2.0,2022-10-31; 2022-11-03,24.01; 24.1599,24.1599,,
ACLX^26,ACLX,,1M+3M+6M,3,2022-12-12,2023-02-09,59,small,7.0,5.0,2022-12-15; 2023-01-06; 2023-01-24; 2023-02-03; 2023-03-21,33.99; 34.68; 33.89; 35.26; 31.015,31.015,,
ACLX^26,ACLX,,1M+3M+6M,3,2023-04-03,2023-05-22,49,small,2.0,3.0,2023-03-30; 2023-04-26; 2023-05-11,33.04; 44.65; 48.915,48.915,,
ACLX^26,ACLX,,1M+3M+6M,3,2023-11-03,2023-12-15,42,small,2.0,3.0,2023-11-07; 2023-11-20; 2023-12-27,48.38; 56.09; 59.1,59.1,,
ACLX^26,ACLX,,1M+3M+6M,3,2024-02-08,2024-02-20,12,mid,5.0,2.0,2024-02-06; 2024-03-07,67.52; 75.1,75.1,,
ACM,ACM,,1M+3M,2,2007-10-08,2007-10-23,15,mid,3.0,2.0,2007-10-11; 2007-11-26,38.25; 31.32,31.32,,
ACM,ACM,,1M+3M+6M,3,2008-11-24,2009-01-14,51,mid,1.0,5.0,2008-11-26; 2008-12-08; 2008-12-17; 2009-01-02; 2009-02-10,27.2; 31.05; 31.71; 32.919; 29.45,29.45,,
ACMR,ACMR,,1M+3M+6M,3,2020-01-16,2020-03-02,46,small,4.0,3.0,2020-01-22; 2020-02-11; 2020-02-19,17.0674; 14.4293; 15.4633,15.4633,,
