date,ticker,adr14,adv30,mktcap,ret_1m,ret_3m,ret_6m,sma10_rising_diff,sma20_rising_diff
2005-01-04,NEU,2.62,1065586.6,337.75,0.01,-0.1,-0.04,0.9,0.16
2005-01-04,KZIA,4.51,595133.6,444.55,-0.04,0.17,0.11,-0.04,0.97
2005-01-04,EMQU^22,0.0,0.0,47.74,0.0,0.3,0.12,0.0,0.03
2005-01-04,SSYS,3.56,5479684.8,349.06,0.07,0.03,0.42,3.6,0.06
2005-01-04,WCBO^13,2.3,1090980.68,377.52,-0.07,0.14,0.16,0.66,0.33
2005-01-04,ENSI^08,2.16,195723.69,219.47,0.03,0.03,0.07,0.12,0.39
2005-01-04,CCI,1.64,19530955.93,3721.4,-0.06,0.07,0.12,-0.04,-0.31
2005-01-04,MSB,3.65,1233276.63,176.6,0.05,0.43,0.78,0.74,0.85
2005-01-04,HRH.1^08,1.55,7438569.64,1301.96,0.03,-0.02,0.03,0.79,1.92
2005-01-04,MHO,2.07,4772256.97,776.7,0.13,0.33,0.33,3.16,7.15
2005-01-04,TTMI,4.63,6947212.62,482.28,0.03,0.15,0.15,0.12,1.41
2005-01-04,FMAO,0.0,4560.42,142.28,0.0,0.48,0.48,0.0,19.15
2005-01-04,SWIR^23,5.67,24780219.22,447.77,-0.27,-0.16,-0.57,-3.11,-0.58
2005-01-04,ONXX^13,3.45,20515682.86,1142.21,-0.02,-0.27,-0.25,0.31,1.92
2005-01-04,EHP.1^07,2.32,756353.51,174.25,0.04,-0.02,,0.33,0.2
2005-01-04,SSTRF,10.19,36216.41,9.48,0.17,0.18,0.36,0.1,0.15
2005-01-04,GNSM^07,4.69,51774.08,28.93,0.35,0.51,1.41,0.62,0.7
2005-01-04,SOBS,0.29,29811.11,158.38,0.0,-0.02,0.13,-1.16,-0.06
2005-01-04,ETR,1.41,67351560.4,15224.35,0.03,0.1,0.19,1.26,0.61
2005-01-04,KZ^17,8.05,9573640.29,329.14,-0.31,0.25,,-0.36,0.31
2005-01-04,AET^18,1.59,195311117.36,18419.62,0.02,0.2,0.48,0.79,11.6
2005-01-04,EVOL,6.51,1576360.0,71.68,0.13,-0.05,-0.01,0.26,0.02
2005-01-04,CGEN,5.93,226947.33,135.82,0.16,0.1,0.18,0.19,0.45
2005-01-04,LZ.1^11,1.68,17687980.53,2409.56,0.0,0.04,0.02,1.15,2.19
2005-01-04,AMMD^11,3.01,11168108.03,1408.79,0.02,0.08,0.22,2.48,1.96
2005-01-04,PCG,1.3,55729374.69,13298.9,0.02,0.07,0.16,1.04,-0.53
2005-01-04,FBMT^06,0.95,12534.45,85.37,-0.05,-0.02,0.13,-0.21,0.28
2005-01-04,ATRI^24,2.15,56743.1,79.16,0.02,-0.03,0.07,-0.09,-1.75
2005-01-04,MYGN,3.69,12469521.41,690.2,0.07,0.16,0.56,-0.23,3.15
2005-01-04,GES^26,3.08,4138540.46,554.21,-0.02,-0.23,-0.17,0.57,-2.84
2005-01-04,NJR,1.36,4470625.0,1202.29,-0.02,0.01,0.04,0.47,0.68
2005-01-04,LGGNY,0.0,273437.38,13737.3,-0.02,0.13,0.22,0.03,0.43
2005-01-04,CFC.3^08,2.11,117823833.48,20919.41,0.07,-0.07,0.02,1.31,3.77
2005-01-04,ESLRQ^12,5.39,3107277.97,207.72,0.51,0.46,0.65,0.61,0.3
2005-01-04,AZN,0.12,114265.66,60211.25,-0.1,-0.11,-0.19,-3.26,-3.34
2005-01-04,DECK,3.74,15548806.26,548.92,-0.03,0.35,0.57,2.27,2.45
2005-01-04,MBI,1.23,40166714.43,9072.17,0.03,0.05,0.09,0.23,2.36
2005-01-04,NYNY.1^19,4.98,1544068.0,290.74,-0.09,0.39,-0.27,-0.23,0.72
2005-01-04,ALB,2.18,5277001.08,1612.54,-0.08,0.04,0.19,-0.47,0.44
2005-01-04,CBJ.1^06,3.96,2709180.38,653.15,-0.1,-0.16,-0.16,-0.06,-0.23
2005-01-04,EVEIQ^16,3.93,14536213.72,877.23,-0.1,0.65,0.84,0.68,1.18
2005-01-04,UNCLQ^14,2.34,160492.03,87.9,0.12,0.58,,0.75,0.82
2005-01-04,ENVE^14,4.12,160177.57,139.1,-0.04,-0.12,0.06,0.17,-0.23
2005-01-04,BCRA^15,7.99,2179.33,220.3,0.94,0.94,-0.03,5.46,1.66
2005-01-04,CPK,1.33,196186.51,152.5,0.05,0.08,0.19,0.62,0.86
2005-01-04,ONEI.^06,6.08,940721.51,142.69,0.1,0.79,0.91,0.32,0.43
2005-01-04,BRY.1^13,2.9,7789616.11,1046.67,0.09,0.24,0.59,0.54,4.95
2005-01-04,OII,1.99,6924640.47,954.52,0.02,-0.05,0.04,0.5,-0.06
2005-01-04,FTK,16.3,21726.66,28.67,0.01,0.56,3.26,0.0,0.75
2005-01-04,MTOR^22,2.22,9978006.93,1554.72,-0.04,0.12,0.16,0.93,0.03
2005-01-04,TFCFA^19,1.61,406123873.47,21989.03,0.03,0.16,0.11,0.68,0.55
2005-01-04,SFNC,3.27,452190.72,422.7,-0.02,0.06,0.14,0.26,1.02
2005-01-04,LAYN^18,2.74,851117.26,228.68,-0.12,0.12,0.08,-0.39,-0.08
2005-01-04,IBCIQ^09,5.11,3700524.73,290.48,0.13,0.53,-0.35,0.38,1.1
2005-01-04,PRM.2^11,4.91,1686367.04,990.4,0.05,0.58,0.4,0.16,0.94
2005-01-04,BID.1^19,2.76,7562268.82,1151.36,0.05,0.07,0.11,1.13,1.76
2005-01-04,PRAI^07,5.3,3080730.77,106.14,0.01,,,1.43,
2005-01-04,LEXR^06,3.86,16611093.04,620.7,-0.18,-0.21,0.16,-0.12,-0.08
2005-01-04,BGC.1^18,3.66,3372109.15,543.56,-0.02,0.13,0.56,0.83,-0.04
2005-01-04,FDO^15,2.27,34892178.28,5227.81,0.04,0.14,0.02,1.24,-0.85
2005-01-04,ORBK^19,2.92,3585855.14,681.95,0.03,0.09,0.05,1.38,1.14
2005-01-04,RVP,4.59,80731.08,106.73,-0.05,0.03,-0.38,-0.04,0.13
2005-01-04,HTLD,2.88,6185936.9,1685.25,-0.03,0.13,0.21,0.95,-0.22
2005-01-04,KTO^07,3.13,4157185.83,740.89,-0.11,0.03,0.01,-0.95,-0.88
2005-01-04,GCT.1^08,2.79,2998677.55,427.95,-0.02,,,0.42,0.57
2005-01-04,KPELY,0.0,84277.45,4091.49,0.03,0.06,0.25,0.26,0.17
2005-01-04,EKCS,6.23,81626.22,14.66,-0.15,0.17,0.57,-0.19,-0.29
2005-01-04,PONR^07,2.26,3337832.24,208.52,-0.13,0.26,1.68,0.58,-1.1
2005-01-04,LIN,1.45,53459924.16,14336.52,-0.06,0.01,0.14,-0.01,-0.37
2005-01-04,SPBU.1^17,1.98,7787.97,43.53,0.05,-0.11,0.15,-0.11,-0.13
2005-01-04,3MFLU^11,6.78,202856.18,37.62,0.28,0.96,1.15,0.39,0.74
2005-01-04,MAIN.1^06,5.14,92584.33,23.43,0.14,0.02,-0.17,0.08,0.0
2005-01-04,URBN,2.68,50886754.87,3606.23,0.03,0.21,0.43,0.9,-0.67
2005-01-04,BFET^19,0.19,5419.87,27.86,0.09,0.1,0.0,0.4,0.2
2005-01-04,CEPL,5.7,845337.5,155.06,-0.08,0.08,-0.18,-0.09,0.03
2005-01-04,BMET^07,2.58,85570813.66,10983.85,-0.14,-0.13,-0.1,-3.18,-3.23
2005-01-04,MTL^22,3.99,7108016.03,2745.15,0.03,,,3.88,-0.94
2005-01-04,GSIH,1.59,1079.75,19.73,-0.1,0.8,,-0.01,0.08
2005-01-04,PDM,0.41,3859.52,3633.2,-0.18,-0.03,-0.24,-0.5,-0.33
2005-01-04,GTK^06,2.97,31516801.98,3000.37,0.0,0.01,0.16,-0.91,1.9
2005-01-04,RCPIQ^23,9.8,5120352.78,336.56,-0.3,-0.23,0.3,-0.69,-0.49
2005-01-04,CHMG,0.42,59727.61,120.55,0.04,0.06,0.12,0.53,2.34
2005-01-04,CSCD^16,5.07,8937949.9,63.94,,,,,
2005-01-04,SSNC.1^05,3.47,2228297.72,476.44,-0.07,-0.06,0.2,-0.66,-0.87
2005-01-04,ATO,1.42,9694945.16,1717.57,0.01,0.06,0.06,0.24,0.67
2005-01-04,INGR,1.31,11877176.07,1944.68,-0.05,0.1,0.15,-0.6,1.3
2005-01-04,ENMC^06,5.18,1963602.63,294.94,-0.01,0.24,0.04,0.53,0.21
2005-01-04,BDSI^22,5.7,42916.39,25.15,-0.06,0.46,0.33,-0.12,-0.06
2005-01-04,ADSK,3.65,123280560.66,8709.53,0.05,0.39,0.73,3.47,4.63
2005-01-04,DDD,4.47,630868.57,266.39,0.21,0.69,0.74,1.9,0.51
2005-01-04,FCH^17,2.88,3943468.0,874.11,0.08,0.21,0.18,0.63,1.75
2005-01-04,ACF^10,2.3,26174101.52,3805.95,0.11,0.09,0.22,1.48,2.53
2005-01-04,CHAR.1^06,5.57,17505.37,66.87,-0.07,0.27,0.2,0.02,-0.02
2005-01-04,AXSI^13,6.7,31570.96,42.9,0.04,-0.12,-0.31,0.19,-0.03
2005-01-04,HBNC,1.53,92058.61,82.09,-0.01,0.12,0.15,0.07,0.3
2005-01-04,SO,1.14,59571704.2,24794.31,0.02,0.11,0.17,0.62,0.28
2005-01-04,CHA.1^21,1.06,4411993.46,5106.89,-0.05,0.09,0.05,0.98,0.59
2005-01-04,JOY^17,4.53,20822239.06,2312.2,0.03,0.14,0.37,3.87,1.63
2005-01-04,BOPT^19,8.77,669404.91,21.16,-0.3,0.28,0.01,-0.07,-0.01
2005-01-04,CUZ,2.22,7241711.25,1505.66,-0.05,0.06,0.11,-0.45,-0.63
2005-01-04,NOVCQ^23,3.48,45400720.31,314.67,0.06,0.11,0.27,-1.5,8.26
2005-01-04,PTNRY^23,2.12,744150.28,1577.17,0.01,0.21,0.07,-0.01,0.82
2005-01-04,RCBC,0.0,3623.67,,0.0,0.03,-0.03,0.0,0.95
2005-01-04,AMEN,4.82,27272.56,9.47,-0.07,0.55,0.9,-0.1,0.62
2005-01-04,EGBN,0.86,41062.16,110.87,0.0,0.09,0.14,0.0,0.12
2005-01-04,ABAX^18,5.17,3436272.87,285.08,-0.02,0.17,-0.25,0.36,1.5
2005-01-04,MWW^16,4.27,62155680.58,3993.17,0.05,0.2,0.28,2.72,3.52
2005-01-04,BB,2.99,718410146.22,15571.27,-0.18,0.01,0.13,-4.39,-0.71
2005-01-04,EMRG^07,8.3,2445355.97,1056.93,-0.04,0.82,-0.01,-0.06,-0.04
2005-01-04,ALXN^21,3.42,5574641.85,698.27,0.12,0.26,0.33,1.09,3.21
2005-01-04,CNXN,5.4,456088.58,238.48,0.17,0.28,0.39,1.45,1.28
2005-01-04,MFN^12,4.1,287441.87,250.06,-0.15,-0.08,-0.02,-0.09,-1.15
2005-01-04,ETWC^09,1.11,96314.35,26.46,0.03,0.08,0.08,0.08,0.13
2005-01-04,GLK.1^05,2.07,11712019.96,1455.84,-0.06,0.05,0.05,-0.21,0.34
2005-01-04,TRGNY^05,4.92,35819.01,92.18,0.01,0.23,-0.12,-0.16,0.69
2005-01-04,ENDRQ^16,3.99,674360.6,290.71,0.01,0.2,0.16,0.37,-0.37
2005-01-04,AUXL^15,4.48,252077.37,182.32,-0.04,-0.02,,-0.39,0.11
2005-01-04,CMTY^07,2.42,474936.36,343.1,-0.06,-0.06,-0.03,-0.38,-0.37
2005-01-04,BFH,2.48,18144991.09,3861.36,0.05,0.12,0.13,2.05,3.44
2005-01-04,CKXE^11,20.91,1084378.3,38.55,81.0,108.33,67.33,5.81,5.14
2005-01-04,CEOA,7.02,17597.5,,2.03,3.0,,2.39,1.96
2005-01-04,SFDL,0.07,10135.72,51.14,-0.05,-0.06,-0.08,-0.33,-0.27
2005-01-04,EBCOY,0.0,0.0,1378.42,0.0,0.02,-0.02,1.64,-1.38
2005-01-04,UMC,1.94,9040731.05,12005.35,-0.07,-0.06,-0.12,0.0,-0.17
2005-01-04,WY,1.19,57501373.75,41159.17,-0.02,0.0,0.09,-0.01,0.52
2005-01-04,NFG,1.73,7712379.98,2351.95,0.0,-0.05,0.09,0.32,0.2
2005-01-04,GOSHA^05,3.11,374618.19,251.82,0.01,0.02,-0.14,0.85,1.3
2005-01-04,HITK^14,3.91,1145647.83,145.1,0.08,0.15,0.11,0.85,1.8
2005-01-04,MIG.2^15,2.46,440860.36,145.05,-0.02,0.07,-0.05,-0.04,-0.07
2005-01-04,JLMC,3.83,15905.55,6.5,-0.02,0.14,-0.07,0.02,0.08
2005-01-04,WNMLA,1.33,9362.7,3.29,0.0,-0.09,-0.51,-0.01,-0.08
2005-01-04,WNDXQ^06,5.23,12809332.12,646.19,0.08,0.17,-0.37,0.17,0.49
2005-01-04,FPCO^19,3.12,600.0,7.01,0.18,0.19,0.0,0.9,0.57
2005-01-04,PVH,1.83,5574448.03,839.56,0.0,0.24,0.45,1.02,0.11
2005-01-04,ENTU^09,3.07,1118186.4,237.42,-0.02,0.39,0.24,-0.01,0.03
2005-01-04,EPAX^15,2.26,725957.72,357.76,-0.02,0.24,0.47,1.4,1.62
2005-01-04,FMOO,0.0,0.0,,0.01,0.01,0.02,0.63,0.59
2005-01-04,3PATD^15,0.97,3904.32,18.19,0.0,0.02,-0.06,0.02,1.36
2005-01-04,REFR,4.46,172332.68,81.68,0.07,-0.1,-0.09,0.02,-0.72
2005-01-04,BIGGQ,2.81,7578831.91,1363.97,-0.05,-0.1,-0.19,-0.02,-0.53
2005-01-04,AOMOY^22,0.0,49059.95,4250.35,0.06,-0.41,1.04,0.1,0.07
2005-01-04,HPHWQ^19,3.49,764231.7,384.99,0.06,0.18,0.11,0.4,0.5
2005-01-04,INOD,6.59,2174100.13,221.97,0.21,1.02,1.27,0.58,1.6
2005-01-04,USFC.1^05,2.23,6482061.49,1061.52,0.0,-0.01,0.08,0.66,1.9
2005-01-04,LRLCY,0.0,576670.99,49369.43,0.06,0.16,-0.03,0.49,0.33
2005-01-04,LTORY,0.0,0.0,2810.24,-0.01,0.21,0.46,1.35,2.18
2005-01-04,JBHT,2.31,32922870.71,3643.23,0.05,0.11,0.14,3.28,1.99
2005-01-04,WYPT^05,1.3,3025271.65,948.48,0.01,0.03,0.03,0.58,-0.06
2005-01-04,DMC,1.16,3108549.71,1705.76,0.01,0.16,0.19,0.45,1.26
2005-01-04,APD,1.39,46598619.71,13176.69,-0.01,0.05,0.13,0.91,1.75
2005-01-04,PFIS,0.86,33287.8,97.22,0.01,0.01,0.16,0.46,1.29
2005-01-04,TRC,1.77,1039772.4,694.53,0.01,0.06,0.18,2.08,0.98
2005-01-04,MFIN,1.24,428392.94,173.25,0.02,0.07,0.25,0.2,0.12
2005-01-04,MATR.1^08,3.1,6103328.19,405.23,0.07,0.32,0.48,4.69,1.72
2005-01-04,CEI.Z.^07,1.9,11837039.04,1813.67,-0.04,0.14,0.14,-0.37,0.64
2005-01-04,PXFG,3.7,218053.47,57.2,0.08,0.1,-0.45,0.68,0.18
2005-01-04,OA^18,1.61,14058368.56,2463.0,-0.06,0.06,0.0,-0.03,1.13
2005-01-04,PHS^05,2.1,50418112.4,4760.68,0.11,0.48,0.53,2.96,7.99
2005-01-04,STEN.1^15,5.88,132040.85,10.53,0.0,0.16,0.23,0.07,0.16
2005-01-04,IMI.2^07,1.24,733703.94,20686.32,0.03,0.21,0.17,1.09,0.55
2005-01-04,DXR,0.89,51813.93,105.96,0.05,-0.05,0.05,0.95,1.18
2005-01-04,BCAR.1^15,4.36,156173.76,33.92,0.02,0.14,0.12,-0.03,0.66
2005-01-04,BSQR^23,8.19,930030.22,56.52,-0.23,0.99,0.42,0.0,0.17
2005-01-04,EQY^17,1.18,4349940.76,1729.06,0.01,0.15,0.27,0.45,1.4
2005-01-04,CCC.1^18,2.87,1705579.42,354.78,0.02,0.21,0.3,0.42,0.86
2005-01-04,NSS.1^06,4.86,7531713.01,598.23,0.31,0.36,0.56,3.27,5.13
2005-01-04,PUK,1.6,460795.0,18304.92,0.0,0.03,0.06,0.11,1.36
2005-01-04,RIVR^16,0.99,13299.68,35.86,0.01,-0.02,0.08,-0.45,0.24
2005-01-04,BIO,1.74,4627988.27,1479.17,0.0,0.06,-0.01,-0.95,2.56
2005-01-04,UOVEY,0.0,1058684.91,13293.92,-0.01,0.02,0.06,0.2,0.01
2005-01-04,PDRT^11,1.02,6750.48,11.13,-0.04,0.13,2.26,-0.17,0.52
2005-01-04,SAN,1.28,3387728.95,67062.15,0.01,0.22,0.17,0.33,0.41
2005-01-04,OPTC^11,4.6,88225.01,27.89,-0.04,-0.03,-0.13,-0.04,0.15
2005-01-04,MYOG^06,5.4,1072177.7,288.28,-0.09,-0.08,0.02,-0.52,0.35
2005-01-04,NODB,0.1,1833.23,,0.06,0.07,0.09,1.88,1.06
2005-01-04,TCNO^05,3.75,2410612.32,185.82,0.34,0.47,0.29,1.49,1.49
2005-01-04,BKBK^14,0.83,15306.73,38.62,0.01,0.09,0.07,0.29,0.18
2005-01-04,BLUE.2^05,4.32,123105.88,33.97,-0.05,-0.02,-0.26,-0.09,0.01
2005-01-04,IBCA.1^15,1.93,138597.26,119.38,-0.02,0.13,0.12,-0.14,0.89
2005-01-04,SNX,1.93,1148090.87,650.41,0.05,0.31,0.48,1.65,0.86
2005-01-04,PWI.1^08,1.47,11435621.98,1532.14,0.02,0.04,,0.31,-0.04
2005-01-04,CSBK^18,2.76,305604.36,370.95,-0.07,0.03,0.0,-0.36,0.35
2005-01-04,STSU^10,0.04,1720.23,20.75,-0.13,0.01,0.33,-1.2,1.25
2005-01-04,AH.Z^07,3.68,34782186.65,1555.22,-0.01,-0.03,0.28,1.98,3.48
2005-01-04,3IMFN^07,1.81,269416.11,58.17,0.22,0.08,-0.1,0.61,0.43
2005-01-04,KEP,1.39,13675053.09,16967.02,0.0,0.27,0.49,0.16,0.81
2005-01-04,TIN^12,1.75,46469277.93,3829.83,0.12,0.01,0.01,5.94,3.59
2005-01-04,CGI.1^08,1.61,3795595.68,2024.09,0.02,0.21,0.24,1.67,2.65
2005-01-04,UPS,1.12,193685674.9,95800.66,-0.02,0.09,0.15,-0.82,2.36
2005-01-04,TRRA^05,4.2,135447.67,2156.03,0.06,0.1,0.11,0.12,0.17
2005-01-04,WOOF.1^17,2.08,13573823.41,1602.44,-0.04,-0.07,-0.16,-0.23,-1.42
2005-01-04,DGAS^17,1.63,131108.51,87.43,0.04,0.02,0.16,-0.14,2.09
2005-01-04,PLSB.^07,2.11,2000088.53,417.13,0.14,0.24,,2.4,3.06
2005-01-04,KUBTY,1.19,129996.23,6517.11,0.0,0.04,-0.02,0.72,-0.44
2005-01-04,OTEX,2.99,10770903.81,1015.57,0.14,0.0,-0.29,2.2,-0.1
2005-01-04,EXEL,3.92,2513410.98,710.71,0.01,0.0,-0.05,0.31,0.41
2005-01-04,FRD,6.78,1390886.16,81.95,0.27,0.62,0.89,2.86,2.47
2005-01-04,HRB,1.31,52936707.53,8010.32,0.01,-0.03,0.02,0.02,-0.07
2005-01-04,GLH^07,0.89,2694060.52,9920.01,0.07,0.29,0.27,2.84,5.35
2005-01-04,KORIY^07,1.87,539557.07,1212.36,0.03,0.22,0.1,0.45,0.51
2005-01-04,BYLK^16,2.81,102685.59,133.11,0.11,0.28,0.23,0.56,2.03
2005-01-04,ARBX^11,,23204161.02,67.75,,,,,
2005-01-04,INHX^12,4.38,453687.5,147.25,-0.18,0.25,0.27,-2.26,-0.18
2005-01-04,SNBT^06,2.61,129663.0,183.35,0.06,0.26,-0.21,0.39,-0.18
2005-01-04,COF,1.16,98314752.5,20439.17,0.03,0.1,0.2,2.32,3.19
2005-01-04,ASEI^16,5.53,3072756.13,328.17,-0.1,0.09,0.72,-0.3,2.67
2005-01-04,FJCC^08,3.88,454489.43,110.4,0.16,-0.2,-0.18,0.16,0.41
2005-01-04,CMYS^15,0.0,560.92,,0.1,0.38,0.18,0.18,0.77
2005-01-04,CCDC^06,2.96,210205.56,120.9,0.13,0.18,0.09,1.73,1.78
2005-01-04,WFSC^14,1.46,13367.03,15.16,0.28,0.44,0.4,1.83,1.3
2005-01-04,AEG,1.33,6503960.61,21291.63,0.02,0.22,0.18,0.34,1.0
2005-01-04,WBNK^14,2.68,43736.63,162.34,-0.1,-0.24,0.16,-1.09,-1.25
2005-01-04,CFOK^24,0.0,732.24,48.47,0.03,0.02,0.07,0.34,0.38
2005-01-04,CPD^11,4.04,438480.67,234.94,0.21,0.16,-0.11,0.99,1.66
2005-01-04,PVSW^13,4.77,359857.76,112.79,0.17,-0.03,-0.21,0.31,0.48
2005-01-04,EQIX,2.81,5603372.56,788.95,0.06,0.3,0.37,3.15,1.79
2005-01-04,WSO,1.94,4847473.23,943.04,0.01,0.14,0.27,1.58,0.63
2005-01-04,TRNIQ^15,9.08,17414.79,8.32,-0.06,0.51,0.34,-0.04,0.25
2005-01-04,IFF,1.73,14550981.25,4040.94,0.0,0.06,0.12,0.81,1.69
2005-01-04,GRBMF,0.06,687.69,12369.42,0.12,0.19,0.28,0.12,0.18
2005-01-04,ZLC^14,2.32,10160933.18,1528.65,-0.05,0.0,0.11,-0.78,0.34
2005-01-04,SNRR.1^07,3.06,3722379.24,265.23,0.18,0.34,0.16,0.68,2.43
2005-01-04,ARTNA,1.63,74634.81,111.0,-0.09,0.0,0.02,-1.09,-0.7
2005-01-04,SCBH^20,0.0,2759.23,,0.19,0.16,-0.04,0.21,0.37
2005-01-04,WCCB,0.0,0.0,,0.02,0.03,0.06,0.18,0.2
2005-01-04,RGBOQ^24,4.61,151336.78,70.9,0.08,0.21,0.25,0.15,0.13
2005-01-04,MCHP,2.38,59523449.52,5481.26,-0.1,-0.1,-0.12,-0.27,-2.28
2005-01-04,JKHY,2.18,6014813.68,1800.4,0.05,0.05,0.05,0.71,-0.44
2005-01-04,CMS,1.6,22026296.52,1691.85,-0.01,0.12,0.14,0.15,0.08
2005-01-04,VNLPY^18,5.24,10013.36,249.12,-0.04,0.05,0.68,-0.06,0.19
2005-01-04,LGND,4.4,14470113.88,859.65,-0.05,0.05,-0.26,-0.28,1.36
2005-01-04,AIZ,1.31,14119861.91,4302.09,0.01,0.14,0.17,-0.1,1.01
2005-01-04,FSCI^13,1.5,1131443.09,421.29,0.05,0.02,-0.02,1.74,0.44
2005-01-04,3REMC^11,3.9,5325286.19,447.59,0.1,0.39,0.18,0.92,0.71
2005-01-04,FDBC,0.03,5882.37,62.22,-0.01,-0.02,0.01,0.19,-0.83
2005-01-04,SUZ,0.0,0.0,529.21,0.05,0.06,0.2,0.85,1.55
2005-01-04,TMBLQ^13,0.0,135.67,10.94,0.09,0.09,0.48,0.13,0.09
2005-01-04,COKE,2.07,396871.32,517.06,0.02,0.02,-0.04,1.55,2.02
2005-01-04,DCEL.1^07,6.34,2120862.72,230.12,-0.09,0.19,-0.41,0.01,-0.01
2005-01-04,MAKSY,0.0,745121.97,15596.41,-0.01,0.06,-0.04,0.18,0.89
2005-01-04,EP.1^12,2.19,47973125.79,6691.71,0.03,0.1,0.3,0.29,0.41
2005-01-04,OCLR^18,5.74,2723150.87,162.22,-0.26,-0.3,-0.5,-0.77,-0.21
2005-01-04,WSFS,1.93,1490971.37,422.13,-0.03,0.17,0.25,0.04,0.08
2005-01-04,ICUI,4.04,2565096.52,371.02,-0.01,-0.07,-0.22,0.68,1.81
2005-01-04,ACPIQ^12,1.52,2351478.27,658.06,0.03,0.1,0.05,0.26,0.78
2005-01-04,CKHUY,0.0,0.0,23094.47,0.03,0.12,0.29,0.35,0.53
2005-01-04,VMSI.1^08,2.6,6215393.68,1074.65,0.02,0.23,0.3,3.68,2.51
2005-01-04,MCBC^24,2.71,423479.12,284.56,0.01,0.1,0.19,0.14,2.23
2005-01-04,MAY.2^05,2.48,58477035.39,8584.38,0.0,0.12,0.11,0.75,0.0
2005-01-04,FORR,3.22,1262504.04,391.58,0.07,0.15,0.01,0.82,0.05
2005-01-04,ACTI^10,4.02,1549339.07,379.46,-0.01,0.35,0.27,0.0,0.88
2005-01-04,TKOMY,2.3,1565671.87,26186.46,0.03,0.1,0.02,3.06,-1.21
2005-01-04,FJTSY,0.0,87731.06,13020.57,0.01,0.09,-0.04,1.06,0.53
2005-01-04,DUK,1.28,65758843.15,23761.92,0.02,0.07,0.24,0.3,0.08
2005-01-04,FR,1.49,8388958.82,1688.25,0.01,0.08,0.09,0.34,1.5
2005-01-04,CBOBA^24,0.49,3007.08,12.56,0.02,0.08,0.37,0.61,0.31
2005-01-04,AROPQ^18,2.84,24940367.58,1711.88,-0.01,0.09,0.03,0.26,-0.89
2005-01-04,ABG,1.75,675619.7,448.56,-0.01,-0.02,-0.04,0.2,-0.03
2005-01-04,INTI,3.79,179702.46,19.21,-0.02,-0.19,0.0,-0.03,-0.26
2005-01-04,CSCIF,5.16,270880.87,285.65,-0.1,0.03,0.07,-0.23,-0.19
2005-01-04,KB,1.82,10661896.68,13145.69,0.01,0.13,0.28,1.45,0.01
2005-01-04,MAXY^13,4.78,768752.51,451.95,0.14,0.16,0.1,0.74,1.72
2005-01-04,MMSI,4.0,5083795.56,403.84,0.16,-0.04,-0.06,1.37,3.35
2005-01-04,ACTA^18,4.77,8111150.8,345.48,0.27,0.37,0.34,0.05,1.91
2005-01-04,EXFO^21,4.1,117993.11,327.83,0.0,0.04,0.0,-0.05,-0.51
2005-01-04,ASIL^11,4.34,7288.26,13.72,-0.19,-0.29,-0.31,0.53,-1.35
2005-01-04,GRA^21,4.07,14528145.29,896.92,-0.01,0.36,1.32,0.34,0.04
2005-01-04,FNHM^21,0.0,5482.52,100.91,0.02,0.02,0.02,0.4,-0.52
2005-01-04,CATGY^06,3.7,1267697.0,581.29,0.19,0.21,0.49,1.9,1.93
2005-01-04,GNA^10,5.63,3775184.8,1522.06,0.08,,,0.73,0.68
2005-01-04,AXON,4.73,294432018.58,1838.7,0.02,0.48,0.29,2.58,0.95
2005-01-04,UPM^19,1.44,1485592.87,11686.28,-0.02,0.13,0.14,0.37,0.58
2005-01-04,ICTPU^21,0.0,253.33,2.44,0.2,0.26,-0.05,0.15,0.08
2005-01-04,IRC^16,1.48,3048491.3,1067.1,0.02,0.07,0.2,0.36,0.34
2005-01-04,SOQDQ,4.72,1219331.1,173.17,-0.13,-0.15,0.02,0.0,-0.41
2005-01-04,CRNM^11,9.07,173809.8,10.76,0.02,0.61,0.13,0.04,0.53
2005-01-04,MASC^14,2.15,1269096.95,258.36,-0.01,0.24,0.57,0.53,1.31
2005-01-04,IFSB^18,2.03,45975.85,17.06,0.16,-0.35,-0.45,0.44,-1.11
2005-01-04,AX.3^06,2.41,1088858.93,988.89,-0.04,0.42,,-0.27,1.01
2005-01-04,OCHTQ^12,7.95,590566.57,82.02,0.24,0.68,0.32,0.3,0.23
2005-01-04,SNLC,0.0,14728.43,183.4,0.0,0.01,0.0,0.6,0.13
2005-01-04,ENIAY^22,2.32,3167738.21,5804.08,0.06,0.09,0.4,0.49,0.58
2005-01-04,DTE,1.25,33252822.1,7502.81,0.0,0.02,0.07,-0.55,-0.43
2005-01-04,3SUNB^06,0.04,1670.07,13.05,0.16,0.34,0.48,1.12,3.78
2005-01-04,IAGX,5.9,21641.01,13.08,0.08,0.19,0.53,-0.03,0.14
2005-01-04,RDPL^05,0.79,95977428.55,115460.03,-0.02,0.07,0.09,0.44,0.26
2005-01-04,RMIXQ^10,4.43,425703.94,222.79,-0.01,0.11,0.12,0.17,0.27
2005-01-04,BMS^19,1.41,12650713.49,3110.78,0.01,0.07,0.04,0.79,0.9
2005-01-04,MIPS^13,3.25,2874309.73,409.53,0.04,0.57,0.68,0.57,0.99
2005-01-04,GOLD.3^19,3.89,3626941.5,675.85,-0.13,0.06,0.1,-0.33,-0.89
