ticker,chart_symbol,former_symbols,n_streaks,first_seen,last_seen,streak_spans,windows_per_streak,any_triple,mktcap_bucket,best_rank,total_flagpoles,data_warning,reviewed,notes
CHS^24,CHS,,9,2008-02-11,2023-03-23,2008-02-11..2008-02-19; 2008-09-11..2008-09-22; 2008-12-17..2009-01-02; 2009-02-18..2009-06-22; 2019-09-17..2019-10-01; 2021-06-24..2021-08-06; 2022-05-04..2022-05-06; 2022-06-23..2022-06-30; 2023-03-15..2023-03-23,1M; 1M; 1M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+6M; 6M; 1M+6M,True,small,1,23,,,
CHT,CHT,,1,2009-03-12,2009-03-30,2009-03-12..2009-03-30,1M+3M+6M,True,large_plus,1,2,,,
CHTP^14,CHTP,,1,2014-01-24,2014-04-01,2014-01-24..2014-04-01,1M+3M+6M,True,small,2,2,,,
CHTR,CHTR,,1,2026-08-12,2026-09-03,2026-08-12..2026-09-03,1M,False,large_plus,9,1,,,
CHTRQ^09,CHTRQ,CHTR,4,2005-06-24,2007-01-29,2005-06-24..2005-07-27; 2005-09-02..2005-09-27; 2005-12-19..2005-12-20; 2006-08-11..2007-01-29,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,14,,,
CHTT^10,CHTT,,1,2008-07-10,2008-07-15,2008-07-10..2008-07-15,1M+3M+6M,True,small,15,2,,,
CHUY^24,CHUY,,1,2016-01-21,2016-01-29,2016-01-21..2016-01-29,1M+3M+6M,True,small,1,1,,,
CHU^21,CHU,,1,2008-01-25,2008-02-08,2008-01-25..2008-02-08,1M+3M+6M,True,large_plus,1,2,,,
CHWY,CHWY,,11,2019-12-17,2024-09-24,2019-12-17..2019-12-23; 2020-03-05..2020-06-26; 2020-08-11..2020-09-16; 2020-10-26..2021-03-01; 2021-11-10..2021-11-16; 2022-06-23..2022-08-25; 2022-10-24..2022-12-21; 2023-01-31..2023-02-17; 2023-12-22..2024-01-09; 2024-06-12..2024-07-11; 2024-08-30..2024-09-24,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,31,,,
CHX^25,CHX,,5,2020-06-17,2022-02-01,2020-06-17..2020-06-19; 2020-11-16..2020-11-27; 2021-03-05..2021-03-17; 2021-05-12..2021-05-27; 2022-01-25..2022-02-01,3M; 1M; 1M; 1M+3M+6M; 1M,True,mid,5,11,,,
CHYM,CHYM,,2,2025-12-18,2026-08-25,2025-12-18..2025-12-23; 2026-07-24..2026-08-25,1M; 1M+3M+6M,True,mid,1,6,,,
CI,CI,,2,2008-12-24,2009-08-11,2008-12-24..2009-02-25; 2009-05-28..2009-08-11,1M+3M; 1M+3M+6M,True,mid,2,10,,,
CIEN,CIEN,,8,2005-04-28,2026-06-03,2005-04-28..2005-06-17; 2005-10-05..2005-10-18; 2006-01-12..2006-03-23; 2006-06-15..2006-07-14; 2008-03-11..2008-03-28; 2009-03-25..2009-04-01; 2010-02-04..2010-02-08; 2025-11-14..2026-06-03,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M+3M+6M,True,small,1,37,,,
CIFR,CIFR,,7,2023-12-27,2026-06-23,2023-12-27..2023-12-28; 2024-03-25..2024-04-29; 2024-06-14..2024-08-01; 2024-10-15..2024-12-19; 2025-07-07..2025-11-14; 2026-05-05..2026-05-06; 2026-06-18..2026-06-23,3M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M,True,small,1,27,,,
CIM,CIM,,1,2009-08-28,2009-10-06,2009-08-28..2009-10-06,3M,False,mid,12,1,,,
CIMG,CIMG,,1,2021-11-15,2021-12-27,2021-11-15..2021-12-27,1M+3M+6M,True,small,1,2,,,
CINC^23,CINC,,1,2022-08-24,2022-09-06,2022-08-24..2022-09-06,1M+3M,False,small,8,3,,,
CINF,CINF,,1,2008-11-19,2008-12-31,2008-11-19..2008-12-31,1M+3M+6M,True,mid,4,2,,,
CIR.2^23,CIR,,1,2008-07-24,2008-08-19,2008-07-24..2008-08-19,6M,False,small,13,1,,,
CIS^14,CIS,,1,2010-12-22,2011-01-28,2010-12-22..2011-01-28,1M+3M,False,small,5,2,,,
CIT^22,CIT,,2,2020-06-08,2020-11-04,2020-06-08..2020-06-22; 2020-10-29..2020-11-04,1M; 1M+3M,False,mid,2,4,,,
CIVI^26,CIVI,,6,2015-02-03,2022-05-25,2015-02-03..2015-02-25; 2015-10-26..2015-12-02; 2016-04-26..2016-05-12; 2017-01-17..2017-02-06; 2022-01-21..2022-02-15; 2022-05-24..2022-05-25,1M+3M; 1M+3M; 1M; 1M+3M+6M; 6M; 1M+3M+6M,True,small,1,17,,,
CLB,CLB,,6,2006-08-08,2021-06-16,2006-08-08..2006-08-15; 2009-01-21..2009-01-26; 2009-03-04..2009-03-17; 2015-09-11..2015-10-16; 2016-02-24..2016-02-25; 2021-06-15..2021-06-16,1M+3M+6M; 1M; 1M+3M+6M; 3M+6M; 6M; 3M,True,mid,3,14,,,
CLCD^17,CLCD,,1,2016-09-06,2016-10-21,2016-09-06..2016-10-21,1M+3M+6M,True,small,1,4,,,
CLDA^11,CLDA,,1,2011-02-02,2011-02-24,2011-02-02..2011-02-24,1M+3M+6M,True,small,1,2,,,
CLDR^21,CLDR,,4,2017-09-11,2020-06-26,2017-09-11..2017-09-19; 2018-09-17..2018-09-25; 2019-08-06..2019-09-24; 2020-06-18..2020-06-26,1M+3M; 1M+3M+6M; 1M; 1M,True,mid,2,8,,,
CLDX,CLDX,,18,2013-03-07,2026-03-26,2013-03-07..2013-03-26; 2013-05-02..2013-08-07; 2013-09-30..2013-10-11; 2013-12-03..2013-12-11; 2014-01-22..2014-03-07; 2014-06-10..2014-07-01; 2014-08-26..2014-09-10; 2014-10-29..2015-03-27; 2015-11-20..2015-12-10; 2016-06-07..2016-07-05; 2020-06-11..2020-07-14; 2020-09-30..2020-12-08; 2021-04-30..2021-05-11; 2021-07-12..2021-08-24; 2022-12-15..2023-01-03; 2024-01-17..2024-01-23; 2024-09-17..2024-09-20; 2026-03-24..2026-03-26,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M,True,small,1,56,,,
CLF,CLF,,23,2005-03-08,2025-07-31,2005-03-08..2005-03-17; 2006-02-09..2006-02-14; 2008-01-08..2008-07-09; 2009-01-06..2009-01-07; 2009-10-02..2009-11-02; 2010-01-21..2010-01-25; 2011-11-04..2011-11-14; 2013-05-13..2013-05-23; 2013-08-16..2013-08-28; 2015-05-04..2015-05-13; 2015-08-27..2015-09-17; 2016-03-07..2016-08-12; 2016-11-10..2016-12-20; 2017-02-10..2017-03-03; 2017-07-27..2017-08-07; 2017-09-13..2017-09-15; 2018-03-13..2018-03-15; 2018-08-02..2018-08-09; 2020-11-04..2021-01-14; 2021-03-31..2021-08-23; 2022-01-19..2022-01-20; 2022-03-07..2022-04-14; 2025-07-15..2025-07-31,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,mid,1,72,,,
CLFD,CLFD,,3,2021-12-27,2022-12-09,2021-12-27..2022-01-12; 2022-09-01..2022-09-02; 2022-10-24..2022-12-09,1M+3M+6M; 6M; 3M+6M,True,small,3,4,,,
CLIR,CLIR,,1,2020-06-22,2020-07-15,2020-06-22..2020-07-15,1M+3M,False,small,2,1,,,
CLLS,CLLS,,3,2015-05-29,2023-12-13,2015-05-29..2015-06-16; 2015-11-09..2015-11-23; 2023-11-08..2023-12-13,1M; 1M+3M; 1M+3M+6M,True,small,2,7,,,
CLMT,CLMT,,1,2024-08-26,2024-09-09,2024-08-26..2024-09-09,1M,False,small,6,2,,,
CLNE,CLNE,,10,2008-09-09,2022-11-14,2008-09-09..2008-09-22; 2010-01-25..2010-01-29; 2010-03-16..2010-04-05; 2011-03-11..2011-04-18; 2011-11-23..2011-12-02; 2012-02-28..2012-04-05; 2015-03-02..2015-05-18; 2016-08-23..2016-09-19; 2020-12-22..2021-03-18; 2022-11-09..2022-11-14,1M+6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,small,2,27,,,
CLOV,CLOV,,5,2021-04-28,2026-07-10,2021-04-28..2021-06-25; 2022-03-23..2022-04-04; 2024-08-15..2024-11-08; 2025-01-22..2025-02-13; 2026-06-15..2026-07-10,1M+3M; 1M; 1M+3M+6M; 1M+6M; 1M+3M,True,small,1,15,,,
CLPS,CLPS,,1,2018-07-24,2018-07-26,2018-07-24..2018-07-26,1M,False,small,5,2,,,
CLPT,CLPT,,2,2025-09-25,2026-06-29,2025-09-25..2025-10-10; 2026-06-25..2026-06-29,1M; 1M,False,small,10,4,,,
CLP^13,CLP,,1,2009-10-09,2009-10-29,2009-10-09..2009-10-29,1M,False,small,10,3,,,
CLR^22,CLR,,17,2007-11-06,2022-03-18,2007-11-06..2007-11-14; 2008-02-29..2008-07-25; 2009-01-07..2009-01-12; 2009-03-27..2009-04-01; 2009-06-10..2009-06-12; 2009-08-07..2009-08-12; 2010-05-11..2010-05-14; 2015-01-26..2015-02-12; 2015-10-09..2015-12-07; 2016-03-02..2016-05-13; 2016-12-14..2016-12-15; 2019-09-23..2019-09-30; 2020-04-29..2020-05-04; 2020-06-08..2020-06-12; 2021-03-05..2021-03-19; 2021-05-13..2021-05-21; 2022-01-26..2022-03-18,1M+3M+6M; 1M+3M+6M; 1M; 1M; 6M; 1M; 3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,48,,,
CLS,CLS,,6,2008-02-15,2026-04-30,2008-02-15..2008-02-20; 2008-04-25..2008-05-13; 2025-01-27..2025-02-25; 2025-05-07..2025-05-09; 2025-08-01..2025-12-15; 2026-04-08..2026-04-30,6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,22,,,
CLSDQ^26,CLSDQ,CLSD,2,2018-03-07,2021-07-26,2018-03-07..2018-03-28; 2021-06-17..2021-07-26,1M+3M+6M; 1M+3M,True,small,2,5,,,
CLSK,CLSK,,13,2020-07-21,2025-10-27,2020-07-21..2020-10-12; 2020-12-01..2021-01-19; 2021-10-20..2021-11-04; 2022-02-25..2022-03-02; 2023-02-07..2023-02-09; 2023-04-13..2023-07-31; 2023-11-02..2024-01-10; 2024-02-16..2024-04-08; 2024-05-29..2024-07-29; 2024-10-18..2024-11-12; 2025-05-02..2025-05-13; 2025-06-27..2025-07-22; 2025-09-24..2025-10-27,1M+3M+6M; 1M+6M; 1M; 1M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M,True,small,1,36,,,
CLVSQ^23,CLVSQ,CLVS,16,2013-06-03,2022-07-20,2013-06-03..2013-06-26; 2013-11-27..2013-12-10; 2014-01-17..2014-03-21; 2014-09-09..2014-11-18; 2015-01-22..2015-02-10; 2015-03-25..2015-06-03; 2015-09-15..2015-11-13; 2016-06-03..2016-06-09; 2016-08-08..2016-10-11; 2016-11-29..2017-04-03; 2017-09-27..2017-10-05; 2018-12-13..2019-03-06; 2019-11-13..2019-12-24; 2020-04-20..2020-04-29; 2022-04-06..2022-04-22; 2022-06-28..2022-07-20,1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+6M; 1M; 1M,True,small,1,44,,,
CLVT,CLVT,,2,2020-04-20,2026-03-24,2020-04-20..2020-04-22; 2026-03-20..2026-03-24,3M; 1M,False,mid,7,3,,,
CLW,CLW,,1,2011-08-10,2011-08-15,2011-08-10..2011-08-15,1M+3M+6M,True,small,4,2,,,
CLWR^13,CLWR,,10,2009-07-29,2012-12-21,2009-07-29..2009-08-11; 2009-09-17..2009-09-25; 2010-01-22..2010-01-25; 2010-03-11..2010-03-26; 2010-10-06..2010-10-11; 2011-02-17..2011-02-18; 2011-12-06..2011-12-22; 2012-02-16..2012-04-05; 2012-08-08..2012-08-31; 2012-10-17..2012-12-21,1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,24,,,
CLX,CLX,,1,2020-03-12,2020-03-31,2020-03-12..2020-03-31,1M+3M+6M,True,large_plus,2,4,,,
CLYM,CLYM,,1,2026-06-03,2026-09-02,2026-06-03..2026-09-02,6M,False,small,3,3,,,
CM,CM,,1,2009-01-15,2009-01-20,2009-01-15..2009-01-20,6M,False,large_plus,6,1,,,
CMA^26,CMA,,5,2008-08-07,2011-10-26,2008-08-07..2008-10-06; 2009-03-24..2009-03-25; 2009-04-21..2009-04-22; 2009-07-23..2009-07-29; 2011-10-17..2011-10-26,1M+3M; 1M; 3M; 1M+3M+6M; 1M+3M+6M,True,mid,5,11,,,
CMBMF,CMBMF,,2,2021-04-12,2025-11-21,2021-04-12..2021-04-27; 2025-11-03..2025-11-21,3M+6M; 1M+3M+6M,True,small,2,4,,,
CMBT,CMBT,,1,2020-03-31,2020-04-08,2020-03-31..2020-04-08,1M+3M+6M,True,mid,3,1,,,
CMC,CMC,,4,2005-03-09,2010-03-15,2005-03-09..2005-03-15; 2006-05-18..2006-05-19; 2008-03-26..2008-03-28; 2010-03-08..2010-03-15,1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M,True,mid,1,7,,,
CMCM,CMCM,,9,2014-08-13,2018-02-02,2014-08-13..2014-09-11; 2015-01-22..2015-01-23; 2015-02-11..2015-02-17; 2015-04-10..2015-06-26; 2015-10-29..2015-11-04; 2016-08-19..2016-09-13; 2017-03-21..2017-03-29; 2017-05-24..2017-06-06; 2017-11-09..2018-02-02,1M+3M; 1M; 3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M,True,small,1,26,,,
CMCO,CMCO,,1,2026-07-31,2026-08-13,2026-07-31..2026-08-13,1M,False,small,7,1,,,
CMCSA,CMCSA,,1,2008-12-17,2009-01-16,2008-12-17..2009-01-16,6M,False,large_plus,2,1,,,
CME,CME,,2,2008-09-24,2009-05-22,2008-09-24..2008-10-20; 2009-03-10..2009-05-22,1M+3M+6M; 1M+3M+6M,True,large_plus,1,8,,,
CMG,CMG,,4,2007-08-10,2020-04-23,2007-08-10..2007-08-16; 2008-12-19..2009-01-07; 2009-03-03..2009-05-11; 2020-04-20..2020-04-23,1M+3M+6M; 3M; 1M+3M+6M; 1M+3M,True,small,2,15,,,
CMGE^15,CMGE,,1,2014-09-05,2014-09-30,2014-09-05..2014-09-30,1M+3M+6M,True,small,2,3,,,
CMI,CMI,,2,2007-08-09,2010-05-17,2007-08-09..2007-08-15; 2010-05-06..2010-05-17,1M+3M+6M; 1M+3M+6M,True,large_plus,1,4,,,
CMLSQ.1^18,CMLSQ,CMLS,1,2013-11-08,2013-11-22,2013-11-08..2013-11-22,1M+3M+6M,True,small,8,2,,,
CML^11,CML,,2,2009-12-07,2010-12-09,2009-12-07..2009-12-08; 2010-09-02..2010-12-09,3M+6M; 1M+3M+6M,True,small,2,10,,,
CMOS^08,CMOS,,1,2006-12-13,2006-12-19,2006-12-13..2006-12-19,1M+3M,False,small,5,1,,,
CMO^21,CMO,,1,2008-01-29,2008-02-13,2008-01-29..2008-02-13,3M+6M,False,small,1,3,,,
CMP,CMP,,4,2008-03-20,2024-10-11,2008-03-20..2008-05-02; 2008-12-26..2009-01-09; 2009-02-04..2009-03-12; 2024-10-09..2024-10-11,3M+6M; 3M; 1M+6M; 1M,False,small,1,13,,,
CMPR,CMPR,,4,2009-01-30,2020-08-07,2009-01-30..2009-03-13; 2009-05-06..2009-05-26; 2009-10-07..2009-10-26; 2020-07-31..2020-08-07,1M+3M+6M; 6M; 1M+3M+6M; 1M,True,mid,2,10,,,
CMPS,CMPS,,3,2021-11-05,2026-07-15,2021-11-05..2021-11-08; 2026-04-23..2026-04-24; 2026-06-26..2026-07-15,1M; 1M; 3M,False,small,10,5,,,
CMPX,CMPX,,1,2026-02-18,2026-02-23,2026-02-18..2026-02-23,6M,False,small,13,1,,,
CMRC,CMRC,,2,2021-07-19,2023-08-23,2021-07-19..2021-07-20; 2023-08-09..2023-08-23,1M+6M; 3M+6M,False,mid,8,2,,,
CMRX^25,CMRX,,4,2014-09-19,2025-01-24,2014-09-19..2015-01-22; 2015-08-12..2015-08-17; 2015-12-01..2015-12-03; 2024-12-16..2025-01-24,1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M,True,small,1,15,,,
CMTL,CMTL,,5,2005-03-24,2024-07-26,2005-03-24..2005-05-05; 2005-12-06..2005-12-07; 2008-10-07..2008-10-13; 2024-06-18..2024-07-15; 2024-07-25..2024-07-26,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 3M,True,small,1,13,,,
CN.1^08,CN,,1,2008-02-05,2008-02-08,2008-02-05..2008-02-08,3M+6M,False,large_plus,5,3,,,
CNC,CNC,,1,2020-04-17,2020-04-21,2020-04-17..2020-04-21,1M+3M+6M,True,large_plus,6,2,,,
CNCE^23,CNCE,,3,2017-03-22,2023-01-26,2017-03-22..2017-04-04; 2017-12-20..2017-12-28; 2023-01-19..2023-01-26,1M+3M+6M; 1M+3M+6M; 1M+6M,True,small,2,5,,,
CNDT,CNDT,,1,2020-08-11,2020-08-31,2020-08-11..2020-08-31,1M,False,small,7,1,,,
CNET,CNET,,2,2014-09-29,2018-01-19,2014-09-29..2014-10-10; 2018-01-08..2018-01-19,1M+3M+6M; 1M+3M+6M,True,small,1,4,,,
CNI,CNI,,1,2009-01-16,2009-01-20,2009-01-16..2009-01-20,6M,False,large_plus,11,1,,,
CNK,CNK,,1,2020-11-13,2020-11-18,2020-11-13..2020-11-18,1M,False,small,11,3,,,
CNO,CNO,,3,2009-05-18,2010-03-23,2009-05-18..2009-06-02; 2009-08-03..2009-10-30; 2010-03-22..2010-03-23,1M; 1M+3M+6M; 1M+3M+6M,True,small,1,10,,,
CNP,CNP,,1,2008-11-21,2008-12-01,2008-11-21..2008-12-01,1M+6M,False,mid,7,3,,,
CNQ,CNQ,CN,3,2009-01-08,2020-05-22,2009-01-08..2009-01-14; 2009-03-23..2009-04-01; 2020-04-29..2020-05-22,1M; 1M+3M+6M; 1M,True,large_plus,2,10,,,
CNQR^14,CNQR,,3,2007-08-09,2008-12-15,2007-08-09..2007-08-21; 2008-08-08..2008-09-18; 2008-12-10..2008-12-15,1M+3M+6M; 1M+3M+6M; 1M,True,small,2,9,,,
CNR,CNR,,3,2018-04-27,2022-09-09,2018-04-27..2018-05-07; 2021-09-27..2021-10-26; 2022-02-09..2022-09-09,1M+3M; 1M+3M+6M; 1M+3M+6M,True,small,1,8,,,
CNR.5^22,CNR,CNX,2,2008-08-18,2021-05-28,2008-08-18..2008-08-19; 2021-05-21..2021-05-28,3M; 3M,False,small,8,4,,,
CNST^21,CNST,,2,2019-11-06,2020-05-07,2019-11-06..2020-01-09; 2020-04-20..2020-05-07,1M+3M+6M; 6M,True,small,1,7,,,
CNSWF,CNSWF,,2,2026-03-13,2026-08-18,2026-03-13..2026-03-20; 2026-08-05..2026-08-18,1M+3M+6M; 1M+3M+6M,True,large_plus,4,2,,,
CNTA^26,CNTA,,3,2024-09-13,2025-11-24,2024-09-13..2024-10-18; 2025-08-05..2025-09-12; 2025-11-17..2025-11-24,3M+6M; 1M+3M; 6M,False,mid,5,7,,,
CNVR^14,CNVR,,2,2007-06-07,2009-04-21,2007-06-07..2007-06-08; 2009-04-20..2009-04-21,1M+3M+6M; 3M,True,mid,2,5,,,
CNVS,CNVS,,3,2020-06-08,2021-11-03,2020-06-08..2020-06-26; 2021-08-04..2021-08-12; 2021-09-14..2021-11-03,1M+3M+6M; 1M; 1M+3M+6M,True,small,2,10,,,
CNW^15,CNW,,1,2009-06-29,2009-07-01,2009-06-29..2009-07-01,3M,False,small,10,3,,,
CNX,CNX,,11,2007-11-12,2022-01-31,2007-11-12..2007-11-16; 2008-02-06..2008-03-06; 2008-04-22..2008-05-02; 2008-06-10..2008-07-03; 2009-05-18..2009-05-21; 2016-02-17..2016-07-07; 2019-08-23..2019-09-13; 2019-11-11..2019-11-12; 2020-04-13..2020-05-01; 2020-08-12..2020-08-21; 2022-01-28..2022-01-31,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 3M; 1M+3M+6M; 1M; 6M,True,large_plus,1,36,,,
CNXC,CNXC,,2,2021-03-25,2025-04-11,2021-03-25..2021-04-05; 2025-03-31..2025-04-11,1M; 1M+3M+6M,True,mid,5,5,,,
CNXT.1^11,CNXT,,3,2006-09-05,2010-03-09,2006-09-05..2006-09-08; 2007-09-25..2007-09-26; 2010-02-17..2010-03-09,1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,4,,,
COAG,COAG,,1,2026-07-16,2026-08-27,2026-07-16..2026-08-27,1M+3M,False,small,1,2,,,
COCO,COCO,,1,2023-08-16,2023-09-22,2023-08-16..2023-09-22,1M+3M+6M,True,small,6,3,,,
COCOQ^15,COCOQ,COCO,7,2008-04-15,2012-02-29,2008-04-15..2008-06-17; 2008-08-26..2008-10-02; 2008-11-19..2009-02-24; 2010-09-30..2010-10-13; 2011-01-10..2011-02-09; 2011-06-09..2011-06-15; 2012-02-13..2012-02-29,1M+3M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,24,,,
COCP,COCP,,2,2020-03-02,2020-08-18,2020-03-02..2020-03-13; 2020-08-04..2020-08-18,1M+3M; 6M,False,small,4,5,,,
CODI,CODI,,1,2026-04-09,2026-04-22,2026-04-09..2026-04-22,1M+3M,False,small,3,2,,,
CODX,CODX,,4,2020-02-03,2021-08-16,2020-02-03..2020-03-18; 2020-04-28..2020-06-03; 2020-07-10..2020-08-14; 2021-08-02..2021-08-16,1M+3M+6M; 1M+3M+6M; 6M; 1M,True,small,1,10,,,
COF,COF,,6,2008-02-08,2009-11-04,2008-02-08..2008-02-15; 2008-04-01..2008-04-14; 2008-08-08..2008-10-06; 2009-04-09..2009-06-10; 2009-07-27..2009-08-11; 2009-10-30..2009-11-04,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,18,,,
COGT,COGT,,6,2022-06-17,2026-03-06,2022-06-17..2022-09-19; 2024-02-16..2024-02-26; 2024-06-21..2024-07-15; 2025-07-21..2025-08-01; 2025-10-27..2025-12-26; 2026-02-20..2026-03-06,1M+3M+6M; 1M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 6M,True,mid,1,16,,,
COGT.1^10,COGT,,1,2008-12-02,2008-12-29,2008-12-02..2008-12-29,1M+3M+6M,True,small,1,3,,,
COHR,COHR,,7,2008-08-19,2026-06-03,2008-08-19..2008-08-22; 2020-05-19..2020-05-22; 2020-05-27..2020-06-02; 2023-06-09..2023-07-11; 2024-11-15..2024-12-18; 2025-08-14..2025-08-19; 2025-11-13..2026-06-03,3M+6M; 1M; 3M; 1M+3M+6M; 1M+3M+6M; 3M; 1M+3M+6M,True,large_plus,1,23,,,
COHR.1^22,COHR,,1,2019-01-30,2019-02-12,2019-01-30..2019-02-12,1M+3M+6M,True,mid,7,4,,,
COHU,COHU,,2,2021-04-20,2026-07-01,2021-04-20..2021-04-22; 2026-05-06..2026-07-01,1M+6M; 1M+3M+6M,True,mid,7,6,,,
COIN,COIN,,11,2021-07-15,2026-09-15,2021-07-15..2021-08-23; 2022-07-29..2022-08-24; 2023-01-23..2023-04-20; 2023-06-02..2023-08-02; 2023-11-02..2024-01-10; 2024-02-26..2024-04-09; 2024-06-06..2024-06-21; 2024-10-16..2024-12-18; 2025-05-29..2025-07-30; 2026-03-17..2026-03-26; 2026-07-29..2026-09-15,1M+3M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,30,,,
COKE,COKE,,2,2019-05-14,2019-08-26,2019-05-14..2019-05-22; 2019-08-21..2019-08-26,1M+3M+6M; 1M+3M+6M,True,mid,1,3,,,
COLB,COLB,,2,2008-09-16,2011-10-25,2008-09-16..2008-09-18; 2011-10-20..2011-10-25,1M+3M; 1M+3M+6M,True,small,7,3,,,
COLL,COLL,,2,2017-11-13,2020-03-04,2017-11-13..2018-03-29; 2020-02-13..2020-03-04,1M+3M+6M; 6M,True,small,3,8,,,
COMP,COMP,,8,2021-08-16,2026-07-16,2021-08-16..2021-08-19; 2021-08-27..2021-08-31; 2023-02-02..2023-02-14; 2023-05-25..2023-06-05; 2023-07-26..2023-08-09; 2024-07-18..2024-09-26; 2025-02-21..2025-04-04; 2026-07-07..2026-07-16,1M; 3M; 1M+3M; 1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M,True,mid,2,20,,,
CONNQ^25,CONNQ,CONN,11,2013-04-18,2022-02-07,2013-04-18..2013-04-22; 2015-02-10..2015-04-20; 2015-05-27..2015-06-04; 2015-11-27..2015-12-16; 2016-09-22..2016-10-07; 2017-05-15..2017-06-23; 2017-11-03..2017-12-20; 2018-06-12..2018-06-26; 2018-09-04..2018-09-10; 2019-09-13..2019-09-20; 2022-01-14..2022-02-07,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M; 1M+3M+6M; 3M+6M; 1M; 3M; 1M+3M+6M; 1M+3M+6M,True,small,1,31,,,
COO,COO,,1,2009-01-13,2009-03-25,2009-01-13..2009-03-25,1M+3M+6M,True,small,1,6,,,
COOP^25,COOP,,2,2025-04-08,2025-08-08,2025-04-08..2025-04-17; 2025-08-07..2025-08-08,1M+3M+6M; 1M+3M+6M,True,large_plus,4,5,,,
COP,COP,,1,2020-04-29,2020-05-14,2020-04-29..2020-05-14,1M,False,large_plus,11,3,,,
CORE^21,CORE,,1,2020-04-01,2020-04-13,2020-04-01..2020-04-13,1M+3M,False,small,13,3,,,
