date,ticker,adr14,adv30,mktcap,ret_1m,sma10_rising_diff,sma20_rising_diff,qualifies_1m
2016-08-18,CHKAQ^21,5.76,240492988.93,3892.48,0.41,0.08,0.82,True
2016-08-18,CWEI^17,6.91,24024786.46,679.09,1.15,19.44,17.54,True
2016-08-18,ENDPQ^24,5.14,138047262.16,5471.11,0.3,4.38,2.97,True
2016-08-18,HRTX,7.11,17016216.49,797.03,0.33,2.77,1.43,True
2016-08-18,PBYI,5.26,30524820.97,1577.36,0.62,1.0,15.52,True
2016-08-18,RDUS.1^22,7.11,49851767.06,2435.39,0.44,7.25,12.01,True
2016-08-18,REN^19,10.52,31574229.45,222.37,1.5,6.9,5.18,True
2016-08-18,SGYPQ^19,5.06,11018405.37,897.05,0.44,0.81,0.68,True
2016-08-18,SM,5.18,116953256.21,2756.16,0.4,6.14,3.13,True
2016-08-18,SNECQ^20,6.26,17479896.71,1062.37,0.46,1.99,0.29,True
2016-08-18,TWLO,7.26,243237526.22,4496.52,0.38,10.0,8.95,True
2016-08-18,VTLE^25,5.18,43962200.81,2690.22,0.32,1.67,0.16,True
2016-08-18,YRD,10.92,23577256.98,1635.07,0.82,6.59,10.36,True
2016-08-19,ACIA^21,6.13,115402055.75,3544.52,0.84,28.58,29.68,True
2016-08-19,AMRN,6.4,11961695.52,563.05,0.36,0.34,0.78,True
2016-08-19,ATHM,5.0,22184845.64,2916.99,0.25,2.8,2.73,True
2016-08-19,CARM,9.17,13435989.05,92.25,0.82,0.83,2.01,True
2016-08-19,CWEI^17,6.88,24777265.71,679.09,1.11,19.53,19.12,True
2016-08-19,ENDPQ^24,5.03,137856547.71,5471.11,0.27,4.82,3.17,True
2016-08-19,HRTX,6.21,16979601.61,797.03,0.25,2.74,1.71,True
2016-08-19,PBYI,5.2,30182123.03,1577.36,0.5,0.51,15.56,True
2016-08-19,RDUS.1^22,7.09,52876725.07,2435.39,0.36,6.43,12.17,True
2016-08-19,REN^19,10.61,33800820.12,222.37,1.63,8.21,5.54,True
2016-08-19,SGYPQ^19,5.18,10988303.81,897.05,0.34,0.82,0.73,True
2016-08-19,SM,5.03,118444650.97,2756.16,0.36,6.58,3.83,True
2016-08-19,SNECQ^20,6.48,17686635.79,1062.37,0.37,2.16,0.52,True
2016-08-19,TWLO,7.47,252015886.42,4496.52,0.32,11.27,9.05,True
2016-08-19,VTLE^25,5.19,44232433.6,2690.22,0.3,1.68,0.4,True
2016-08-19,YRD,10.89,24476163.85,1635.07,0.68,7.54,10.79,True
2016-08-22,ACIA^21,6.0,117523728.43,4252.54,1.01,33.79,31.09,True
2016-08-22,AMRN,6.14,12365980.26,579.55,0.35,0.25,0.8,True
2016-08-22,BHC,5.14,800104255.06,9866.68,0.29,5.42,2.77,True
2016-08-22,CARM,8.92,13485640.36,93.63,0.93,0.82,2.06,True
2016-08-22,CWEI^17,6.95,25491596.41,782.65,1.09,19.05,20.44,True
2016-08-22,ENDPQ^24,5.09,137202191.23,5210.91,0.29,5.25,3.28,True
2016-08-22,HRTX,5.67,17143050.32,813.04,0.3,2.74,1.97,True
2016-08-22,JOYY,5.45,67500718.89,2633.04,0.28,8.72,7.59,True
2016-08-22,RDUS.1^22,6.68,54304166.77,2426.81,0.36,6.16,12.34,True
2016-08-22,REN^19,11.0,35204093.91,292.33,1.72,9.18,5.99,True
2016-08-22,SGYPQ^19,5.01,11098540.41,925.81,0.3,0.81,0.78,True
2016-08-22,SM,5.01,120579614.7,3095.72,0.36,6.51,4.52,True
2016-08-22,SNECQ^20,6.86,17761611.82,1148.61,0.37,2.05,0.72,True
2016-08-22,TWLO,7.19,258948904.24,4630.69,0.45,12.71,9.22,True
2016-08-22,VTLE^25,5.48,44504892.4,3096.15,0.29,1.54,0.62,True
2016-08-22,YRD,11.27,25510963.75,2144.03,0.55,8.32,11.04,True
2016-08-23,ACIA^21,6.76,121380530.13,4252.54,0.82,37.44,32.39,True
2016-08-23,AMRN,5.77,12560650.32,579.55,0.35,0.14,0.82,True
2016-08-23,BHC,5.01,816054640.79,9866.68,0.36,5.22,2.96,True
2016-08-23,CARM,8.3,13698456.37,93.63,0.93,0.86,2.07,True
2016-08-23,CLNE,5.58,10006124.6,552.3,0.4,0.99,0.02,True
2016-08-23,CLVSQ^23,7.08,26775836.24,661.04,0.62,2.41,2.2,True
2016-08-23,CWEI^17,6.53,25743190.03,782.65,1.03,18.79,21.15,True
2016-08-23,HRTX,5.2,17059876.53,813.04,0.25,2.52,2.23,True
2016-08-23,JOYY,5.56,68700244.97,2633.04,0.3,8.87,7.7,True
2016-08-23,RDUS.1^22,6.07,54589161.64,2426.81,0.25,5.63,12.36,True
2016-08-23,REN^19,12.84,35659301.97,292.33,1.33,9.69,6.3,True
2016-08-23,SGYPQ^19,5.21,11208533.45,925.81,0.25,0.75,0.8,True
2016-08-23,SNECQ^20,6.66,17412292.52,1148.61,0.44,1.96,0.88,True
2016-08-23,TWLO,8.01,267941358.96,4630.69,0.38,13.76,9.35,True
2016-08-23,VTLE^25,5.33,44423645.48,3096.15,0.31,1.57,0.73,True
2016-08-23,YRD,12.36,26417864.2,2144.03,0.47,8.27,11.07,True
2016-08-24,ACIA^21,7.7,127792458.97,4252.54,0.57,40.28,32.91,True
2016-08-24,AMRN,5.61,12918680.55,579.55,0.3,0.02,0.84,True
2016-08-24,BHC,5.52,817303962.24,9866.68,0.34,5.16,3.14,True
2016-08-24,CARM,9.21,13854371.42,93.63,0.53,0.93,2.01,True
2016-08-24,CLNE,5.89,10225249.07,552.3,0.37,1.05,0.1,True
2016-08-24,CLVSQ^23,8.04,36862036.14,661.04,0.62,2.92,2.49,True
2016-08-24,CWEI^17,6.69,25523724.69,782.65,0.81,18.4,21.9,True
2016-08-24,ENDPQ^24,5.81,144712244.46,5210.91,0.26,4.45,3.56,True
2016-08-24,EXAS^26,5.3,92153120.95,2205.85,0.29,2.04,6.65,True
2016-08-24,MOMO,5.21,29853475.65,3077.69,0.47,2.15,3.55,True
2016-08-24,PBYI,5.05,35905396.57,1624.72,0.38,3.15,14.94,True
2016-08-24,REN^19,12.69,34651469.68,292.33,1.6,9.91,6.68,True
2016-08-24,SNECQ^20,6.71,17994568.32,1148.61,0.47,1.89,1.08,True
2016-08-24,TWLO,8.72,269580254.39,4630.69,0.32,14.65,9.27,True
2016-08-24,UNTCQ^20,5.62,11256965.13,875.69,0.37,3.5,0.16,True
2016-08-24,VTLE^25,5.03,44689677.25,3096.15,0.31,1.59,0.94,True
2016-08-25,ACIA^21,7.98,129549582.38,4252.54,0.62,43.21,33.51,True
2016-08-25,BHC,5.74,820271676.7,9866.68,0.35,5.68,3.4,True
2016-08-25,CARM,9.76,13899631.24,93.63,0.28,1.03,1.9,True
2016-08-25,CLNE,6.0,10533199.49,552.3,0.39,1.11,0.18,True
2016-08-25,CLVSQ^23,7.9,39464493.08,661.04,0.62,3.35,2.98,True
2016-08-25,CWEI^17,6.53,25430174.5,782.65,0.67,17.47,23.08,True
2016-08-25,EGRX,5.14,22063212.19,944.6,0.28,9.8,11.03,True
2016-08-25,MOMO,5.37,32190534.2,3077.69,0.54,2.58,3.78,True
2016-08-25,OASPQ^20,5.62,100008508.07,1852.7,0.22,1.69,0.36,True
2016-08-25,PBYI,5.51,37753814.44,1624.72,0.24,4.54,14.45,True
2016-08-25,REN^19,14.81,35444960.77,292.33,1.26,9.4,6.97,True
2016-08-25,SNECQ^20,6.53,18363857.84,1148.61,0.41,1.76,1.29,True
2016-08-25,TVTY^22,5.36,21849401.82,897.37,1.02,6.24,9.21,True
2016-08-25,TWLO,9.4,269063816.25,4630.69,0.27,14.31,9.51,True
2016-08-25,UNTCQ^20,5.52,11377147.72,875.69,0.31,3.53,0.62,True
2016-08-25,VTLE^25,5.04,40241100.28,3096.15,0.24,1.56,1.15,True
2016-08-26,ACIA^21,7.94,137357453.22,4252.54,0.71,41.36,34.4,True
2016-08-26,BHC,5.95,829703224.62,9866.68,0.32,6.01,3.71,True
2016-08-26,CHKAQ^21,5.28,267713747.43,4722.15,0.24,1.1,0.83,True
2016-08-26,CLNE,6.04,10731374.37,552.3,0.42,1.15,0.28,True
2016-08-26,CLVSQ^23,7.66,41838914.12,661.04,0.59,3.72,3.39,True
2016-08-26,CWEI^17,6.92,25950886.92,782.65,0.66,16.3,23.79,True
2016-08-26,EGRX,5.12,22003351.97,944.6,0.29,7.73,11.67,True
2016-08-26,JOYY,6.26,71139193.09,2633.04,0.2,6.78,8.06,True
2016-08-26,MOMO,5.69,35785208.67,3077.69,0.6,3.06,4.04,True
2016-08-26,OASPQ^20,5.3,100385179.57,1852.7,0.33,1.53,0.55,True
2016-08-26,PBYI,5.39,38771049.26,1624.72,0.22,5.57,13.84,True
2016-08-26,REN^19,14.21,35738832.72,292.33,1.5,8.87,7.27,True
2016-08-26,SNECQ^20,5.2,18639709.06,1148.61,0.48,1.65,1.45,True
2016-08-26,TVTY^22,5.3,22833168.75,897.37,0.79,5.98,9.35,True
2016-08-26,TWLO,9.31,277704202.8,4630.69,0.26,13.14,9.98,True
2016-08-26,UNTCQ^20,5.02,11537863.02,875.69,0.42,3.53,1.01,True
2016-08-29,ACIA^21,7.84,145826173.81,3996.16,0.77,38.64,35.73,True
2016-08-29,BHC,5.36,830138216.12,10584.2,0.32,5.81,4.16,True
2016-08-29,CHKAQ^21,5.17,269008492.18,4962.53,0.25,1.15,0.88,True
2016-08-29,CLNE,6.03,10856942.5,571.98,0.46,1.17,0.39,True
2016-08-29,CLVSQ^23,7.37,42543589.59,887.13,0.68,4.03,3.79,True
2016-08-29,CWEI^17,6.76,26192296.36,757.22,0.86,14.42,24.87,True
2016-08-29,HAPN,5.81,47092875.44,2040.46,0.21,0.52,0.78,True
2016-08-29,HPR^21,5.9,13503007.86,385.94,0.19,0.61,0.07,True
2016-08-29,JOYY,6.03,72165572.21,2618.77,0.22,5.27,8.25,True
2016-08-29,MOMO,6.07,40979356.13,4144.52,0.67,3.48,4.2,True
2016-08-29,OASPQ^20,5.13,99802075.5,1730.03,0.36,1.27,0.83,True
2016-08-29,PBYI,5.36,39261608.85,1869.29,0.22,6.61,13.4,True
2016-08-29,RDUS.1^22,6.0,59446547.71,2330.24,0.2,2.36,11.95,True
2016-08-29,REN^19,13.9,36028581.29,257.04,1.54,7.68,7.64,True
2016-08-29,TVTY^22,5.38,23451014.43,900.61,0.64,5.47,9.53,True
2016-08-29,TWLO,9.18,280557943.55,4577.53,0.26,10.76,10.44,True
2016-08-30,ACIA^21,7.86,148117130.87,3996.16,0.74,35.74,37.45,True
2016-08-30,BHC,5.26,828323748.15,10584.2,0.37,5.63,4.55,True
2016-08-30,CHKAQ^21,5.22,271127492.94,4962.53,0.22,1.11,0.93,True
2016-08-30,CLNE,5.43,11084104.7,571.98,0.54,1.15,0.51,True
2016-08-30,CLVSQ^23,7.24,43751001.08,887.13,0.68,4.43,4.25,True
2016-08-30,CWEI^17,6.61,27013375.02,757.22,0.83,12.46,26.02,True
2016-08-30,ENDPQ^24,5.28,150273026.46,4758.37,0.2,1.08,4.07,True
2016-08-30,HAPN,5.72,46981832.71,2040.46,0.2,0.39,0.81,True
2016-08-30,JOYY,5.86,73132293.38,2618.77,0.23,4.26,8.44,True
2016-08-30,MOMO,6.19,45146938.88,4144.52,0.7,4.02,4.29,True
2016-08-30,PBYI,5.1,39610856.36,1869.29,0.19,7.67,13.0,True
2016-08-30,RDUS.1^22,5.7,60061036.87,2330.24,0.17,1.66,11.74,True
2016-08-30,REN^19,12.57,36315439.35,257.04,1.5,6.34,8.05,True
2016-08-30,SGYPQ^19,5.64,12520477.23,843.12,0.17,0.2,0.85,True
2016-08-30,TWLO,9.1,283746695.01,4577.53,0.32,8.07,11.04,True
2016-08-30,VNDA,5.24,10229018.64,656.35,0.38,0.97,1.5,True
2016-08-31,ACIA^21,8.0,148875052.72,3996.16,0.72,29.95,39.07,True
2016-08-31,BHC,5.47,823127826.1,10584.2,0.39,4.77,4.92,True
2016-08-31,CARM,9.26,13832810.59,92.45,0.3,0.36,1.69,True
2016-08-31,CHKAQ^21,5.4,272640752.8,4962.53,0.22,1.14,0.93,True
2016-08-31,CLNE,6.18,11485599.8,571.98,0.52,1.05,0.61,True
2016-08-31,CLVSQ^23,7.41,47179982.59,887.13,0.65,4.99,4.71,True
2016-08-31,CWEI^17,7.44,28202613.85,757.22,0.73,9.3,26.56,True
2016-08-31,ENDPQ^24,5.14,151350480.73,4758.37,0.22,0.42,4.14,True
2016-08-31,JOYY,5.57,79696764.78,2618.77,0.31,3.46,8.8,True
2016-08-31,MOMO,6.32,49734620.74,4144.52,0.67,4.8,4.5,True
2016-08-31,OCUL,9.0,10137942.88,157.56,0.47,0.06,1.75,True
2016-08-31,REN^19,11.71,36523228.96,257.04,1.71,5.07,8.42,True
2016-08-31,RIGL,7.18,11169286.41,246.88,0.33,0.07,0.61,True
2016-08-31,TK,5.09,12673781.24,563.29,0.22,0.58,0.15,True
2016-08-31,TWLO,8.71,281372547.7,4577.53,0.37,5.51,11.76,True
2016-08-31,VNDA,5.01,10265224.01,656.35,0.27,1.24,1.65,True
2016-09-01,ACIA^21,7.17,147894289.54,3996.16,0.85,24.04,40.44,True
2016-09-01,BHC,5.33,825426352.04,10584.2,0.38,4.06,5.33,True
2016-09-01,CARM,8.99,13989208.88,92.45,0.34,0.25,1.64,True
2016-09-01,CHKAQ^21,5.53,267627667.69,4962.53,0.26,1.03,0.94,True
2016-09-01,CLNE,5.99,12110710.11,571.98,0.66,0.92,0.74,True
2016-09-01,CLVSQ^23,8.12,48927805.35,887.13,0.61,5.44,5.08,True
2016-09-01,CWEI^17,7.47,28865174.74,757.22,0.87,7.62,26.7,True
2016-09-01,HPR^21,5.86,13520812.34,385.94,0.2,0.59,0.27,True
2016-09-01,JOYY,5.76,85954986.15,2618.77,0.33,2.34,9.21,True
2016-09-01,MOMO,6.6,53504374.39,4144.52,0.61,5.49,4.79,True
2016-09-01,PBYI,5.48,41005512.49,1869.29,0.22,9.18,12.33,True
2016-09-01,REN^19,11.02,37378198.15,257.04,2.0,3.91,8.79,True
2016-09-01,RIGL,7.35,11585191.5,246.88,0.24,0.11,0.6,True
2016-09-01,TK,5.42,12685934.54,563.29,0.27,0.39,0.22,True
2016-09-01,TWLO,8.38,288628458.39,4577.53,0.43,4.13,12.25,True
2016-09-01,WATT,6.94,10422334.53,312.22,0.5,3.09,2.7,True
2016-09-02,ACIA^21,6.82,150846913.71,3996.16,0.83,18.8,41.89,True
2016-09-02,BHC,5.4,825945439.2,10584.2,0.29,3.39,5.73,True
2016-09-02,CARM,8.02,13968471.1,92.45,0.18,0.18,1.6,True
2016-09-02,CHKAQ^21,5.17,265986545.97,4962.53,0.31,0.96,1.0,True
2016-09-02,CLNE,6.27,12457541.04,571.98,0.6,0.82,0.85,True
2016-09-02,CLVSQ^23,8.19,49567342.6,887.13,0.53,6.07,5.25,True
2016-09-02,CWEI^17,7.07,29820066.61,757.22,0.63,6.17,26.73,True
2016-09-02,HPR^21,5.34,13576400.67,385.94,0.2,0.51,0.38,True
2016-09-02,JOYY,5.75,96551069.57,2618.77,0.37,2.08,9.49,True
2016-09-02,MOMO,6.59,58446763.2,4144.52,0.64,6.2,5.13,True
2016-09-02,PBYI,5.63,38059144.18,1869.29,0.15,9.74,12.12,True
2016-09-02,REN^19,9.1,41376060.71,257.04,2.5,3.0,9.41,True
2016-09-02,RIGL,7.75,11771463.96,246.88,0.15,0.18,0.58,True
2016-09-02,TWLO,6.86,293167869.06,4577.53,0.48,3.07,12.76,True
2016-09-02,VNDA,5.01,10456409.24,656.35,0.3,1.84,1.9,True
2016-09-02,WATT,6.73,11287092.73,312.22,0.53,3.45,2.94,True
2016-09-06,ACIA^21,6.43,163049128.43,4191.78,0.89,14.06,44.07,True
2016-09-06,BHC,5.23,826972602.83,9873.55,0.33,2.33,6.12,True
2016-09-06,CARM,7.39,13352136.18,94.8,0.16,0.04,1.54,True
2016-09-06,CLCD^17,5.53,11517810.73,162.82,1.87,2.24,0.91,True
2016-09-06,CLNE,5.89,12779151.79,599.53,0.67,0.71,0.97,True
2016-09-06,CLVSQ^23,8.19,50086373.21,896.71,0.49,6.39,5.6,True
2016-09-06,CMCM,5.12,12656067.01,1788.6,0.09,0.03,1.92,True
2016-09-06,CWEI^17,6.73,31412537.05,814.05,0.58,5.61,26.54,True
2016-09-06,HPR^21,5.48,13598264.58,405.81,0.06,0.46,0.46,True
2016-09-06,JOYY,5.77,100714879.99,2904.74,0.31,1.25,9.61,True
2016-09-06,MOMO,6.55,63247107.78,4697.12,0.62,6.66,5.48,True
2016-09-06,PBYI,5.6,38272253.88,1864.42,0.23,9.26,12.17,True
2016-09-06,REN^19,8.43,44243730.23,339.48,2.47,2.24,10.02,True
2016-09-06,RIGL,7.7,11895059.7,321.61,0.16,0.26,0.56,True
2016-09-06,TWLO,6.41,304557562.33,4861.88,0.44,1.5,13.33,True
2016-09-06,WATT,5.97,13254463.83,346.55,0.55,3.79,3.26,True
2016-09-07,ACIA^21,6.38,169459469.32,4191.78,0.85,10.61,45.94,True
2016-09-07,AMD,5.0,191598103.69,5950.91,0.02,0.4,1.08,True
2016-09-07,CLCD^17,8.29,13745208.52,162.82,1.76,3.42,1.55,True
2016-09-07,CLNE,5.53,12982198.12,599.53,0.64,0.6,1.09,True
2016-09-07,CLVSQ^23,7.85,50619207.14,896.71,0.39,5.87,5.9,True
2016-09-07,CWEI^17,6.56,31438625.99,814.05,0.44,5.07,26.38,True
2016-09-07,DNRCQ^20,6.04,33388492.61,1274.65,0.06,0.06,0.03,True
2016-09-07,HPR^21,5.64,13877196.56,405.81,0.2,0.4,0.53,True
2016-09-07,JOYY,5.47,102215989.87,2904.74,0.26,0.69,9.54,True
2016-09-07,MOMO,6.8,66693160.66,4697.12,0.63,6.59,5.82,True
2016-09-07,PBYI,5.73,36668970.88,1864.42,0.21,8.4,12.12,True
2016-09-07,REN^19,8.49,45537984.77,339.48,2.38,2.0,10.52,True
2016-09-07,RIGL,7.63,12017211.96,321.61,0.08,0.31,0.54,True
2016-09-07,TWLO,6.66,311527444.91,4861.88,0.33,0.25,13.78,True
2016-09-07,VNDA,6.28,11547366.25,665.77,0.32,2.59,2.21,True
2016-09-07,WATT,7.81,16772916.6,346.55,0.34,3.59,3.57,True
2016-09-08,ACIA^21,6.17,171362289.77,4191.78,0.8,8.93,47.4,True
2016-09-08,CLCD^17,8.93,14508540.04,162.82,1.45,4.7,2.19,True
2016-09-08,CLNE,5.25,13144757.69,599.53,0.62,0.55,1.17,True
2016-09-08,CLVSQ^23,7.77,62182647.3,896.71,0.77,5.79,6.4,True
2016-09-08,CWEI^17,5.93,31748174.8,814.05,0.42,5.26,26.44,True
2016-09-08,DNRCQ^20,5.72,34018861.5,1274.65,0.04,0.07,0.09,True
2016-09-08,GNW,5.06,38573812.24,2387.83,0.4,0.92,1.27,True
2016-09-08,HPR^21,5.2,13971621.33,405.81,0.25,0.46,0.6,True
2016-09-08,JOYY,5.16,103860777.58,2904.74,0.24,0.98,9.57,True
2016-09-08,MOMO,6.63,68994365.27,4697.12,0.63,6.59,6.18,True
2016-09-08,NAV^21,5.22,27536832.56,1147.34,0.48,1.82,2.31,True
2016-09-08,PBYI,5.46,35452152.59,1864.42,0.26,7.32,12.11,True
2016-09-08,REN^19,7.93,47424524.26,339.48,1.51,1.97,10.99,True
2016-09-08,RIGL,7.57,12157687.72,321.61,0.14,0.39,0.55,True
2016-09-08,VNDA,6.38,11630705.56,665.77,0.33,3.07,2.35,True
2016-09-08,WATT,9.61,18234991.29,346.55,0.16,3.12,3.65,True
2016-09-09,ACIA^21,7.55,183557163.26,4191.78,0.56,6.11,48.57,True
2016-09-09,CLCD^17,8.93,18001920.46,162.82,1.64,6.05,2.84,True
2016-09-09,CLVSQ^23,8.26,66235585.36,896.71,0.67,5.63,6.85,True
2016-09-09,CWEI^17,6.01,32247897.24,814.05,0.38,4.9,26.04,True
2016-09-09,GNW,5.11,39597012.73,2387.83,0.35,0.89,1.3,True
2016-09-09,HCRSQ^20,5.24,11329316.95,836.25,0.16,1.37,1.98,True
2016-09-09,HPR^21,5.59,14076857.82,405.81,0.13,0.45,0.64,True
2016-09-09,JOYY,5.1,105764253.11,2904.74,0.11,1.35,9.31,True
2016-09-09,MOMO,8.46,73648026.65,4697.12,0.44,6.06,6.4,True
2016-09-09,NAV^21,5.75,29072106.44,1147.34,0.44,2.15,2.53,True
2016-09-09,NOMD,5.0,10539286.54,2089.44,0.2,1.57,1.76,True
2016-09-09,PBYI,5.64,35827576.31,1864.42,0.23,6.4,12.1,True
2016-09-09,REN^19,8.29,48285810.38,339.48,1.32,2.38,11.08,True
2016-09-09,RIGL,8.02,12263938.57,321.61,0.12,0.46,0.54,True
2016-09-09,VNDA,6.41,11709506.68,665.77,0.28,3.12,2.4,True
2016-09-09,WATT,10.36,19099492.96,346.55,0.09,2.63,3.69,True
2016-09-12,ACIA^21,7.37,190650324.14,3942.43,0.57,5.35,47.37,True
2016-09-12,CLCD^17,9.41,18761821.12,333.89,1.56,7.39,3.48,True
2016-09-12,CLVSQ^23,8.35,68748313.1,1059.58,0.75,5.49,7.29,True
2016-09-12,CWEI^17,6.13,33145808.36,872.71,0.49,5.71,25.77,True
2016-09-12,GNW,5.45,40023116.56,2427.63,0.39,0.81,1.33,True
2016-09-12,HCRSQ^20,5.36,11476865.03,869.08,0.2,1.57,2.09,True
2016-09-12,JOYY,5.09,109316873.14,2750.5,0.17,1.83,9.11,True
2016-09-12,MOMO,8.43,78946152.67,4156.03,0.59,5.6,6.71,True
2016-09-12,NAV^21,5.8,29604694.6,1507.77,0.48,2.55,2.78,True
2016-09-12,PBYI,5.34,36546138.2,1910.48,0.38,6.12,12.07,True
2016-09-12,REN^19,8.09,49368966.99,344.72,1.02,2.75,11.16,True
2016-09-12,RIGL,7.93,12351532.38,311.2,0.23,0.56,0.54,True
2016-09-12,TK,5.28,12533409.82,650.67,0.22,0.48,0.84,True
2016-09-12,VNDA,6.36,11916879.2,678.19,0.31,2.94,2.49,True
2016-09-12,WATT,9.99,19827942.46,268.55,0.23,2.25,3.73,True
2016-09-12,WB,5.23,81242087.52,10182.46,0.13,3.5,11.81,True
2016-09-13,ACIA^21,7.56,196873636.01,3942.43,0.27,3.52,45.3,True
2016-09-13,CHKAQ^21,5.03,313072288.91,5908.51,0.46,0.82,1.53,True
2016-09-13,CLCD^17,9.42,19515890.9,333.89,1.42,8.59,4.17,True
2016-09-13,CLVSQ^23,6.48,71416295.35,1059.58,0.8,5.48,7.7,True
2016-09-13,CWEI^17,7.11,34366923.87,872.71,0.29,5.86,24.92,True
2016-09-13,GNW,5.72,40554618.09,2427.63,0.34,0.67,1.34,True
2016-09-13,HCRSQ^20,5.32,11473645.84,869.08,0.17,1.66,2.15,True
2016-09-13,JOYY,5.09,112094052.78,2750.5,0.11,2.66,8.61,True
2016-09-13,MOMO,8.45,81950038.87,4156.03,0.49,5.06,6.86,True
2016-09-13,NAV^21,5.83,30022568.03,1507.77,0.41,2.87,2.97,True
2016-09-13,NOMD,5.08,10264998.34,2007.36,0.12,1.39,1.71,True
2016-09-13,PBYI,5.71,36388134.97,1910.48,0.34,5.31,11.9,True
2016-09-13,REN^19,7.92,50004220.95,344.72,0.59,3.38,10.92,True
2016-09-13,RIGL,7.96,12306762.21,311.2,0.19,0.66,0.53,True
2016-09-13,VNDA,6.59,11934266.36,678.19,0.21,2.73,2.58,True
2016-09-13,WATT,9.77,20255744.27,268.55,0.27,1.65,3.69,True
2016-09-14,AERI^22,5.32,10526361.12,560.65,0.14,0.98,1.6,True
2016-09-14,CHKAQ^21,5.22,316850520.25,5908.51,0.39,0.83,1.52,True
2016-09-14,CLCD^17,9.34,20533604.42,333.89,1.66,9.66,4.92,True
2016-09-14,CLNE,5.08,14166568.52,586.41,0.24,0.2,1.31,True
2016-09-14,CLVSQ^23,6.3,75085318.97,1059.58,0.72,5.3,8.11,True
2016-09-14,CWEI^17,6.95,35227111.99,872.71,0.34,5.92,24.0,True
2016-09-14,GNW,5.67,40831416.46,2427.63,0.33,0.51,1.34,True
2016-09-14,HCRSQ^20,5.78,11514435.69,869.08,0.11,1.79,2.14,True
2016-09-14,MOMO,8.12,84611162.08,4156.03,0.47,4.44,7.03,True
2016-09-14,NAV^21,5.85,29970525.26,1507.77,0.45,3.19,3.15,True
2016-09-14,PBYI,5.39,36799432.12,1910.48,0.25,4.39,11.69,True
2016-09-14,REN^19,7.98,50580137.59,344.72,0.58,4.05,10.6,True
2016-09-14,RIGL,7.48,12335953.59,311.2,0.21,0.49,0.53,True
2016-09-14,VNDA,6.5,12305413.4,678.19,0.24,2.43,2.68,True
2016-09-14,WATT,9.26,20605657.96,268.55,0.24,1.33,3.74,True
2016-09-14,WB,5.4,84954443.57,10182.46,0.11,2.56,10.95,True
2016-09-15,ACIA^21,7.3,204068590.78,3942.43,0.06,1.12,40.17,True
2016-09-15,CHKAQ^21,5.2,317666156.18,5908.51,0.29,0.85,1.55,True
2016-09-15,CLCD^17,8.84,22009883.18,333.89,2.06,11.14,5.84,True
2016-09-15,CLVSQ^23,5.87,77920416.0,1059.58,0.74,5.12,8.65,True
2016-09-15,CWEI^17,6.53,36001965.17,872.71,0.32,7.83,22.69,True
2016-09-15,GNW,5.55,38032127.52,2427.63,0.36,0.45,1.35,True
2016-09-15,HCRSQ^20,5.75,11346776.1,869.08,0.13,1.89,2.15,True
2016-09-15,MOMO,7.62,87511198.48,4156.03,0.37,3.56,7.31,True
2016-09-15,NAV^21,5.85,29873520.74,1507.77,0.42,3.7,3.34,True
2016-09-15,PBYI,5.04,36780968.7,1910.48,0.25,3.53,11.46,True
2016-09-15,PI,7.48,18049864.17,611.16,0.68,12.17,8.23,True
2016-09-15,REN^19,7.37,51564199.82,344.72,0.44,4.93,10.4,True
2016-09-15,RIGL,7.25,12130572.15,311.2,0.2,0.44,0.53,True
2016-09-15,VNDA,5.08,12956083.09,678.19,0.24,2.16,2.79,True
2016-09-15,WATT,9.1,21883440.97,268.55,0.25,0.96,3.83,True
2016-09-15,WB,5.29,86593480.91,10182.46,0.07,2.27,10.67,True
2016-09-16,ACIA^21,6.83,211499266.76,3942.43,0.12,1.77,36.91,True
2016-09-16,CHKAQ^21,5.24,316902205.49,5908.51,0.24,0.96,1.55,True
2016-09-16,CLCD^17,8.89,23062480.67,333.89,2.3,12.76,6.83,True
2016-09-16,CLVSQ^23,5.67,82450982.74,1059.58,0.85,5.38,9.28,True
2016-09-16,CWEI^17,6.77,36899305.85,872.71,0.22,8.65,21.66,True
2016-09-16,GLNG,5.0,29248723.88,2018.67,0.08,1.32,2.76,True
2016-09-16,GNW,5.46,38190856.2,2427.63,0.29,0.39,1.36,True
2016-09-16,MOMO,7.37,88936355.81,4156.03,0.51,2.76,7.56,True
2016-09-16,NAV^21,5.81,30422950.82,1507.77,0.43,4.38,3.49,True
2016-09-16,PI,7.36,18897599.13,611.16,0.74,12.61,8.72,True
2016-09-16,REN^19,8.13,52645808.96,344.72,0.32,5.51,10.12,True
2016-09-16,RIGL,7.13,12161924.54,311.2,0.28,0.4,0.53,True
2016-09-16,SGYPQ^19,5.11,17576969.48,877.27,0.07,0.33,0.47,True
2016-09-16,SRPT,5.3,69742686.2,1302.63,0.13,1.9,2.01,True
2016-09-16,WATT,8.95,22985058.86,268.55,0.37,0.66,3.94,True
2016-09-16,WB,5.05,87704959.86,10182.46,0.15,1.93,10.27,True
2016-09-19,AERI^22,5.36,40812635.82,972.63,0.8,5.01,3.56,True
2016-09-19,CHKAQ^21,6.1,334835720.16,5699.15,0.18,0.93,1.55,True
2016-09-19,CLCD^17,8.74,24684640.9,429.66,2.45,14.5,7.94,True
