date,ticker,adr14,adv30,mktcap,ret_1m,sma10_rising_diff,sma20_rising_diff,qualifies_1m
2005-01-03,AKS^20,5.78,32259800.24,1573.99,0.08,2.06,2.5,True
2005-01-03,ANTP^13,10.61,37813705.25,110.34,3.64,20.09,17.97,True
2005-01-03,BWNG^07,7.02,13883265.53,552.99,0.19,1.62,2.27,True
2005-01-03,ID.2^11,5.96,12499385.15,426.71,0.14,0.82,1.3,True
2005-01-03,ISON,8.82,30664351.4,141.95,0.28,0.84,0.92,True
2005-01-03,JOBS^22,6.95,35037666.79,1392.64,0.29,5.49,13.84,True
2005-01-03,KKD^16,5.17,30129140.2,772.2,0.17,1.64,0.18,True
2005-01-03,MECK^18,5.82,14034342.33,760.35,0.17,1.65,2.57,True
2005-01-03,MSO^15,6.48,57763333.09,1443.51,0.27,2.24,7.41,True
2005-01-03,NGEN.1^14,7.2,21778631.29,249.36,0.28,0.28,2.62,True
2005-01-03,NGPS^07,7.47,26502299.28,358.23,0.89,12.56,15.58,True
2005-01-03,OS.1^07,5.1,14807387.92,541.7,0.13,3.0,2.55,True
2005-01-03,OWC^06,11.88,10685304.04,260.11,0.03,0.47,1.2,True
2005-01-03,SNDA.^12,5.42,42479858.34,2967.75,0.03,0.7,2.38,True
2005-01-03,TZOO,6.53,171249922.61,1549.13,0.08,7.05,2.58,True
2005-01-03,ZEUS^26,6.75,11711180.81,264.19,0.01,3.37,4.55,True
2005-01-04,AKS^20,6.11,33513919.8,1573.99,0.13,1.69,2.36,True
2005-01-04,ANTP^13,12.55,40176018.55,110.34,3.31,20.46,19.3,True
2005-01-04,APPX.1^08,5.37,35925538.25,2638.22,0.09,2.74,6.47,True
2005-01-04,BWNG^07,8.21,14218319.6,552.99,0.03,1.35,2.24,True
2005-01-04,CIEN,5.53,48968823.76,1909.33,0.23,0.5,0.51,True
2005-01-04,CRAY^19,5.53,10512220.83,397.92,0.09,0.51,0.82,True
2005-01-04,ID.2^11,5.91,12665027.01,426.71,0.07,0.9,1.3,True
2005-01-04,ISON,9.91,30865008.08,141.95,0.22,0.67,0.86,True
2005-01-04,JOBS^22,7.27,36921167.38,1392.64,0.27,4.11,13.97,True
2005-01-04,MECK^18,5.93,13746072.32,760.35,0.14,1.97,2.68,True
2005-01-04,MSO^15,6.18,58037070.13,1443.51,0.25,2.29,7.45,True
2005-01-04,NGPS^07,11.68,30815423.68,358.23,0.55,12.06,15.37,True
2005-01-04,OS.1^07,5.02,15131989.01,541.7,0.2,2.48,2.61,True
2005-01-04,OWC^06,11.49,10599862.67,260.11,0.17,0.56,1.14,True
2005-01-04,STCN^25,7.76,41855477.49,1215.53,0.43,0.02,0.74,True
2005-01-04,WNDXQ^06,5.23,12809332.12,646.19,0.08,0.17,0.49,True
2005-01-05,AKS^20,6.15,34036435.57,1573.99,0.0,1.06,2.31,True
2005-01-05,ANTP^13,17.44,42457785.76,110.34,2.44,19.85,20.16,True
2005-01-05,APPX.1^08,5.29,36886684.68,2638.22,0.07,1.31,6.51,True
2005-01-05,BWNG^07,7.61,14169984.23,552.99,0.0,1.03,2.22,True
2005-01-05,CIEN,5.93,49886903.51,1909.33,0.22,0.48,0.55,True
2005-01-05,CRAY^19,5.79,10812549.67,397.92,0.09,0.38,0.8,True
2005-01-05,ID.2^11,6.54,12840025.95,426.71,0.04,0.92,1.25,True
2005-01-05,ISON,9.19,34908127.62,141.95,0.29,0.66,0.9,True
2005-01-05,JOBS^22,6.99,37277250.27,1392.64,0.22,2.23,14.35,True
2005-01-05,MECK^18,6.9,13838846.93,760.35,0.04,2.05,2.78,True
2005-01-05,MSO^15,6.04,58366646.67,1443.51,0.18,1.92,7.48,True
2005-01-05,NGPS^07,14.18,35020217.53,358.23,0.18,10.27,14.97,True
2005-01-05,OWC^06,10.29,10557357.16,260.11,0.21,0.66,1.07,True
2005-01-05,STCN^25,7.95,42315916.21,1215.53,0.16,0.06,0.66,True
2005-01-05,TIVO.1^16,5.04,12931293.71,473.23,0.13,0.42,0.23,True
2005-01-05,XXIA^17,7.09,15026877.49,1021.48,0.0,0.69,1.44,True
2005-01-06,AKS^20,6.0,34708192.58,1573.99,0.01,0.59,2.31,True
2005-01-06,ANTP^13,16.75,47277987.38,110.34,2.25,20.54,21.14,True
2005-01-06,AXON,5.36,273117583.07,1838.7,0.03,2.05,1.24,True
2005-01-06,BWNG^07,7.0,14150284.78,552.99,0.06,0.69,2.24,True
2005-01-06,CIEN,5.81,50790620.64,1909.33,0.26,0.38,0.58,True
2005-01-06,CRAY^19,5.44,11045246.51,397.92,0.04,0.25,0.77,True
2005-01-06,ID.2^11,6.24,12884423.59,426.71,0.02,0.71,1.23,True
2005-01-06,ISON,9.12,35405528.68,141.95,0.03,0.58,0.96,True
2005-01-06,JOBS^22,6.64,37460296.56,1392.64,0.2,1.01,14.41,True
2005-01-06,KKD^16,6.22,30224427.12,772.2,-0.02,0.84,0.34,True
2005-01-06,LSCP.1^06,5.25,15197025.69,769.24,-0.04,0.69,0.31,True
2005-01-06,MECK^18,6.65,13666603.49,760.35,0.03,2.19,2.81,True
2005-01-06,MM.1^08,5.17,14785137.47,635.13,0.01,0.99,1.69,True
2005-01-06,NGPS^07,15.2,38650392.39,358.23,0.05,8.05,14.41,True
2005-01-06,OWC^06,9.91,10277009.38,260.11,0.35,0.77,1.0,True
2005-01-06,ZEUS^26,6.29,12359212.89,264.19,0.05,1.95,3.98,True
2005-01-07,AKS^20,5.83,36258265.45,1573.99,0.15,0.19,2.35,True
2005-01-07,ANTP^13,15.25,50277101.28,110.34,2.62,20.67,22.35,True
2005-01-07,BWNG^07,7.05,14079509.88,552.99,0.1,0.39,2.18,True
2005-01-07,CIEN,5.94,51854501.02,1909.33,0.3,0.3,0.56,True
2005-01-07,CRAY^19,6.14,11172133.58,397.92,0.0,0.1,0.72,True
2005-01-07,GERN,5.3,14445350.29,363.7,0.34,1.15,0.81,True
2005-01-07,ID.2^11,6.37,12979229.13,426.71,0.0,0.4,1.21,True
2005-01-07,ISON,9.12,35696324.97,141.95,0.15,0.47,0.98,True
2005-01-07,MECK^18,7.11,13877904.82,760.35,0.03,2.05,2.8,True
2005-01-07,NGPS^07,16.52,41147989.54,358.23,0.0,6.21,13.8,True
2005-01-07,OS.1^07,5.05,16007897.87,541.7,0.27,0.83,3.06,True
2005-01-07,OWC^06,8.95,10396345.18,260.11,0.13,0.83,0.93,True
2005-01-07,TZOO,6.77,167100602.56,1549.13,0.04,5.38,4.23,True
2005-01-07,VCEL,7.84,10013858.66,118.0,1.19,0.4,0.32,True
2005-01-07,XXIA^17,7.95,14323358.81,1021.48,0.04,0.56,1.3,True
2005-01-07,ZEUS^26,6.5,12448627.32,264.19,0.08,1.19,3.89,True
2005-01-10,ANTP^13,17.21,52404322.35,97.67,2.12,19.95,23.13,True
2005-01-10,BWNG^07,7.17,14343762.75,468.01,0.11,0.05,2.12,True
2005-01-10,CIEN,5.94,52694782.62,1720.69,0.13,0.2,0.55,True
2005-01-10,CNVR^14,5.2,24397104.25,1022.74,0.01,0.14,0.62,True
2005-01-10,GERN,5.8,15245321.03,414.35,0.3,1.06,0.93,True
2005-01-10,ID.2^11,6.39,13056902.72,391.67,0.05,0.23,1.2,True
2005-01-10,ISON,8.64,35907254.74,136.26,0.19,0.36,1.0,True
2005-01-10,KKD^16,5.62,30204889.66,587.73,-0.04,0.07,0.41,True
2005-01-10,MECK^18,7.1,14099379.26,628.3,0.08,1.9,2.8,True
2005-01-10,OWC^06,9.03,10422336.22,241.3,0.03,0.83,0.85,True
2005-01-10,SNDA.^12,5.46,42176174.03,2738.71,0.11,1.96,0.65,True
2005-01-10,STCN^25,7.34,43881651.19,1067.76,0.03,0.11,0.54,True
2005-01-10,TZOO,6.55,170640187.68,1473.65,0.09,2.4,5.1,True
2005-01-10,VCEL,9.67,15861001.93,189.46,1.27,0.48,0.38,True
2005-01-10,XXIA^17,7.75,14480899.34,855.59,0.01,0.51,1.22,True
2005-01-10,ZEUS^26,6.38,12314561.22,248.75,0.12,0.35,3.8,True
2005-01-11,AMCC^17,5.12,24706907.56,1133.84,-0.03,0.12,0.14,True
2005-01-11,ANTP^13,23.24,54252821.04,97.67,1.53,17.62,23.14,True
2005-01-11,APPX.1^08,5.18,66593951.1,2729.89,0.65,0.91,8.33,True
2005-01-11,CIEN,6.69,53900526.07,1720.69,-0.06,0.12,0.52,True
2005-01-11,GERN,5.66,15677455.71,414.35,0.31,1.0,1.04,True
2005-01-11,ID.2^11,6.75,12873648.49,391.67,0.0,0.05,1.04,True
2005-01-11,ISON,7.89,36111876.98,136.26,0.08,0.18,1.04,True
2005-01-11,JOBS^22,6.17,38640494.05,1272.32,0.04,0.02,12.08,True
2005-01-11,MECK^18,7.24,14028544.76,628.3,0.05,1.17,2.74,True
2005-01-11,MGAM.1^14,5.09,12003171.08,403.41,0.05,0.09,1.57,True
2005-01-11,SNDA.^12,5.84,43244721.25,2738.71,-0.03,2.11,0.61,True
2005-01-11,STCN^25,7.93,44473095.54,1067.76,-0.05,0.13,0.48,True
2005-01-11,USG.1^19,5.03,37100896.16,2055.7,0.11,1.62,5.62,True
2005-01-11,VCEL,9.75,19051304.1,189.46,1.35,0.59,0.44,True
2005-01-11,XXIA^17,8.48,13503840.1,855.59,-0.03,0.38,1.05,True
2005-01-12,AMCC^17,5.4,25723626.25,1133.84,-0.09,0.05,0.11,True
2005-01-12,ANTP^13,22.06,55588056.09,97.67,1.18,13.61,23.23,True
2005-01-12,APPX.1^08,5.09,69149301.28,2729.89,0.6,2.23,8.7,True
2005-01-12,CIEN,5.61,55578696.24,1720.69,0.02,0.04,0.52,True
2005-01-12,GERN,6.17,15898364.32,414.35,0.32,0.97,1.15,True
2005-01-12,MECK^18,8.6,14585735.53,628.3,-0.08,0.36,2.56,True
2005-01-12,SNDA.^12,7.47,49535846.99,2738.71,-0.09,1.16,0.49,True
2005-01-12,STCN^25,8.09,45051767.95,1067.76,-0.16,0.06,0.44,True
2005-01-12,USG.1^19,5.2,37422056.45,2055.7,0.04,0.35,5.56,True
2005-01-12,VCEL,9.5,20881407.62,189.46,1.49,0.72,0.51,True
2005-01-12,WGATQ^14,20.97,10291802.05,114.07,0.51,0.8,2.08,True
2005-01-13,ANTP^13,21.03,56089692.46,97.67,0.62,9.38,23.25,True
2005-01-13,APPX.1^08,5.18,72353302.9,2729.89,0.54,3.76,9.14,True
2005-01-13,GERN,6.62,16175636.85,414.35,0.23,0.87,1.25,True
2005-01-13,VCEL,10.44,21920818.14,189.46,1.22,0.81,0.58,True
2005-01-13,WGATQ^14,21.34,10469565.53,114.07,0.44,0.52,2.1,True
2005-01-14,ANTP^13,23.81,56983681.28,97.67,0.51,4.39,22.97,True
2005-01-14,APPX.1^08,5.47,73574814.61,2729.89,0.41,5.3,9.46,True
2005-01-14,GERN,6.66,16364175.65,414.35,0.27,0.8,1.35,True
2005-01-14,SPDC,5.32,15858821.42,487.01,0.08,1.18,0.95,True
2005-01-14,TONS.1^07,10.3,10011456.19,620.54,0.86,11.63,23.51,True
2005-01-14,VCEL,10.29,23530116.65,189.46,1.33,0.91,0.65,True
2005-01-14,WGATQ^14,19.75,10531679.29,114.07,0.51,0.18,2.12,True
2005-01-18,APPX.1^08,5.65,73926965.56,3703.09,0.42,7.06,9.84,True
2005-01-18,GERN,6.37,17220776.13,390.17,0.38,0.85,1.46,True
2005-01-18,HLIT,5.06,16603625.05,718.22,0.31,0.27,0.37,True
2005-01-18,SPDC,5.35,15757961.99,451.57,0.09,0.91,1.17,True
2005-01-18,TONS.1^07,9.81,10583623.46,673.18,0.82,12.27,23.81,True
2005-01-18,VCEL,9.13,28761085.18,224.36,1.96,1.08,0.75,True
2005-01-19,APPX.1^08,5.7,74761861.99,3703.09,0.4,9.57,10.02,True
2005-01-19,GERN,7.11,18868224.37,390.17,0.31,0.83,1.52,True
2005-01-19,HLIT,5.27,17174348.24,718.22,0.27,0.3,0.5,True
2005-01-19,NFLDQ^09,7.82,10341947.1,453.01,-0.06,0.15,2.38,True
2005-01-19,SPDC,5.39,15474876.81,451.57,0.12,0.51,1.4,True
2005-01-19,TONS.1^07,9.68,10864999.99,673.18,0.53,12.2,23.81,True
2005-01-19,VCEL,8.92,42540603.69,224.36,2.62,1.28,0.88,True
2005-01-20,APPX.1^08,6.09,75432645.18,3703.09,0.33,12.01,10.11,True
2005-01-20,ASKJ^05,5.14,91244083.01,1743.09,0.03,0.73,0.88,True
2005-01-20,CREAF,5.78,20928680.95,1287.48,-0.03,0.65,0.75,True
2005-01-20,GERN,7.47,19143665.77,390.17,0.19,0.88,1.53,True
2005-01-20,HLIT,5.33,17848854.81,718.22,0.28,0.44,0.61,True
2005-01-20,SPDC,5.54,14731132.84,451.57,0.09,0.26,1.47,True
2005-01-20,TONS.1^07,10.23,11116534.5,673.18,0.42,11.13,23.56,True
2005-01-20,VCEL,10.57,50299680.35,224.36,2.28,1.47,1.01,True
2005-01-21,APPX.1^08,6.24,74494463.1,3703.09,0.27,14.01,10.26,True
2005-01-21,ASKJ^05,5.45,89537017.1,1743.09,0.06,0.77,0.82,True
2005-01-21,CREAF,5.68,21020751.41,1287.48,0.04,0.74,0.67,True
2005-01-21,CTIC^23,5.24,10857204.82,488.13,0.14,0.17,0.32,True
2005-01-21,GERN,7.79,19349091.88,390.17,0.11,0.63,1.52,True
2005-01-21,HLIT,5.08,21705405.38,718.22,0.48,0.74,0.75,True
2005-01-21,TONS.1^07,9.49,11409971.13,673.18,0.36,11.14,23.27,True
2005-01-21,VCEL,10.89,54649490.56,224.36,2.42,1.62,1.15,True
2005-01-24,APPX.1^08,6.26,75188547.66,3524.67,0.27,15.02,10.33,True
2005-01-24,ASKJ^05,5.77,89180185.09,1567.85,0.01,0.64,0.79,True
2005-01-24,CREAF,6.78,20105023.96,1184.49,-0.11,0.59,0.53,True
2005-01-24,CTIC^23,5.6,11191074.2,556.46,0.05,0.12,0.27,True
2005-01-24,GERN,8.79,20070856.06,391.54,0.02,0.41,1.47,True
2005-01-24,HLIT,5.6,22456663.54,793.37,0.38,1.07,0.84,True
2005-01-24,TONS.1^07,9.84,11609097.08,665.42,0.31,10.26,22.87,True
2005-01-24,VCEL,15.37,61635684.1,332.39,1.81,1.61,1.24,True
2005-01-25,APPX.1^08,5.93,74741175.65,3524.67,0.28,13.72,10.44,True
2005-01-25,ASKJ^05,5.55,89616847.61,1567.85,-0.01,0.71,0.68,True
2005-01-25,CREAF,6.42,19364430.23,1184.49,-0.07,0.36,0.39,True
2005-01-25,CTIC^23,5.61,11417903.25,556.46,0.03,0.17,0.24,True
2005-01-25,GERN,8.66,20373373.4,391.54,0.01,0.29,1.39,True
2005-01-25,HLIT,5.49,22797852.01,793.37,0.33,1.41,0.93,True
2005-01-25,TONS.1^07,9.16,11767130.79,665.42,0.27,8.46,22.54,True
2005-01-25,VCEL,13.89,65967821.14,332.39,2.05,1.63,1.34,True
2005-01-26,AKS^20,5.53,40442071.95,1525.04,-0.09,0.08,0.27,True
2005-01-26,APPX.1^08,5.82,71408309.59,3524.67,0.27,12.25,10.56,True
2005-01-26,ASKJ^05,5.14,93834181.86,1567.85,0.1,1.21,0.66,True
2005-01-26,CREAF,6.4,19182627.24,1184.49,-0.05,0.09,0.25,True
2005-01-26,CTIC^23,5.4,11577593.94,556.46,0.08,0.36,0.21,True
2005-01-26,GERN,8.79,20622189.16,391.54,-0.04,0.11,1.34,True
2005-01-26,HLIT,5.17,23781444.54,793.37,0.41,1.89,1.07,True
2005-01-26,TONS.1^07,9.07,12054193.27,665.42,0.23,7.22,21.76,True
2005-01-26,VCEL,16.05,68809833.24,332.39,1.46,1.56,1.42,True
2005-01-27,AKS^20,5.31,41263659.49,1525.04,-0.08,0.44,0.03,True
2005-01-27,APPX.1^08,5.75,69206196.78,3524.67,0.28,10.5,10.68,True
2005-01-27,ASKJ^05,5.19,94704797.55,1567.85,0.05,1.15,0.66,True
2005-01-27,CTIC^23,5.45,12467506.9,556.46,0.17,0.57,0.23,True
2005-01-27,HLIT,5.26,24365442.94,793.37,0.38,2.39,1.19,True
2005-01-27,TONS.1^07,8.46,12117670.28,665.42,0.27,6.69,21.21,True
2005-01-27,VCEL,17.19,71567449.95,332.39,1.11,1.44,1.5,True
2005-01-28,APPX.1^08,5.07,68634216.24,3524.67,0.28,8.32,10.8,True
2005-01-28,ASKJ^05,5.62,95278158.44,1567.85,0.03,1.21,0.67,True
2005-01-28,GLBC^11,5.53,10768177.81,469.7,0.37,3.95,3.54,True
2005-01-28,HLIT,5.5,24759227.09,793.37,0.35,2.5,1.32,True
2005-01-28,RBBN,5.08,31523634.7,1399.19,0.12,0.25,0.04,True
2005-01-28,SGTL^08,5.39,53530368.88,1259.32,0.14,2.78,0.11,True
2005-01-28,TONS.1^07,7.69,12202815.06,665.42,0.17,5.7,21.5,True
2005-01-28,VCEL,15.47,73525567.64,332.39,1.44,1.39,1.57,True
2005-01-31,ASKJ^05,5.39,95264874.82,1613.69,0.05,0.71,0.75,True
2005-01-31,GLBC^11,6.06,11239502.09,541.42,0.34,4.02,3.69,True
2005-01-31,HLIT,5.34,24901825.34,801.32,0.36,2.48,1.47,True
2005-01-31,SGTL^08,5.08,54621624.45,1319.57,0.1,2.99,0.29,True
2005-01-31,SRPT,12.68,10098503.28,99.34,0.17,0.7,0.27,True
2005-01-31,TONS.1^07,7.13,12028387.61,671.72,0.24,4.63,21.33,True
2005-01-31,VCEL,13.4,75303548.62,265.08,1.55,1.33,1.65,True
2005-02-01,ASKJ^05,5.28,97904830.95,1613.69,0.04,0.36,0.75,True
2005-02-01,GLBC^11,8.22,11685233.94,541.42,0.13,3.62,3.71,True
2005-02-01,HLIT,5.11,25176332.4,801.32,0.36,2.47,1.64,True
2005-02-01,SGTL^08,5.04,56992941.82,1319.57,0.15,2.95,0.71,True
2005-02-01,SRPT,12.87,10090979.24,99.34,0.14,0.78,0.29,True
2005-02-01,TONS.1^07,6.79,12111117.44,671.72,0.46,3.03,21.35,True
2005-02-01,VCEL,12.13,78295859.89,265.08,1.57,1.16,1.75,True
2005-02-02,ASKJ^05,5.43,106777746.31,1613.69,0.0,0.08,0.77,True
2005-02-02,GLBC^11,8.26,11630846.75,541.42,0.1,3.12,3.85,True
2005-02-02,SRPT,12.32,10134401.99,99.34,0.14,0.44,0.32,True
2005-02-02,TONS.1^07,6.43,12067997.72,671.72,0.28,1.99,20.88,True
2005-02-02,VCEL,12.52,80458188.44,265.08,1.5,0.88,1.82,True
2005-02-03,GLBC^11,7.39,12300605.21,541.42,0.05,2.51,3.91,True
2005-02-03,SRPT,12.66,10144539.69,99.34,0.15,0.31,0.35,True
2005-02-03,TONS.1^07,6.29,12158669.73,671.72,0.37,2.38,20.06,True
2005-02-03,VCEL,12.38,82012321.67,265.08,1.56,0.62,1.9,True
2005-02-04,GLBC^11,7.01,12037354.3,541.42,0.11,1.82,3.93,True
2005-02-04,SRPT,13.01,10188364.53,99.34,0.17,0.22,0.37,True
2005-02-04,TONS.1^07,5.74,12450936.86,671.72,0.3,2.6,19.68,True
2005-02-04,VCEL,12.68,83070712.15,265.08,1.27,0.36,1.95,True
2005-02-07,ELOS^17,6.21,10011258.4,690.73,0.11,1.45,1.28,True
2005-02-07,GLBC^11,6.88,11859584.32,411.4,0.09,1.1,3.9,True
2005-02-07,SRPT,13.6,10240384.88,93.2,0.18,0.16,0.39,True
2005-02-07,SYNA,6.57,60572306.2,1033.15,0.15,6.06,2.77,True
2005-02-07,TONS.1^07,5.47,12785295.36,770.18,0.22,3.51,19.02,True
2005-02-07,VCEL,12.61,84128583.53,295.82,1.0,0.28,1.95,True
2005-02-08,BCSI^12,5.69,10040670.3,288.35,0.29,4.58,4.08,True
2005-02-08,CTIC^23,5.04,14342016.25,609.55,0.27,1.41,0.82,True
2005-02-08,ELOS^17,6.21,10063170.67,690.73,0.08,1.59,1.32,True
2005-02-08,GLBC^11,6.9,11813327.11,411.4,0.09,0.4,3.88,True
2005-02-08,SRPT,10.15,10308154.84,93.2,0.11,0.04,0.4,True
2005-02-08,SYNA,6.8,63419010.37,1033.15,0.19,4.87,3.21,True
2005-02-08,TONS.1^07,5.33,13174951.04,770.18,0.35,5.0,17.88,True
2005-02-08,VCEL,12.63,84892692.9,295.82,0.59,0.1,1.92,True
2005-02-09,ADBL^08,6.0,20071581.01,565.66,-0.04,2.03,0.09,True
2005-02-09,BCSI^12,6.03,10053933.14,288.35,0.26,3.72,4.36,True
2005-02-09,CTIC^23,5.74,14562828.96,609.55,0.13,1.34,0.91,True
2005-02-09,MSTR,5.1,53351610.09,1219.62,0.19,13.3,6.1,True
2005-02-09,SGTL^08,5.24,70620485.63,1464.36,0.15,4.37,3.83,True
2005-02-09,STTX.^07,5.21,10230343.06,388.48,0.05,1.38,2.86,True
2005-02-09,SYNA,10.29,84657144.78,1033.15,-0.07,2.92,3.39,True
2005-02-09,TONS.1^07,5.7,13203269.61,770.18,0.14,6.26,16.63,True
2005-02-09,VCEL,10.66,85229303.36,295.82,0.22,0.03,1.87,True
2005-02-10,ADBL^08,6.19,20967604.25,565.66,0.08,1.68,0.48,True
2005-02-10,BCSI^12,6.98,10477002.9,288.35,0.24,2.92,4.5,True
2005-02-10,CTIC^23,5.42,14801556.8,609.55,0.14,1.17,1.01,True
2005-02-10,LIVN,5.1,58971093.98,949.61,0.96,9.89,8.32,True
2005-02-10,MSTR,5.25,55522707.01,1219.62,0.18,12.87,6.56,True
2005-02-10,NVEC,6.89,10445291.97,132.48,0.26,3.92,0.17,True
2005-02-10,SGTL^08,5.34,74813555.86,1464.36,0.11,4.12,3.91,True
2005-02-10,STTX.^07,5.21,10510509.2,388.48,0.03,1.42,2.95,True
2005-02-10,SYNA,11.89,98743695.31,1033.15,-0.22,0.66,3.27,True
2005-02-10,TONS.1^07,5.59,13288500.08,770.18,0.09,6.98,15.66,True
2005-02-10,VCEL,10.41,85703231.96,295.82,0.15,0.01,1.81,True
2005-02-11,ADBL^08,6.4,21069191.13,565.66,0.13,1.35,0.92,True
2005-02-11,BCSI^12,7.5,10806371.73,288.35,0.26,2.02,4.68,True
2005-02-11,CTIC^23,5.11,15001192.81,609.55,0.21,1.05,1.1,True
2005-02-11,LIVN,5.08,62034172.23,949.61,0.85,11.57,9.26,True
2005-02-11,MSTR,5.29,56791661.11,1219.62,0.22,11.61,7.37,True
2005-02-11,NVEC,7.07,10540084.79,132.48,0.09,3.52,0.52,True
2005-02-11,SGTL^08,5.1,77101402.87,1464.36,0.14,3.89,4.25,True
2005-02-11,STTX.^07,5.39,10376521.57,388.48,0.12,1.67,2.95,True
2005-02-11,TONS.1^07,5.39,13100741.09,770.18,0.14,7.48,15.03,True
2005-02-14,ADBL^08,6.29,21673363.67,555.44,0.05,0.71,1.38,True
2005-02-14,ALTI.1^16,11.66,33242363.95,216.87,0.95,0.5,0.11,True
2005-02-14,BCSI^12,7.06,10826406.81,279.83,0.28,1.12,4.9,True
2005-02-14,CTMI^05,5.06,10939387.92,821.18,0.39,4.11,1.78,True
2005-02-14,LIVN,6.34,66129273.66,1062.52,0.67,12.88,9.95,True
2005-02-14,MNST,5.98,10538580.64,428.31,0.25,3.56,6.0,True
2005-02-14,MSTR,5.23,57580279.4,1110.07,0.26,10.08,8.16,True
2005-02-14,NVEC,7.87,11262299.17,128.85,0.02,2.44,0.7,True
2005-02-14,STTX.^07,5.27,10361831.83,396.94,0.17,1.83,2.8,True
2005-02-14,TONS.1^07,5.45,12940937.83,760.77,0.2,7.75,14.32,True
2005-02-15,ADBL^08,6.29,24422740.14,555.44,0.14,0.41,1.54,True
2005-02-15,ADEA,5.13,40891280.9,1666.3,0.06,1.35,1.96,True
2005-02-15,AIRT,10.05,18390069.52,56.29,0.56,5.32,0.38,True
2005-02-15,ALTI.1^16,14.46,37543460.57,216.87,0.67,0.7,0.2,True
2005-02-15,BCSI^12,6.58,10778878.56,279.83,0.26,0.57,4.86,True
2005-02-15,CTIC^23,5.11,15344507.38,586.36,0.19,0.66,1.26,True
2005-02-15,CTMI^05,5.16,11318785.21,821.18,0.37,3.8,2.02,True
2005-02-15,LIVN,7.1,69540880.9,1062.52,0.58,13.81,10.46,True
2005-02-15,MNST,6.09,10794285.67,428.31,0.19,3.09,5.88,True
2005-02-15,MSTR,5.1,57494987.57,1110.07,0.26,8.77,8.81,True
2005-02-15,NVEC,8.65,11630933.71,128.85,-0.01,1.59,0.77,True
2005-02-15,STTX.^07,5.01,10185163.78,396.94,0.09,1.93,2.57,True
2005-02-15,TONS.1^07,5.2,12703334.69,760.77,0.21,8.36,13.34,True
2005-02-15,WCG^20,5.11,10012680.46,1350.8,0.09,3.12,3.14,True
2005-02-15,XXIA^17,5.15,16076935.18,1095.0,0.27,2.25,1.51,True
2005-02-16,ADEA,5.07,41470716.14,1666.3,0.09,2.02,1.97,True
2005-02-16,AIRT,9.97,18434090.49,56.29,0.55,5.1,0.99,True
2005-02-16,ALTI.1^16,14.94,40833884.71,216.87,0.56,0.92,0.3,True
2005-02-16,CTIC^23,5.07,16087960.71,586.36,0.12,0.43,1.3,True
2005-02-16,CTMI^05,5.23,11439645.95,821.18,0.29,3.53,2.26,True
2005-02-16,LIVN,7.25,74035656.12,1062.52,0.59,14.43,11.02,True
2005-02-16,MNST,6.26,10975636.52,428.31,0.13,2.54,5.77,True
2005-02-16,NVEC,7.94,11762997.51,128.85,-0.03,0.79,0.9,True
2005-02-16,STTX.^07,5.07,10119078.55,396.94,0.06,1.99,2.48,True
2005-02-16,TONS.1^07,5.13,12403832.49,760.77,0.15,9.19,12.68,True
2005-02-16,XXIA^17,5.6,16762866.87,1095.0,0.3,2.52,1.66,True
2005-02-17,ADEA,5.12,41710646.98,1666.3,0.07,2.64,2.09,True
2005-02-17,AIRT,9.18,18563236.58,56.29,0.47,4.93,1.69,True
2005-02-17,ALTI.1^16,15.29,41633893.81,216.87,0.6,1.13,0.4,True
2005-02-17,CTIC^23,5.3,19004989.29,586.36,0.24,0.38,1.41,True
2005-02-17,CTMI^05,5.26,11558794.62,821.18,0.24,3.09,2.53,True
2005-02-17,ENCY^08,5.41,14444401.43,606.22,0.12,1.55,0.07,True
2005-02-17,LIVN,7.3,79587897.95,1062.52,0.63,12.99,11.54,True
2005-02-17,MNST,6.6,10834699.19,428.31,0.04,1.39,5.76,True
2005-02-17,STTX.^07,5.46,10331788.6,396.94,0.0,1.79,2.39,True
2005-02-17,TONS.1^07,5.11,11821733.5,760.77,0.11,9.14,12.52,True
2005-02-17,WCG^20,5.12,10196559.66,1350.8,0.05,1.92,3.27,True
2005-02-17,XXIA^17,5.8,16128158.0,1095.0,0.28,2.68,1.81,True
2005-02-18,ADEA,5.24,41986165.02,1666.3,0.06,2.91,2.22,True
2005-02-18,AIRT,10.02,18863806.39,56.29,0.35,4.51,2.34,True
2005-02-18,ALTI.1^16,15.0,42038337.94,216.87,0.65,1.34,0.5,True
2005-02-18,CTIC^23,5.45,19972730.87,586.36,0.2,0.29,1.41,True
2005-02-18,ENCY^08,5.31,14446045.61,606.22,0.15,1.47,0.21,True
2005-02-18,LIVN,7.14,80483054.78,1062.52,0.69,11.5,12.07,True
2005-02-18,STTX.^07,5.32,10488403.89,396.94,0.02,1.6,2.3,True
2005-02-18,TONS.1^07,5.08,11625131.02,760.77,0.17,8.59,12.47,True
2005-02-18,WCG^20,5.17,10229570.27,1350.8,0.03,0.95,3.2,True
2005-02-18,XXIA^17,5.49,16211822.61,1095.0,0.2,2.3,1.94,True
2005-02-22,ADEA,5.26,42761155.93,1681.06,0.06,2.97,2.48,True
2005-02-22,AIRT,10.7,19023130.29,51.09,0.34,3.16,2.89,True
