IPO Only
2025-07-01

Ticker,Name,Start,End,Pct,Rank,Sector,Industry,MktCap,Price,EPSExclXorGr%PYQ,SalesPSGr%PYQ,EPSExclXorGr%TTM,SalesPSGr%TTM,ROE%TTM,#Institution,Inst%Own,InstNetPurch,
PAY,"Paymentus Holdings, Inc.",31.12,24.16,-22.37,64.33,Finance,N/A,4031.78,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DNB^25,"Dun & Bradstreet Holdings, Inc.",9.10,9.15,0.55,64.20,Technology,N/A,4011.42,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RUM,"RUM Group, Inc.",9.65,6.34,-34.30,64.07,Technology,N/A,3991.20,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SNREY^25,Sunrise Communications AG,56.41,53.97,-4.33,63.74,Telecommunications,N/A,3929.05,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
AVPT,"AvePoint, Inc.",18.50,11.21,-39.41,63.61,Technology,N/A,3879.20,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SOUN,"SoundHound AI, Inc.",11.25,6.47,-42.49,63.56,Technology,N/A,3866.15,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CLBT,Cellebrite DI Ltd.,15.20,14.60,-3.95,63.33,Business Services,N/A,3790.81,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RELY,"Remitly Global, Inc.",18.26,22.41,22.73,63.13,Finance,N/A,3745.34,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
YOU,"Clear Secure, Inc.",28.12,55.73,98.21,63.05,Technology,N/A,3725.29,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
QS,QuantumScape Corp.,6.80,7.56,11.18,62.97,Industrials,N/A,3696.17,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GPOR,Gulfport Energy Corp.,185.86,169.70,-8.69,62.59,Energy,N/A,3645.25,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ACLX^26,"Arcellx, Inc.",66.34,115.07,73.45,62.41,Healthcare,N/A,3590.59,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
TBBB,"BBB Foods, Inc.",27.79,41.67,49.95,62.28,Consumer Non-Cyclicals,N/A,3550.47,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ZGN,Ermenegildo Zegna NV,8.96,13.02,45.31,61.92,Consumer Cyclicals,N/A,3483.25,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ZETA,Zeta Global Holdings Corp.,15.16,19.68,29.82,61.89,Technology,N/A,3479.08,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
IREN,IREN Ltd.,15.66,45.73,192.02,61.30,Finance,N/A,3373.52,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RSI,"Rush Street Interactive, Inc.",14.92,29.74,99.33,61.20,Consumer Services,N/A,3358.58,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CNXC,Concentrix Corp.,54.77,22.41,-59.09,61.18,Technology,N/A,3351.78,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
EE,"Excelerate Energy, Inc.",28.62,37.99,32.74,61.07,Energy,N/A,3331.62,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
COMP,"Compass, Inc. (New York)",6.33,12.33,94.79,61.00,Finance,N/A,3324.58,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
EBC,"Eastern Bankshares, Inc.",15.47,22.24,43.79,60.74,Finance,N/A,3282.80,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DLO,dLocal Ltd.,10.98,12.99,18.40,60.71,Finance,N/A,3277.25,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ECG,"Everus Construction Group, Inc.",64.05,165.95,159.09,60.51,Industrials,N/A,3234.42,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
INTR,"Inter & Co., Inc.",6.84,5.43,-20.65,60.48,Finance,N/A,3231.81,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
AI,"C3.ai, Inc.",25.82,9.09,-64.79,60.43,Technology,N/A,3217.59,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SHC,Sotera Health Co.,11.64,17.75,52.49,60.35,Healthcare,N/A,3206.27,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ASAN,"Asana, Inc.",13.51,7.00,-48.19,60.33,Technology,N/A,3204.20,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NCNO,"nCino, Inc.",27.97,16.35,-41.54,60.30,Finance,N/A,3202.86,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DAVE,"Dave, Inc.",270.03,372.59,37.98,60.15,Finance,N/A,3184.65,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RGTI,"Rigetti Computing, Inc.",13.08,19.32,47.71,59.99,Technology,N/A,3164.12,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PRCT,PROCEPT BioRobotics Corp.,58.18,22.58,-61.19,59.71,Healthcare,N/A,3119.73,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ASO,"Academy Sports & Outdoors, Inc.",46.89,47.13,0.51,59.66,Consumer Cyclicals,N/A,3116.39,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CXT,Crane NXT Co.,55.89,51.16,-8.47,59.46,Technology,N/A,3071.61,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BNL,"Broadstone Net Lease, Inc.",15.21,20.67,35.87,59.35,Finance,N/A,3050.99,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GBTG,"Global Business Travel Group, Inc.",6.35,9.39,47.87,59.33,Consumer Services,N/A,3048.38,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MLTX,MoonLake Immunotherapeutics,47.86,19.47,-59.32,59.30,Healthcare,N/A,3036.78,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ALIT,"Alight, Inc.",115.15,11.20,-90.27,59.25,Technology,N/A,3025.01,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
KGS,"Kodiak Gas Services, Inc.",32.54,75.13,130.85,59.20,Energy,N/A,3015.92,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PPLI,"People, Inc.",39.38,46.16,17.22,59.15,Technology,N/A,3008.33,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ALKT,"Alkami Technology, Inc.",29.23,18.12,-38.01,58.99,Finance,N/A,2986.76,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
VAL,Valaris Ltd.,45.43,72.60,59.81,58.84,Energy,N/A,2974.95,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
HAYW,"Hayward Holdings, Inc.",14.34,17.31,20.71,58.79,Consumer Cyclicals,N/A,2970.92,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
LMND,"Lemonade, Inc.",42.00,65.05,54.88,58.76,Finance,N/A,2965.30,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ATMU,"Atmus Filtration Technologies, Inc.",37.18,50.99,37.15,58.71,Industrials,N/A,2961.85,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MRX,Marex Group plc,38.30,60.95,59.16,58.56,Finance,N/A,2911.48,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
HSAI,Hesai Group,20.73,18.22,-12.11,58.43,Technology,N/A,2885.41,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BRZE,"Braze, Inc.",28.17,21.69,-23.00,58.40,Technology,N/A,2883.76,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DRVN,"Driven Brands Holdings, Inc.",17.90,13.94,-22.12,58.30,Consumer Cyclicals,N/A,2863.79,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CRGY,Crescent Energy Co.,8.72,9.82,12.65,58.25,Energy,N/A,2848.30,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
KYMR,"Kymera Therapeutics, Inc.",44.53,114.67,157.51,57.97,Healthcare,N/A,2812.89,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
WNS^25,WNS (Holdings) Ltd.,65.12,76.48,17.44,57.94,Business Services,N/A,2805.42,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MQ,"Marqeta, Inc.",23.44,16.24,-30.72,57.71,Finance,N/A,2765.27,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
FA,First Advantage Corp.,16.96,18.05,6.43,57.43,Business Services,N/A,2727.91,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ACVA,"ACV Auctions, Inc.",16.63,7.19,-56.76,57.33,Technology,N/A,2713.74,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CON,"Concentra Group Holdings Parent, Inc.",20.43,29.75,45.65,57.10,Healthcare,N/A,2677.45,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ALHC,"Alignment Healthcare, Inc.",13.61,23.81,74.94,57.04,Healthcare,N/A,2656.88,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PRVA,"Privia Health Group, Inc.",21.92,25.73,17.38,56.94,Healthcare,N/A,2640.03,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
WRBY,"Warby Parker, Inc.",21.96,30.34,38.16,56.76,Consumer Cyclicals,N/A,2612.18,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DOCN,"DigitalOcean Holdings, Inc.",28.40,157.03,452.92,56.63,Technology,N/A,2594.67,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
APGE,"Apogee Therapeutics, Inc.",44.32,132.73,199.48,56.51,Healthcare,N/A,2581.25,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GENI,Genius Sports Ltd.,9.74,6.06,-37.78,56.38,Technology,N/A,2566.66,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
OGN,Organon & Co.,10.06,13.54,34.58,56.35,Healthcare,N/A,2563.17,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
TMC,"TMC the metals co., Inc.",6.38,4.43,-30.56,56.15,Non-Energy Materials,N/A,2526.77,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
WGS,GeneDx Holdings Corp.,89.79,68.65,-23.54,56.07,Healthcare,N/A,2502.64,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
WRD,"WeRide, Inc.",8.02,5.82,-27.43,56.04,Industrials,N/A,2497.95,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RXO,"RXO, Inc.",16.84,27.59,63.84,55.99,Industrials,N/A,2488.84,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RNW,ReNew Energy Global Plc,6.92,6.25,-9.68,55.79,Utilities,N/A,2469.51,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DV,"DoubleVerify Holdings, Inc.",15.12,10.84,-28.31,55.58,Consumer Services,N/A,2411.17,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CURB,Curbline Properties Corp.,22.30,30.40,36.31,55.50,Finance,N/A,2398.15,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PAYO,"Payoneer Global, Inc.",6.93,7.12,2.74,55.48,Finance,N/A,2397.88,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PCT,"Purecycle Technologies, Inc.",13.81,8.11,-41.27,55.30,Business Services,N/A,2376.84,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DFH,"Dream Finders Homes, Inc.",26.84,17.26,-35.69,55.17,Consumer Cyclicals,N/A,2363.02,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RDW,Redwire Corp.,15.60,12.23,-21.60,54.71,Industrials,N/A,2298.32,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SKWD,"Skyward Specialty Insurance Group, Inc.",54.84,58.35,6.40,54.66,Finance,N/A,2296.02,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CSAN,Cosan SA,5.14,2.88,-43.97,54.55,Utilities,N/A,2282.70,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SOC,Sable Offshore Corp.,22.98,3.08,-86.60,54.35,Energy,N/A,2248.66,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
HTZ,"Hertz Global Holdings, Inc.",7.17,2.27,-68.41,53.94,Consumer Cyclicals,N/A,2176.86,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
HG,Hamilton Insurance Group Ltd.,19.72,33.94,72.13,53.89,Finance,N/A,2173.55,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GCMG,"GCM Grosvenor, Inc.",11.04,12.30,11.46,53.76,Finance,N/A,2156.13,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NATL,NCR Atleos Corp.,28.87,43.41,50.36,53.68,Technology,N/A,2137.11,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BTDR,Bitdeer Technologies Group,13.08,15.87,21.33,53.66,Finance,N/A,2134.82,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CXM,"Sprinklr, Inc.",8.61,5.16,-40.07,53.55,Technology,N/A,2125.38,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PAX,Patria Investments Ltd.,13.65,10.98,-19.58,53.30,Finance,N/A,2095.21,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DBD,"Diebold Nixdorf, Inc.",57.75,85.02,47.22,53.09,Technology,N/A,2082.32,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SLVM,Sylvamo Corp.,50.75,37.80,-25.51,53.07,Non-Energy Materials,N/A,2077.54,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ROOT,"Root, Inc.",123.71,55.92,-54.80,53.02,Finance,N/A,2063.99,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BKV,BKV Corp.,23.02,27.36,18.85,52.96,Energy,N/A,2061.92,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PRM,"Perimeter Solutions, Inc.",15.27,35.65,133.46,52.91,Non-Energy Materials,N/A,2044.27,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NAMS,NewAmsterdam Pharma Co. NV,18.96,33.89,78.74,52.81,Healthcare,N/A,2039.32,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
AVDX^25,"AvidXchange Holdings, Inc.",9.82,10.00,1.83,52.76,Technology,N/A,2034.81,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PACS,"PACS Group, Inc.",13.04,42.64,226.99,52.66,Healthcare,N/A,2015.76,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
COCO,"The Vita Coco Co., Inc.",37.19,66.14,77.84,52.58,Consumer Non-Cyclicals,N/A,2001.01,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MCW^26,"Mister Car Wash, Inc.",6.48,7.10,9.57,52.50,Consumer Cyclicals,N/A,1994.44,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
AEVA,"Aeva Technologies, Inc.",30.88,28.72,-6.99,52.45,Technology,N/A,1993.22,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ZIM,ZIM Integrated Shipping Services Ltd.,15.31,26.00,69.84,52.40,Industrials,N/A,1989.47,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CGON,"CG Oncology, Inc.",26.68,71.05,166.30,52.30,Healthcare,N/A,1975.56,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CTRI,"Centuri Holdings, Inc.",22.00,30.24,37.45,52.25,Industrials,N/A,1959.78,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RXRX,"Recursion Pharmaceuticals, Inc.",5.21,3.67,-29.56,52.22,Healthcare,N/A,1956.75,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MSGE,Madison Square Garden Entertainment Corp.,39.67,80.89,103.91,52.12,Consumer Services,N/A,1946.32,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NN,"NextNav, Inc.",15.46,17.83,15.33,52.07,Technology,N/A,1941.99,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
LUNR,"Intuitive Machines, Inc.",10.71,21.39,99.72,51.45,Industrials,N/A,1875.47,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ENVX,Enovix Corp.,10.54,6.07,-42.42,51.32,Consumer Non-Cyclicals,N/A,1863.22,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
IHS,IHS Holding Ltd.,5.80,8.24,42.07,51.24,Telecommunications,N/A,1851.89,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
IRON,"Disc Medicine, Inc.",53.17,73.14,37.56,51.14,Healthcare,N/A,1835.34,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CERT,"Certara, Inc.",11.49,6.55,-42.99,51.09,Healthcare,N/A,1832.38,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
HRMY,"Harmony Biosciences Holdings, Inc.",32.11,36.41,13.39,51.01,Healthcare,N/A,1823.86,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PLGO,Pelagos Insurance Capital Ltd.,15.75,24.35,54.58,50.86,Finance,N/A,1800.74,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PL,Planet Labs PBC,6.14,33.13,439.58,50.63,Technology,N/A,1781.40,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PHIN,"PHINIA, Inc.",46.98,82.37,75.33,50.58,Industrials,N/A,1776.87,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SPRY,"ARS Pharmaceuticals, Inc.",16.75,8.01,-52.18,50.47,Healthcare,N/A,1768.78,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CNTA^26,Centessa Pharmaceuticals Plc,13.74,40.50,194.76,49.99,Healthcare,N/A,1728.68,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
VITL,"Vital Farms, Inc.",39.54,11.63,-70.59,49.96,Consumer Non-Cyclicals,N/A,1727.84,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PWP,Perella Weinberg Partners,20.14,15.96,-20.76,49.91,Finance,N/A,1723.87,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GRAL,"GRAIL, Inc.",47.56,68.27,43.54,49.76,Healthcare,N/A,1708.02,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MSDL,Morgan Stanley Direct Lending Fund,16.95,15.12,-10.81,49.70,Finance,N/A,1706.16,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
XMTR,"Xometry, Inc.",32.67,96.52,195.44,49.60,Technology,N/A,1691.63,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BBAI,"BigBear.ai Holdings, Inc.",7.56,3.67,-51.46,49.29,Industrials,N/A,1663.61,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
TARS,"Tarsus Pharmaceuticals, Inc.",40.45,62.94,55.60,49.27,Healthcare,N/A,1661.86,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SVV,"Savers Value Village, Inc.",10.88,10.09,-7.26,49.24,Consumer Non-Cyclicals,N/A,1661.62,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
WS,"Worthington Steel, Inc.",31.41,33.58,6.92,48.94,Non-Energy Materials,N/A,1626.36,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SDRL,Seadrill Ltd.,28.98,37.82,30.50,48.70,Energy,N/A,1613.76,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PGY,Pagaya Technologies Ltd.,22.18,18.25,-17.72,48.65,Finance,N/A,1610.63,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
AESI,"Atlas Energy Solutions, Inc.",14.02,16.61,18.45,48.55,Energy,N/A,1600.84,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
AMPL,"Amplitude, Inc.",12.26,7.65,-37.60,48.32,Technology,N/A,1575.03,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SG,"Sweetgreen, Inc.",14.40,8.81,-38.82,48.27,Consumer Services,N/A,1572.01,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
IMCR,Immunocore Holdings plc,32.75,31.75,-3.05,48.11,Healthcare,N/A,1556.80,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
LZ,"LegalZoom.com, Inc.",9.03,6.13,-32.12,48.09,Consumer Non-Cyclicals,N/A,1552.41,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
VSXY,Victoria's Secret & Co.,20.40,83.48,309.22,47.70,Consumer Cyclicals,N/A,1518.97,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NABL,"N-able, Inc.",8.18,3.67,-55.13,47.58,Technology,N/A,1500.28,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GPGI,"GPGI, Inc.",14.63,15.85,8.37,47.04,Business Services,N/A,1449.76,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
OLO^25,"Olo, Inc.",8.91,10.26,15.15,46.91,Consumer Services,N/A,1440.91,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NNE,"NANO Nuclear Energy, Inc.",32.95,21.14,-35.84,46.78,Industrials,N/A,1430.44,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
FLYW,Flywire Corp.,11.83,17.57,48.52,46.75,Finance,N/A,1429.25,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BHVN,Biohaven Ltd.,14.76,14.88,0.81,46.52,Healthcare,N/A,1422.41,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
VERA,"Vera Therapeutics, Inc.",23.65,42.91,81.44,46.34,Healthcare,N/A,1403.63,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
HLMN,Hillman Solutions Corp.,7.60,8.44,11.05,46.29,Non-Energy Materials,N/A,1399.73,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
EWTX,"Edgewise Therapeutics, Inc.",13.01,40.63,212.30,46.14,Healthcare,N/A,1384.70,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NTST,NetSTREIT Corp.,16.09,21.13,31.31,45.98,Finance,N/A,1376.93,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SILA,"Sila Realty Trust, Inc.",22.59,30.36,34.40,45.93,Finance,N/A,1374.91,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
KLG^25,WK Kellogg Co.,17.78,23.00,29.35,45.91,Consumer Non-Cyclicals,N/A,1374.42,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
COUR,"Coursera, Inc.",8.45,5.64,-33.25,45.86,Consumer Non-Cyclicals,N/A,1373.02,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MBC,"MasterBrand, Inc.",11.82,10.29,-12.94,45.78,Consumer Cyclicals,N/A,1368.90,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ARIS.3^25,"Aris Water Solutions, Inc.",24.45,23.69,-3.09,45.70,Energy,N/A,1363.07,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GRDN,"Guardian Pharmacy Services, Inc.",20.59,41.87,103.35,45.55,Healthcare,N/A,1353.07,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
JANX,"Janux Therapeutics, Inc.",24.06,15.36,-36.16,45.32,Healthcare,N/A,1338.06,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DOLE,Dole plc,13.77,13.72,-0.36,45.11,Consumer Non-Cyclicals,N/A,1314.14,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
SEMR^26,"SEMrush Holdings, Inc.",9.10,12.00,31.87,45.06,Technology,N/A,1312.68,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CDRE,"Cadre Holdings, Inc.",31.56,28.51,-9.67,44.80,Industrials,N/A,1300.67,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ACDC,ProFrac Holding Corp.,7.93,5.81,-26.73,44.70,Energy,N/A,1295.84,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
OUST,"Ouster, Inc.",21.40,62.52,192.15,44.68,Industrials,N/A,1295.76,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BASE^25,"Couchbase, Inc.",24.42,24.51,0.37,44.65,Technology,N/A,1293.52,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
IAS^25,Integral Ad Science Holding Corp.,8.41,10.34,22.95,44.60,Consumer Services,N/A,1290.77,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
NVTS,Navitas Semiconductor Corp.,6.32,17.92,183.54,44.32,Technology,N/A,1270.83,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
TIC,"TIC Solutions, Inc.",11.32,8.09,-28.53,44.26,Business Services,N/A,1269.97,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
